Eda Num, Real(Ohm), Image(Ohm), Conductance(uS), Phase(°)
278, 35192.8164, -78876.1172, 11.57793903, -65.9546
279, 35108.8203, -79023.7422, 11.56445694, -66.0453
280, 35216.6992, -79055.2891, 11.55474663, -65.9885
281, 35187.4531, -79000.3516, 11.56304169, -65.9914
282, 35223.5898, -79073.3047, 11.55217457, -65.9892
283, 35210.4453, -79188.3359, 11.53887939, -66.0281
284, 35117.5781, -79074.9141, 11.55773067, -66.0538
285, 35124.1133, -79079.0391, 11.55687332, -66.0509
286, 35213.0625, -79249.4141, 11.53131104, -66.0429
287, 35212.4062, -79308.4766, 11.52417374, -66.0591
288, 35103.4219, -79285.4141, 11.53284550, -66.1188
289, 35206.3984, -79368.7891, 11.51717949, -66.0789
290, 35196.8984, -79289.5547, 11.52730560, -66.0634
291, 35171.0781, -79373.9609, 11.51845169, -66.1016
292, 35162.2773, -79409.6172, 11.51460075, -66.1164
293, 35191.9258, -79391.7109, 11.51517868, -66.0938
294, 35148.7930, -79474.4609, 11.50746632, -66.1419
295, 35114.3633, -79383.9141, 11.52029037, -66.1385
296, 35141.5742, -79442.3828, 11.51173973, -66.1377
297, 35157.5625, -79525.8828, 11.50077343, -66.1503
298, 35247.6094, -79426.8672, 11.50792789, -66.0696
299, 35163.4492, -79502.0703, 11.50333881, -66.1404
300, 35157.8984, -79539.8672, 11.49906349, -66.1538
301, 35153.0898, -79518.4609, 11.50191021, -66.1510
302, 35127.6758, -79580.3984, 11.49577618, -66.1828
303, 35039.5117, -79538.3047, 11.50557518, -66.2248
304, 35047.6406, -79424.1953, 11.51897907, -66.1895
305, 35112.2539, -79611.9766, 11.49278259, -66.2005
306, 35176.4648, -79684.7891, 11.48057270, -66.1812
307, 35030.7305, -79624.6328, 11.49559402, -66.2530
308, 35078.9258, -79613.8359, 11.49433327, -66.2211
309, 35030.2188, -79697.8828, 11.48676682, -66.2727
310, 35110.7070, -79730.5234, 11.47855473, -66.2329
311, 35097.3984, -79620.9609, 11.49248791, -66.2118
312, 35041.4414, -79622.2266, 11.49531555, -66.2459
313, 35015.8516, -79633.5703, 11.49530506, -66.2643
314, 35116.3086, -79692.6641, 11.48282242, -66.2195
315, 35131.7188, -79799.0391, 11.46918392, -66.2384
316, 35041.8867, -79737.4922, 11.48136520, -66.2762
317, 35016.2852, -79748.8359, 11.48135376, -66.2946
318, 35135.2031, -79902.6016, 11.45654392, -66.2637
319, 35110.6641, -79868.5859, 11.46192932, -66.2694
320, 35123.0195, -79936.3359, 11.45313549, -66.2799
321, 35118.2812, -79965.6172, 11.44986916, -66.2905
322, 35034.6016, -79894.0547, 11.46288300, -66.3219
323, 34923.5781, -79901.8516, 11.46779823, -66.3908
324, 35015.8398, -79974.3984, 11.45421028, -66.3544
325, 34907.1875, -79840.7109, 11.47603416, -66.3846
326, 35036.8164, -80093.8984, 11.43876553, -66.3732
327, 34984.1953, -80009.6328, 11.45164013, -66.3827
328, 35073.6523, -80145.0547, 11.43070507, -66.3645
329, 35071.2109, -80083.4141, 11.43821716, -66.3498
330, 34890.7148, -79982.4453, 11.45981979, -66.4317
331, 34883.1992, -80037.6953, 11.45356560, -66.4508
332, 34938.7930, -79957.6641, 11.46027565, -66.3963
333, 35035.9297, -80102.5859, 11.43776989, -66.3760
334, 35079.3867, -80208.8047, 11.42277908, -66.3778
335, 34913.8789, -80163.5859, 11.43684292, -66.4653
336, 34971.3203, -80167.8203, 11.43333340, -66.4319
337, 35055.4570, -80355.6328, 11.40649700, -66.4306
338, 34991.6367, -80259.4141, 11.42131042, -66.4437
339, 34968.8828, -80258.8203, 11.42256737, -66.4572
340, 34861.6836, -80259.8828, 11.42802238, -66.5218
341, 34829.4336, -80216.1328, 11.43494511, -66.5298
342, 34888.2148, -80341.7109, 11.41685104, -66.5272
343, 35018.8789, -80369.3984, 11.40675735, -66.4561
344, 34855.2891, -80320.6953, 11.42107391, -66.5415
345, 34926.8242, -80375.6172, 11.41079521, -66.5129
346, 34893.9648, -80303.6484, 11.42110348, -66.5138
347, 34856.7539, -80340.1484, 11.41867065, -66.5457
348, 34889.1367, -80333.0234, 11.41784191, -66.5244
349, 34911.9688, -80282.7109, 11.42267227, -66.4976
350, 34869.8281, -80399.5234, 11.41089535, -66.5533
351, 34881.5391, -80388.4453, 11.41161156, -66.5434
352, 34862.0547, -80389.9297, 11.41244411, -66.5555
353, 34840.1914, -80380.5859, 11.41469479, -66.5661
354, 34854.6406, -80343.4453, 11.41838551, -66.5478
355, 34934.4258, -80538.2734, 11.39100838, -66.5506
356, 34861.2031, -80514.7109, 11.39759541, -66.5884
357, 34880.1680, -80485.0391, 11.40015316, -66.5693
358, 34776.9688, -80479.3672, 11.40616035, -66.6297
359, 34928.2812, -80613.3359, 11.38239670, -66.5738
360, 34800.5586, -80522.3672, 11.39981174, -66.6267
361, 34850.7734, -80480.1641, 11.40225315, -66.5857
362, 34749.6172, -80587.3672, 11.39468098, -66.6741
363, 34909.0820, -80745.3203, 11.36770916, -66.6195
364, 34716.0938, -80472.8984, 11.41007423, -66.6646
365, 34755.3555, -80665.4922, 11.38507938, -66.6908
366, 34894.2539, -80652.0547, 11.37954521, -66.6042
367, 34803.1367, -80663.5391, 11.38286018, -66.6617
368, 34794.4258, -80662.6016, 11.38341904, -66.6667
369, 34683.6797, -80479.9766, 11.41089821, -66.6859
370, 34762.0312, -80553.4766, 11.39808464, -66.6579
371, 34775.0391, -80794.5703, 11.36872768, -66.7123
372, 34680.4570, -80608.1328, 11.39575768, -66.7209
373, 34709.5078, -80780.5078, 11.37374496, -66.7479
374, 34738.9180, -80720.1484, 11.37941837, -66.7148
375, 34751.3711, -80686.2109, 11.38281727, -66.6986
376, 34774.1211, -80803.2891, 11.36773872, -66.7151
377, 34836.7344, -80894.7578, 11.35370064, -66.7012
378, 34766.5156, -80742.4922, 11.37534904, -66.7040
379, 34769.1172, -80767.4609, 11.37224960, -66.7089
380, 34677.2109, -80736.4141, 11.38064003, -66.7559
381, 34692.5469, -80806.8984, 11.37147522, -66.7649
382, 34715.8945, -80835.8672, 11.36684322, -66.7583
383, 34658.3359, -80910.9141, 11.36086655, -66.8120
384, 34655.5352, -80741.1484, 11.38118362, -66.7701
385, 34719.4531, -80917.5234, 11.35697556, -66.7772
386, 34674.1602, -80748.4297, 11.37936592, -66.7608
387, 34725.6133, -81024.2422, 11.34402657, -66.8008
388, 34690.4258, -80940.8672, 11.35568428, -66.8005
389, 34622.5117, -80850.4922, 11.36986256, -66.8180
390, 34565.2227, -81019.1484, 11.35275173, -66.8954
391, 34493.8906, -80912.3516, 11.36904240, -66.9109
392, 34579.4883, -80953.5547, 11.35980892, -66.8701
393, 34624.5898, -80912.5391, 11.36238861, -66.8327
394, 34663.2656, -81012.1797, 11.34861469, -66.8350
395, 34600.0352, -80943.4297, 11.35996819, -66.8553
396, 34580.0391, -81061.4609, 11.34698868, -66.8974
397, 34503.6641, -80984.1016, 11.36002254, -66.9233
398, 34471.6289, -80954.0859, 11.36520863, -66.9349
399, 34588.6953, -81127.8984, 11.33868885, -66.9091
400, 34602.7852, -81193.1953, 11.33026218, -66.9174
401, 34576.8672, -81138.9766, 11.33797455, -66.9190
402, 34473.4609, -81081.6016, 11.34998131, -66.9663
403, 34625.2188, -81231.0859, 11.32466125, -66.9136
404, 34560.4258, -81208.0547, 11.33063793, -66.9464
405, 34565.2305, -81164.2734, 11.33557034, -66.9324
406, 34492.7539, -81211.1953, 11.33366680, -66.9877
407, 34475.2188, -81129.5703, 11.34420776, -66.9774
408, 34537.4727, -81207.2891, 11.33188248, -66.9599
409, 34435.7812, -81118.0859, 11.34755325, -66.9981
410, 34573.1875, -81333.5234, 11.31519508, -66.9707
411, 34443.9375, -81235.8984, 11.33319569, -67.0231
412, 34547.0430, -81265.0547, 11.32458019, -66.9689
413, 34574.9102, -81301.8047, 11.31884766, -66.9616
414, 34494.7227, -81353.2266, 11.31679916, -67.0225
415, 34453.0469, -81345.0547, 11.31984615, -67.0453
416, 34466.0977, -81179.8828, 11.33870983, -66.9956
417, 34448.7891, -81271.8984, 11.32869720, -67.0293
418, 34561.1797, -81410.3047, 11.30675411, -66.9973
419, 34495.6797, -81264.6797, 11.32719994, -66.9995
420, 34346.6094, -81313.6641, 11.32887173, -67.1010
421, 34442.3594, -81281.7891, 11.32785034, -67.0357
422, 34484.1680, -81543.8516, 11.29488754, -67.0769
423, 34287.6406, -81317.6328, 11.33134556, -67.1372
424, 34502.9180, -81471.3203, 11.30248260, -67.0475
425, 34384.1406, -81342.6797, 11.32356834, -67.0859
426, 34449.4297, -81568.4297, 11.29372501, -67.1038
427, 34312.2734, -81366.5391, 11.32433414, -67.1348
428, 34274.9219, -81351.6797, 11.32795143, -67.1534
429, 34463.4922, -81554.0078, 11.29472160, -67.0918
430, 34427.8828, -81427.4297, 11.31138802, -67.0811
431, 34390.1406, -81384.1641, 11.31837177, -67.0928
432, 34372.9219, -81584.7422, 11.29560089, -67.1536
433, 34365.6094, -81523.4766, 11.30317211, -67.1425
434, 34379.0859, -81640.5703, 11.28873539, -67.1639
435, 34328.1641, -81414.4766, 11.31788158, -67.1374
436, 34359.3203, -81547.6484, 11.30063820, -67.1523
437, 34253.4062, -81478.8203, 11.31400299, -67.1983
438, 34219.0391, -81437.6016, 11.32057476, -67.2085
439, 34278.0781, -81433.6641, 11.31810760, -67.1722
440, 34350.0938, -81786.8359, 11.27300835, -67.2178
441, 34270.7500, -81560.7266, 11.30348587, -67.2085
442, 34297.5625, -81606.4453, 11.29677868, -67.2040
443, 34295.5469, -81718.3047, 11.28373146, -67.2332
444, 34374.4688, -81713.0078, 11.28046131, -67.1848
445, 34336.0000, -81612.5703, 11.29415703, -67.1826
446, 34352.2344, -81594.8516, 11.29543686, -67.1684
447, 34316.2812, -81613.8828, 11.29497719, -67.1947
448, 34225.8906, -81564.4922, 11.30526257, -67.2362
449, 34274.7031, -81619.8672, 11.29632854, -67.2210
450, 34118.3359, -81541.5234, 11.31328773, -67.2948
451, 34238.4297, -81610.3984, 11.29923439, -67.2402
452, 34228.3438, -81589.6953, 11.30217171, -67.2411
453, 34275.4219, -81785.4922, 11.27683735, -67.2620
454, 34202.1719, -81600.9141, 11.30214310, -67.2595
455, 34287.0625, -81745.8516, 11.28091526, -67.2451
456, 34329.7031, -81636.7734, 11.29162312, -67.1924
457, 34271.7422, -81551.9766, 11.30446815, -67.2057
458, 34216.8906, -81752.0547, 11.28363895, -67.2885
459, 34213.1406, -81707.1328, 11.28910160, -67.2795
460, 34261.5391, -81719.7891, 11.28523159, -67.2538
461, 34211.2500, -81630.3984, 11.29822254, -67.2615
462, 34306.9531, -81758.7578, 11.27842236, -67.2365
463, 34307.9609, -81749.9922, 11.27940178, -67.2337
464, 34251.5156, -81807.7109, 11.27540588, -67.2818
465, 34241.7031, -81815.4766, 11.27497673, -67.2895
466, 34145.0312, -81695.7422, 11.29379272, -67.3173
467, 34293.6250, -81844.5703, 11.26901913, -67.2659
468, 34232.4219, -81663.0547, 11.29333496, -67.2570
469, 34187.0781, -81732.6328, 11.28738594, -67.3015
470, 34283.5156, -81823.8047, 11.27194786, -67.2667
471, 34348.5547, -81941.7734, 11.25495625, -67.2574
472, 34277.6406, -81890.8828, 11.26438141, -67.2869
473, 34240.8516, -82056.2422, 11.24684811, -67.3500
474, 34294.4062, -81915.9922, 11.26062107, -67.2832
475, 34170.1875, -81801.9141, 11.28007698, -67.3288
476, 34160.6094, -81947.0078, 11.26353359, -67.3706
477, 34175.8203, -81815.0547, 11.27825832, -67.3287
478, 34223.3906, -81959.6172, 11.25899220, -67.3363
479, 34178.3438, -81963.3516, 11.26075363, -67.3641
480, 34270.4375, -81938.2422, 11.25919151, -67.3030
481, 34178.3438, -81963.3516, 11.26075363, -67.3641
482, 34083.1250, -82014.7734, 11.25937557, -67.4335
483, 34174.3594, -81889.7578, 11.26956749, -67.3482
484, 34269.8984, -82098.8828, 11.24045944, -67.3433
485, 34111.2344, -81834.3047, 11.27916241, -67.3720
486, 34175.6406, -81909.5234, 11.26718903, -67.3523
487, 34208.9219, -82054.3516, 11.24862480, -67.3685
488, 34121.0469, -81949.5859, 11.26516151, -67.3948
489, 34082.0312, -82146.8359, 11.24398708, -67.4669
490, 34062.3281, -82024.8516, 11.25920677, -67.4484
491, 34024.9297, -82024.0547, 11.26111794, -67.4705
492, 34115.2891, -82045.2891, 11.25424004, -67.4220
493, 34067.7188, -82009.4141, 11.26075172, -67.4414
494, 34219.3750, -82227.1797, 11.22796631, -67.4051
495, 34184.3594, -82019.3828, 11.25390720, -67.3744
496, 34121.4375, -81992.4609, 11.26012135, -67.4052
497, 34098.5312, -82143.4141, 11.24358749, -67.4562
498, 34009.6016, -82032.9766, 11.26081753, -67.4819
499, 34224.6016, -82197.3516, 11.23118591, -67.3946
500, 34166.6484, -82126.3047, 11.24228001, -67.4114
501, 34188.7969, -82259.4297, 11.22569275, -67.4312
502, 34095.0000, -82250.3203, 11.23128796, -67.4847
503, 34155.8906, -82280.6797, 11.22481060, -67.4560
504, 33958.9062, -82175.3047, 11.24661732, -67.5472
505, 34040.7969, -82224.2891, 11.23694134, -67.5105
506, 34076.9922, -82205.2734, 11.23740959, -67.4843
507, 34166.6562, -82249.7109, 11.22789574, -67.4419
508, 34163.0469, -82342.3828, 11.21729088, -67.4669
509, 33984.1250, -82158.6328, 11.24734783, -67.5280
510, 33953.0625, -82285.5547, 11.23402405, -67.5777
511, 33996.2500, -82313.8984, 11.22864056, -67.5590
512, 33995.7500, -82242.2578, 11.23701954, -67.5417
513, 34061.7656, -82228.5391, 11.23543358, -67.4991
514, 34083.1875, -82152.3516, 11.24328709, -67.4675
515, 34049.8281, -82253.9766, 11.23304367, -67.5124
516, 33998.7500, -82201.4766, 11.24163532, -67.5299
517, 34039.5781, -82356.6172, 11.22158146, -67.5438
518, 34005.1875, -82329.2891, 11.22641659, -67.5575
519, 34005.7734, -82415.3359, 11.21637440, -67.5782
520, 34106.8125, -82348.3672, 11.21930408, -67.5018
521, 34008.8906, -82388.8359, 11.21930695, -67.5699
522, 34044.5547, -82283.7734, 11.22982502, -67.5229
523, 33985.9141, -82416.5859, 11.21718121, -67.5903
524, 34048.7188, -82400.6797, 11.21601582, -67.5491
525, 34017.6406, -82375.5391, 11.22043324, -67.5614
526, 34102.9219, -82412.4297, 11.21204567, -67.5198
527, 34092.8203, -82391.5234, 11.21496010, -67.5207
528, 33811.2578, -82363.5703, 11.23173141, -67.6813
529, 34143.5859, -82524.8047, 11.19705868, -67.5233
530, 33987.3438, -82465.1641, 11.21146488, -67.6014
531, 34035.2031, -82515.6484, 11.20331192, -67.5853
532, 33991.9844, -82334.8984, 11.22639942, -67.5667
533, 33964.2422, -82478.5703, 11.21101284, -67.6184
534, 34116.2188, -82559.2734, 11.19437695, -67.5480
535, 33996.7500, -82385.6172, 11.22026443, -67.5763
536, 33863.1875, -82378.7266, 11.22747517, -67.6541
537, 33951.8047, -82432.2578, 11.21699429, -67.6145
538, 33939.0312, -82509.6328, 11.20860958, -67.6410
539, 34011.1250, -82552.2891, 11.20021248, -67.6086
540, 33920.8203, -82421.4141, 11.21973991, -67.6302
541, 33934.3906, -82473.2422, 11.21306038, -67.6348
542, 34013.3281, -82548.9766, 11.20049095, -67.6065
543, 33900.9531, -82422.6484, 11.22054863, -67.6423
544, 33955.0547, -82601.3047, 11.19720364, -67.6538
545, 33918.6250, -82424.7422, 11.21945763, -67.6323
546, 33941.3047, -82520.6953, 11.20721531, -67.6423
547, 33860.6562, -82520.0234, 11.21114349, -67.6901
548, 33912.7500, -82549.5859, 11.20522308, -67.6663
549, 33897.7109, -82630.3828, 11.19656181, -67.6949
550, 33916.1562, -82566.1484, 11.20313740, -67.6683
551, 33861.7812, -82525.5547, 11.21044731, -67.6907
552, 33748.9688, -82494.0703, 11.21949100, -67.7502
553, 33878.6562, -82579.6172, 11.20336056, -67.6939
554, 33852.7188, -82481.4453, 11.21601105, -67.6854
555, 33792.1094, -82508.2266, 11.21578598, -67.7279
556, 33880.3125, -82685.7734, 11.19096756, -67.7187
557, 33790.1094, -82554.6328, 11.21048164, -67.7404
558, 33837.3438, -82729.1484, 11.18797970, -67.7548
559, 33879.2344, -82694.6328, 11.18999195, -67.7215
560, 33787.0938, -82624.2891, 11.20252800, -67.7591
561, 33852.8125, -82720.2109, 11.18828201, -67.7434
562, 33759.6562, -82673.0703, 11.19816494, -67.7873
563, 33770.3438, -82584.5547, 11.20794201, -67.7594
564, 33788.1719, -82615.4453, 11.20350361, -67.7564
565, 33708.5469, -82605.8047, 11.20840645, -67.8013
566, 33829.2266, -82647.3047, 11.19785500, -67.7397
567, 33895.6875, -82662.4766, 11.19293690, -67.7040
568, 33823.9688, -82705.9766, 11.19129848, -67.7571
569, 33716.0938, -82558.2578, 11.21358109, -67.7853
570, 33713.0312, -82627.9141, 11.20562267, -67.8040
571, 33891.9531, -82798.6641, 11.17734814, -67.7393
572, 33735.1875, -82637.7734, 11.20342541, -67.7933
573, 33847.4688, -82764.5391, 11.18340111, -67.7574
574, 33878.6875, -82804.2578, 11.17732906, -67.7485
575, 33767.9062, -82798.1016, 11.18327808, -67.8127
576, 33814.4844, -82814.5391, 11.17917538, -67.7890
577, 33789.8438, -82750.3984, 11.18776703, -67.7881
578, 33693.4297, -82715.3359, 11.19639397, -67.8369
579, 33920.5156, -82965.9297, 11.15669346, -67.7629
580, 33780.3750, -82873.3984, 11.17397594, -67.8235
581, 33853.2188, -82806.6016, 11.17826176, -67.7641
582, 33695.0156, -82864.8203, 11.17898941, -67.8720
583, 33729.8281, -82682.0078, 11.19854164, -67.8072
584, 33711.2500, -82746.2734, 11.19196129, -67.8338
585, 33682.4141, -82731.9766, 11.19498348, -67.8474
586, 33615.8594, -82659.1641, 11.20659161, -67.8694
587, 33640.5000, -82780.7734, 11.19129848, -67.8841
588, 33762.5625, -82574.6641, 11.20946217, -67.7617
589, 33752.7891, -82907.8672, 11.17129040, -67.8482
590, 33715.6875, -82754.0078, 11.19085503, -67.8330
591, 33654.8906, -82780.7578, 11.19062138, -67.8756
592, 33807.2656, -82948.6797, 11.16401386, -67.8257
593, 33529.8750, -82817.5547, 11.19223785, -67.9587
594, 33669.4062, -82823.8984, 11.18493557, -67.8774
595, 33631.4141, -82693.3984, 11.20187569, -67.8684
596, 33688.3438, -82860.3984, 11.17981529, -67.8749
597, 33635.1797, -82868.2891, 11.18140221, -67.9084
598, 33657.2969, -82849.4141, 11.18254948, -67.8907
599, 33585.0000, -82705.6953, 11.20263863, -67.8990
600, 33641.5625, -82757.5703, 11.19394112, -67.8779
601, 33758.2812, -82892.3203, 11.17283058, -67.8412
602, 33685.1406, -82901.3984, 11.17522144, -67.8867
603, 33679.4375, -82844.9141, 11.18202877, -67.8765
604, 33597.6484, -82939.3203, 11.17494011, -67.9478
605, 33691.0000, -83015.6484, 11.16174221, -67.9108
606, 33590.9062, -82891.6797, 11.18077374, -67.9403
607, 33594.0938, -82821.8672, 11.18871689, -67.9216
608, 33682.0781, -83000.1016, 11.16395569, -67.9123
609, 33519.7500, -82724.6016, 11.20351791, -67.9424
610, 33576.3672, -82819.6953, 11.18980312, -67.9316
611, 33613.2500, -82973.6484, 11.17023754, -67.9468
612, 33550.9453, -82850.7422, 11.18739605, -67.9542
613, 33637.5312, -82922.6172, 11.17500305, -67.9201
614, 33585.4531, -82935.9922, 11.17589760, -67.9542
615, 33591.0625, -82978.1328, 11.17075825, -67.9610
616, 33450.2344, -82966.1016, 11.17873859, -68.0417
617, 33628.6875, -82935.9453, 11.17387486, -67.9285
618, 33540.9531, -82829.7109, 11.19030571, -67.9551
619, 33504.4844, -82891.8047, 11.18481350, -67.9917
620, 33598.8281, -82973.6797, 11.17090988, -67.9553
621, 33623.3672, -83037.9766, 11.16232967, -67.9562
622, 33542.4219, -83094.7266, 11.15955544, -68.0178
623, 33507.9297, -83009.3047, 11.17103958, -68.0178
624, 33516.6719, -82895.1172, 11.18385792, -67.9852
625, 33513.4062, -82936.1172, 11.17925930, -67.9970
626, 33637.5312, -82922.6172, 11.17500305, -67.9201
627, 33358.2500, -82938.3672, 11.18625259, -68.0898
628, 33590.0547, -83030.2734, 11.16477776, -67.9741
629, 33461.2969, -82906.2578, 11.18516064, -68.0208
630, 33420.2969, -82888.5391, 11.18913555, -68.0409
631, 33546.7812, -83030.3359, 11.16679192, -67.9998
632, 33545.8438, -83198.0078, 11.14748096, -68.0405
633, 33570.2266, -83146.8828, 11.15224075, -68.0138
634, 33418.0781, -82877.4609, 11.19052696, -68.0396
635, 33433.6172, -83142.5078, 11.15910053, -68.0938
636, 33435.8203, -82937.2734, 11.18275452, -68.0434
637, 33492.4297, -83047.0078, 11.16740227, -68.0360
638, 33502.3750, -82996.0078, 11.17283821, -68.0179
639, 33423.6328, -82991.6016, 11.17702579, -68.0636
640, 33387.0469, -82952.8047, 11.18323231, -68.0761
641, 33514.7188, -83172.4766, 11.15187168, -68.0528
642, 33476.9219, -83113.6484, 11.16042042, -68.0612
643, 33462.4922, -83113.6484, 11.16109180, -68.0697
644, 33421.4141, -83110.2891, 11.16339016, -68.0933
645, 33405.8203, -83234.6953, 11.14974499, -68.1322
646, 33488.0781, -83270.3047, 11.14183140, -68.0919
647, 33369.2266, -83123.6328, 11.16427231, -68.1275
648, 33436.9531, -83029.3047, 11.17203712, -68.0647
649, 33380.3281, -83121.4141, 11.16401291, -68.1203
650, 33316.0312, -83044.7734, 11.17587566, -68.1403
651, 33325.0469, -82858.6172, 11.19707203, -68.0904
652, 33462.4844, -83070.3516, 11.16609764, -68.0594
653, 33350.2969, -83188.0078, 11.15770817, -68.1540
654, 33374.7578, -83151.3672, 11.16080856, -68.1308
655, 33376.9688, -83148.0547, 11.16108894, -68.1287
656, 33462.4688, -83027.0859, 11.17110443, -68.0490
657, 33339.2656, -83118.0391, 11.16631031, -68.1439
658, 33297.1719, -83051.4297, 11.17598152, -68.1531
659, 33321.5938, -83029.2734, 11.17741394, -68.1333
660, 33350.3281, -83144.6953, 11.16271305, -68.1437
661, 33365.9062, -83121.3828, 11.16468716, -68.1289
662, 33426.9375, -83166.9453, 11.15658665, -68.1035
663, 33224.9922, -83094.5391, 11.17433357, -68.2062
664, 33322.4219, -83265.7578, 11.15001774, -68.1890
665, 33285.8594, -83197.9141, 11.15954590, -68.1946
666, 33400.2422, -83250.2734, 11.14820671, -68.1392
667, 33360.3281, -83151.3672, 11.16147804, -68.1394
668, 33275.8828, -83191.2422, 11.16077805, -68.1990
669, 33375.9141, -83099.2109, 11.16678715, -68.1177
670, 33280.5781, -83025.8828, 11.17971516, -68.1568
671, 33273.7656, -83122.3984, 11.16884422, -68.1839
672, 33219.1484, -83225.5547, 11.15943146, -68.2408
673, 33394.6719, -83280.2891, 11.14500237, -68.1497
674, 33317.0625, -83108.0234, 11.16849995, -68.1547
675, 33276.9062, -83240.1172, 11.15508175, -68.2099
676, 33223.9219, -83074.5859, 11.17669678, -68.2021
677, 33322.6016, -83135.7734, 11.16503143, -68.1580
678, 33330.2578, -83232.4297, 11.15350437, -68.1765
679, 33265.8125, -83227.8672, 11.15701008, -68.2136
680, 33263.8516, -83072.4609, 11.17509079, -68.1779
681, 33244.7500, -83208.9453, 11.16017151, -68.2216
682, 33260.4844, -83099.0547, 11.17216396, -68.1862
683, 33180.4844, -83146.6172, 11.17035770, -68.2450
684, 33243.7266, -83160.0547, 11.16587543, -68.2106
685, 33295.7266, -83276.8359, 11.14997292, -68.2075
686, 33074.0234, -83118.5234, 11.17853737, -68.3017
687, 33156.9688, -83217.6172, 11.16321945, -68.2758
688, 33170.5781, -83111.0703, 11.17493725, -68.2425
689, 33215.8281, -83223.3203, 11.15984344, -68.2422
690, 33191.5078, -83173.2891, 11.16675758, -68.2448
691, 33236.8906, -83242.2422, 11.15668392, -68.2342
