Bvp Num, Bvp
12156, -197720, 100
12157, -197659, 100
12158, -197670, 100
12159, -197554, 100
12160, -197599, 100
12161, -197073, 100
12162, -197200, 100
12163, -197174, 100
12164, -197099, 100
12165, -196955, 100
12166, -196822, 100
12167, -196921, 100
12168, -196707, 100
12169, -196458, 100
12170, -196526, 100
12171, -196295, 100
12172, -196093, 100
12173, -195776, 100
12174, -195787, 100
12175, -195576, 90
12176, -195425, 90
12177, -195412, 90
12178, -194992, 90
12179, -194737, 90
12180, -194524, 90
12181, -194224, 90
12182, -193938, 90
12183, -193768, 90
12184, -193609, 90
12185, -193156, 90
12186, -192720, 90
12187, -192769, 90
12188, -192527, 90
12189, -192437, 90
12190, -192102, 90
12191, -191842, 90
12192, -191380, 90
12193, -191010, 90
12194, -190851, 90
12195, -190541, 90
12196, -190286, 90
12197, -189952, 90
12198, -189844, 90
12199, -189706, 90
12200, -189819, 90
12201, -190255, 90
12202, -190242, 90
12203, -190496, 90
12204, -190839, 90
12205, -191092, 90
12206, -191364, 90
12207, -191759, 90
12208, -192115, 90
12209, -192176, 90
12210, -192525, 90
12211, -192724, 90
12212, -192783, 90
12213, -193078, 90
12214, -193251, 90
12215, -193279, 90
12216, -193624, 90
12217, -193643, 90
12218, -193710, 90
12219, -193650, 90
12220, -193645, 90
12221, -193580, 90
12222, -193578, 90
12223, -193449, 90
12224, -193387, 90
12225, -193414, 90
12226, -193326, 90
12227, -193280, 90
12228, -193318, 90
12229, -193017, 90
12230, -192766, 90
12231, -192837, 90
12232, -192847, 90
12233, -193007, 90
12234, -192754, 90
12235, -192738, 90
12236, -192624, 90
12237, -192479, 90
12238, -192467, 90
12239, -192380, 90
12240, -191999, 90
12241, -192102, 90
12242, -191966, 90
12243, -191734, 90
12244, -191513, 90
12245, -191352, 90
12246, -191335, 90
12247, -191002, 90
12248, -190752, 90
12249, -190580, 90
12250, -190474, 90
12251, -190229, 90
12252, -189979, 90
12253, -189861, 90
12254, -189624, 90
12255, -189550, 90
12256, -189362, 90
12257, -188750, 90
12258, -188554, 90
12259, -188505, 90
12260, -188216, 90
12261, -187969, 90
12262, -188086, 90
12263, -188069, 90
12264, -188262, 90
12265, -189502, 90
12266, -189502, 90
12267, -189836, 90
12268, -190329, 90
12269, -190672, 90
12270, -190945, 90
12271, -191302, 90
12272, -191441, 90
12273, -191887, 90
12274, -192025, 90
12275, -192310, 90
12276, -192427, 90
12277, -192598, 90
12278, -192743, 90
12279, -192767, 90
12280, -192921, 90
12281, -192895, 90
12282, -192874, 90
12283, -193081, 90
12284, -193016, 90
12285, -192930, 90
12286, -193074, 90
12287, -193143, 90
12288, -192825, 90
12289, -192977, 90
12290, -192771, 90
12291, -192771, 90
12292, -192771, 90
12293, -192746, 90
12294, -192794, 90
12295, -192731, 90
12296, -192694, 90
12297, -192668, 90
12298, -192557, 90
12299, -192434, 90
12300, -192465, 88
12301, -192327, 88
12302, -192223, 88
12303, -192225, 88
12304, -191971, 88
12305, -191735, 88
12306, -191600, 88
12307, -191403, 88
12308, -191298, 88
12309, -191182, 88
12310, -190951, 88
12311, -190792, 88
12312, -190516, 88
12313, -190488, 88
12314, -190156, 88
12315, -190094, 88
12316, -189814, 88
12317, -189612, 88
12318, -189422, 88
12319, -188993, 88
12320, -188779, 88
12321, -188490, 88
12322, -188231, 88
12323, -187956, 88
12324, -188070, 88
12325, -188087, 88
12326, -188577, 88
12327, -188780, 88
12328, -188785, 88
12329, -189586, 88
12330, -189928, 88
12331, -190514, 88
12332, -191000, 88
12333, -191578, 88
12334, -192072, 88
12335, -192454, 88
12336, -192726, 88
12337, -193349, 88
12338, -193653, 88
12339, -194024, 88
12340, -194453, 88
12341, -194513, 88
12342, -194829, 88
12343, -195115, 88
12344, -195356, 88
12345, -195442, 88
12346, -195551, 88
12347, -195670, 88
12348, -195729, 88
12349, -195968, 88
12350, -195835, 88
12351, -196291, 88
12352, -196205, 88
12353, -196175, 88
12354, -196154, 88
12355, -196299, 88
12356, -196253, 88
12357, -196352, 88
12358, -196268, 88
12359, -196378, 88
12360, -196390, 88
12361, -196410, 88
12362, -196366, 88
12363, -196258, 88
12364, -196202, 88
12365, -196382, 88
12366, -196293, 88
12367, -196313, 88
12368, -196066, 88
12369, -195972, 88
12370, -195995, 88
12371, -195874, 88
12372, -195805, 88
12373, -195595, 88
12374, -195560, 88
12375, -195323, 88
12376, -195278, 88
12377, -195118, 88
12378, -194826, 88
12379, -194586, 88
12380, -194464, 88
12381, -194607, 88
12382, -194302, 88
12383, -193844, 88
12384, -193829, 88
12385, -193514, 88
12386, -193277, 88
12387, -193075, 88
12388, -192706, 88
12389, -192639, 88
12390, -192544, 88
12391, -192716, 88
12392, -193017, 88
12393, -193585, 88
12394, -193844, 88
12395, -194276, 88
12396, -195349, 88
12397, -195729, 88
12398, -196521, 88
12399, -196866, 88
12400, -197590, 88
12401, -198144, 88
12402, -198607, 88
12403, -199026, 88
12404, -199675, 88
12405, -200238, 88
12406, -200480, 88
12407, -200916, 88
12408, -201330, 88
12409, -201796, 88
12410, -202010, 88
12411, -202067, 88
12412, -202329, 88
12413, -202443, 88
12414, -202694, 88
12415, -202947, 88
12416, -203060, 88
12417, -203256, 88
12418, -203247, 88
12419, -203447, 88
12420, -203338, 88
12421, -203244, 88
12422, -203533, 88
12423, -203637, 88
12424, -203863, 88
12425, -204020, 81
12426, -203863, 81
12427, -204134, 81
12428, -203697, 81
12429, -203875, 81
12430, -203929, 81
12431, -203991, 81
12432, -203985, 81
12433, -204066, 81
12434, -203994, 81
12435, -203983, 81
12436, -203663, 81
12437, -203513, 81
12438, -203492, 81
12439, -203479, 81
12440, -203209, 81
12441, -202966, 81
12442, -202781, 81
12443, -202928, 81
12444, -202928, 81
12445, -202686, 81
12446, -202451, 81
12447, -202171, 81
12448, -202014, 81
12449, -201879, 81
12450, -201552, 81
12451, -201527, 81
12452, -201244, 81
12453, -200935, 81
12454, -200656, 81
12455, -200535, 81
12456, -200303, 81
12457, -200248, 81
12458, -199926, 81
12459, -199648, 81
12460, -199365, 81
12461, -199116, 81
12462, -198492, 81
12463, -198454, 81
12464, -198368, 81
12465, -198609, 81
12466, -198569, 81
12467, -198860, 81
12468, -199610, 81
12469, -199926, 81
12470, -200717, 81
12471, -201545, 81
12472, -202090, 81
12473, -202452, 81
12474, -203116, 81
12475, -203910, 81
12476, -204180, 81
12477, -204725, 81
12478, -205271, 81
12479, -205627, 81
12480, -205890, 81
12481, -206453, 81
12482, -206799, 81
12483, -207153, 81
12484, -207308, 81
12485, -207518, 81
12486, -207731, 81
12487, -207702, 81
12488, -208003, 81
12489, -208021, 81
12490, -208093, 81
12491, -208198, 81
12492, -208211, 81
12493, -208376, 81
12494, -208380, 81
12495, -208443, 81
12496, -208218, 81
12497, -208363, 81
12498, -208513, 81
12499, -208654, 81
12500, -208529, 81
12501, -208663, 81
12502, -208601, 81
12503, -208642, 81
12504, -208632, 81
12505, -208550, 81
12506, -208356, 81
12507, -208237, 81
12508, -208369, 81
12509, -208489, 81
12510, -208324, 81
12511, -208049, 81
12512, -207995, 81
12513, -207648, 81
12514, -207499, 81
12515, -207193, 81
12516, -206920, 81
12517, -207027, 81
12518, -206896, 81
12519, -206682, 81
12520, -206458, 81
12521, -206319, 81
12522, -206132, 81
12523, -206047, 81
12524, -205770, 81
12525, -205476, 81
12526, -205040, 81
12527, -204852, 81
12528, -204612, 81
12529, -204483, 81
12530, -204202, 81
12531, -203981, 81
12532, -203655, 81
12533, -203370, 81
12534, -203042, 81
12535, -202854, 81
12536, -202461, 81
12537, -202297, 81
12538, -201873, 81
12539, -201688, 81
12540, -201297, 81
12541, -200956, 81
12542, -200746, 81
12543, -200813, 81
12544, -201081, 81
12545, -201057, 81
12546, -201297, 81
12547, -201915, 81
12548, -202631, 81
12549, -203185, 81
12550, -203536, 78
12551, -204113, 78
12552, -204167, 78
12553, -204918, 78
12554, -205410, 78
12555, -205569, 78
12556, -206254, 78
12557, -206487, 78
12558, -206771, 78
12559, -206871, 78
12560, -207165, 78
12561, -207344, 78
12562, -207509, 78
12563, -207628, 78
12564, -207446, 78
12565, -207439, 78
12566, -207523, 78
12567, -207557, 78
12568, -207251, 78
12569, -207473, 78
12570, -207483, 78
12571, -207469, 78
12572, -207540, 78
12573, -207459, 78
12574, -207382, 78
12575, -207403, 78
12576, -207423, 78
12577, -207444, 78
12578, -207338, 78
12579, -207183, 78
12580, -207281, 78
12581, -207216, 78
12582, -207139, 78
12583, -206922, 78
12584, -206865, 78
12585, -206613, 78
12586, -206438, 78
12587, -206378, 78
12588, -206262, 78
12589, -206110, 78
12590, -205951, 78
12591, -205549, 78
12592, -205433, 78
12593, -205244, 78
12594, -205023, 78
12595, -204584, 78
12596, -204650, 78
12597, -204254, 78
12598, -203682, 78
12599, -203827, 78
12600, -203466, 78
12601, -203118, 78
12602, -202936, 78
12603, -202309, 78
12604, -202265, 78
12605, -202008, 78
12606, -201885, 78
12607, -201630, 78
12608, -201369, 78
12609, -200883, 78
12610, -200608, 78
12611, -200174, 78
12612, -199917, 78
12613, -199408, 78
12614, -199193, 78
12615, -198616, 78
12616, -198380, 78
12617, -198104, 78
12618, -197747, 78
12619, -197784, 78
12620, -197924, 78
12621, -198327, 78
12622, -198824, 78
12623, -199259, 78
12624, -199530, 78
12625, -203697, 78
12626, -203812, 78
12627, -203845, 78
12628, -203842, 78
12629, -204043, 78
12630, -203976, 78
12631, -204231, 78
12632, -204108, 78
12633, -203952, 78
12634, -203849, 78
12635, -203745, 78
12636, -203882, 78
12637, -203726, 78
12638, -203520, 78
12639, -203616, 78
12640, -203519, 78
12641, -203550, 78
12642, -203396, 78
12643, -203336, 78
12644, -203298, 78
12645, -203183, 78
12646, -203177, 78
12647, -203084, 78
12648, -202787, 78
12649, -202910, 78
12650, -201803, 78
12651, -201702, 78
12652, -201457, 78
12653, -201113, 78
12654, -200914, 78
12655, -200484, 78
12656, -200484, 78
12657, -200216, 78
12658, -199757, 78
12659, -199503, 78
12660, -199339, 78
12661, -198903, 78
12662, -198783, 78
12663, -198343, 78
12664, -197970, 78
12665, -197652, 78
12666, -197569, 78
12667, -197097, 78
12668, -196690, 78
12669, -196271, 78
12670, -196124, 78
12671, -195774, 78
12672, -195371, 78
12673, -195107, 78
12674, -195028, 78
12675, -193252, 78
12676, -192758, 78
12677, -192451, 78
12678, -191969, 78
12679, -192318, 78
12680, -192459, 78
12681, -192695, 78
12682, -192925, 78
12683, -193625, 78
12684, -193995, 78
12685, -194501, 78
12686, -195147, 78
12687, -195594, 78
12688, -196067, 78
12689, -196567, 78
12690, -196855, 78
12691, -197378, 78
12692, -197570, 78
12693, -197979, 78
12694, -198102, 78
12695, -198407, 78
12696, -198620, 78
12697, -198774, 78
12698, -198976, 78
12699, -199224, 78
12700, -195414, 78
12701, -194893, 78
12702, -194683, 78
12703, -194508, 78
12704, -194403, 78
12705, -193954, 78
12706, -193557, 78
12707, -193365, 78
12708, -193153, 78
12709, -192869, 78
12710, -192573, 78
12711, -192199, 78
12712, -191953, 78
12713, -191679, 78
12714, -191257, 78
12715, -190846, 78
12716, -190472, 78
12717, -190231, 78
12718, -190032, 78
12719, -189634, 78
12720, -189234, 78
12721, -188538, 78
12722, -188549, 78
12723, -188560, 78
12724, -188947, 78
12725, -191253, 79
12726, -191834, 79
12727, -192465, 79
12728, -192836, 79
12729, -193324, 79
12730, -193785, 79
12731, -194188, 79
12732, -194506, 79
12733, -194799, 79
12734, -195187, 79
12735, -195332, 79
12736, -195632, 79
12737, -195748, 79
12738, -195898, 79
12739, -195958, 79
12740, -195913, 79
12741, -195753, 79
12742, -196031, 79
12743, -196135, 79
12744, -196106, 79
12745, -195924, 79
12746, -196063, 79
12747, -195738, 79
12748, -195844, 79
12749, -195887, 79
12750, -190264, 79
12751, -190018, 79
12752, -189686, 79
12753, -189260, 79
12754, -189063, 79
12755, -188902, 79
12756, -188426, 79
12757, -188061, 79
12758, -187794, 79
12759, -187525, 79
12760, -187198, 79
12761, -186867, 79
12762, -186894, 79
12763, -187053, 79
12764, -187312, 79
12765, -187778, 79
12766, -188007, 79
12767, -188477, 79
12768, -189103, 79
12769, -189896, 79
12770, -190152, 79
12771, -190778, 79
12772, -191199, 79
12773, -191577, 79
12774, -191944, 79
12775, -192518, 79
12776, -192816, 79
12777, -192906, 79
12778, -193124, 79
12779, -193182, 79
12780, -193241, 79
12781, -193358, 79
12782, -193459, 79
12783, -193315, 79
12784, -193247, 79
12785, -193323, 79
12786, -193676, 79
12787, -193543, 79
12788, -193488, 79
12789, -193636, 79
12790, -193492, 79
12791, -193593, 79
12792, -193523, 79
12793, -193599, 79
12794, -193738, 79
12795, -193807, 79
12796, -193676, 79
12797, -193926, 79
12798, -193563, 79
12799, -193567, 79
12800, -193619, 79
12801, -193454, 79
12802, -193177, 79
12803, -193045, 79
12804, -192888, 79
12805, -193072, 79
12806, -192927, 79
12807, -192658, 79
12808, -192552, 79
12809, -192386, 79
12810, -192154, 79
12811, -191986, 79
12812, -191880, 79
12813, -191656, 79
12814, -191434, 79
12815, -191031, 79
12816, -191114, 79
12817, -190768, 79
12818, -190630, 79
12819, -190446, 79
12820, -189862, 79
12821, -189948, 79
12822, -189856, 79
12823, -189399, 79
12824, -189101, 79
12825, -197882, 79
12826, -197928, 79
12827, -197968, 79
12828, -197916, 79
12829, -197902, 79
12830, -197941, 79
12831, -198001, 79
12832, -198060, 79
12833, -198003, 79
12834, -197973, 79
12835, -197952, 79
12836, -197994, 79
12837, -197900, 79
12838, -197948, 79
12839, -197647, 79
12840, -197457, 79
12841, -197538, 79
12842, -197313, 79
12843, -197038, 79
12844, -196876, 79
12845, -196763, 79
12846, -196499, 79
12847, -196402, 79
12848, -196033, 79
12849, -195921, 79
12850, -195152, 83
12851, -194995, 83
12852, -194744, 83
12853, -194387, 83
12854, -194113, 83
12855, -193877, 83
12856, -193470, 83
12857, -193272, 83
12858, -192990, 83
12859, -192870, 83
12860, -192470, 83
12861, -192221, 83
12862, -191901, 83
12863, -191555, 83
12864, -191658, 83
12865, -191906, 83
12866, -192099, 83
12867, -192522, 83
12868, -193169, 83
12869, -194062, 83
12870, -194490, 83
12871, -195530, 83
12872, -196227, 83
12873, -197153, 83
12874, -198045, 83
12875, -205672, 83
12876, -205671, 83
12877, -205699, 83
12878, -205565, 83
12879, -205303, 83
12880, -205318, 83
12881, -205104, 83
12882, -204597, 83
12883, -204735, 83
12884, -204683, 83
12885, -204651, 83
12886, -204277, 83
12887, -204151, 83
12888, -203919, 83
12889, -203704, 83
12890, -203687, 83
12891, -203201, 83
12892, -202997, 83
12893, -202630, 83
12894, -202577, 83
12895, -202259, 83
12896, -202152, 83
12897, -201960, 83
12898, -201736, 83
12899, -201681, 83
12900, -201238, 83
12901, -201096, 83
12902, -200830, 83
12903, -200425, 83
12904, -200074, 83
12905, -199735, 83
12906, -199900, 83
12907, -200350, 83
12908, -201051, 83
12909, -201465, 83
12910, -202397, 83
12911, -203316, 83
12912, -204282, 83
12913, -205051, 83
12914, -205848, 83
12915, -206816, 83
12916, -207541, 83
12917, -208366, 83
12918, -209196, 83
12919, -209909, 83
12920, -210013, 83
12921, -210767, 83
12922, -211242, 83
12923, -212074, 83
12924, -212339, 83
12925, -212719, 83
12926, -213102, 83
12927, -213391, 83
12928, -213512, 83
12929, -213584, 83
12930, -213749, 83
12931, -213867, 83
12932, -214039, 83
12933, -214145, 83
12934, -214147, 83
12935, -214423, 83
12936, -214724, 83
12937, -214536, 83
12938, -214879, 83
12939, -214961, 83
12940, -215181, 83
12941, -215297, 83
12942, -215158, 83
12943, -215184, 83
12944, -215499, 83
12945, -215460, 83
12946, -215541, 83
12947, -215514, 83
12948, -215460, 83
12949, -215374, 83
12950, -209474, 83
12951, -209523, 83
12952, -208987, 83
12953, -208993, 83
12954, -208787, 83
12955, -208469, 83
12956, -208608, 83
12957, -208734, 83
12958, -209345, 83
12959, -210164, 83
12960, -210894, 83
12961, -211622, 83
12962, -212524, 83
12963, -213261, 83
12964, -214253, 83
12965, -215142, 83
12966, -215918, 83
12967, -216474, 83
12968, -217159, 83
12969, -217530, 83
12970, -218110, 83
12971, -218716, 83
12972, -219088, 83
12973, -219355, 83
12974, -219524, 83
12975, -219899, 83
12976, -220109, 83
12977, -220176, 83
12978, -220427, 83
12979, -220662, 83
12980, -220298, 83
12981, -220319, 83
12982, -220501, 83
12983, -220550, 83
12984, -220725, 83
12985, -220955, 83
12986, -221136, 83
12987, -221162, 83
12988, -221061, 83
12989, -221252, 83
12990, -221283, 83
12991, -221252, 83
12992, -221346, 83
12993, -221325, 83
12994, -221135, 83
12995, -221216, 83
12996, -221273, 83
12997, -221172, 83
12998, -221319, 83
12999, -220977, 83
13000, -220767, 84
13001, -220300, 84
13002, -220326, 84
13003, -220218, 84
13004, -220126, 84
13005, -219715, 84
13006, -219685, 84
13007, -219412, 84
13008, -219049, 84
13009, -218715, 84
13010, -218702, 84
13011, -218526, 84
13012, -218313, 84
13013, -218020, 84
13014, -217761, 84
13015, -217325, 84
13016, -217105, 84
13017, -216624, 84
13018, -216162, 84
13019, -215952, 84
13020, -215824, 84
13021, -215468, 84
13022, -215230, 84
13023, -214994, 84
13024, -214598, 84
13025, -224427, 84
13026, -224535, 84
13027, -224445, 84
13028, -224446, 84
13029, -224415, 84
13030, -224773, 84
13031, -224536, 84
13032, -224383, 84
13033, -224354, 84
13034, -224455, 84
13035, -224558, 84
13036, -224369, 84
13037, -224447, 84
13038, -224486, 84
13039, -224484, 84
13040, -224202, 84
13041, -224231, 84
13042, -224156, 84
13043, -224353, 84
13044, -223993, 84
13045, -224074, 84
13046, -223672, 84
13047, -223600, 84
13048, -223364, 84
13049, -222946, 84
13050, -222748, 84
13051, -222679, 84
13052, -222203, 84
13053, -222000, 84
13054, -221734, 84
13055, -221453, 84
13056, -221107, 84
13057, -220811, 84
13058, -220594, 84
13059, -220072, 84
13060, -219984, 84
13061, -219718, 84
13062, -219205, 84
13063, -219042, 84
13064, -218568, 84
13065, -218098, 84
13066, -217831, 84
13067, -217368, 84
13068, -217011, 84
13069, -216896, 84
13070, -216707, 84
13071, -216861, 84
13072, -217560, 84
13073, -218300, 84
13074, -218891, 84
13075, -220071, 84
13076, -220721, 84
13077, -221825, 84
13078, -222816, 84
13079, -223551, 84
13080, -224379, 84
13081, -225235, 84
13082, -225884, 84
13083, -226384, 84
13084, -227004, 84
13085, -227533, 84
13086, -227896, 84
13087, -228298, 84
13088, -228774, 84
13089, -229164, 84
13090, -229259, 84
13091, -229580, 84
13092, -229607, 84
13093, -229673, 84
13094, -229667, 84
13095, -229746, 84
13096, -229903, 84
13097, -230153, 84
13098, -230109, 84
13099, -230381, 84
13100, -230396, 84
13101, -230427, 84
13102, -230251, 84
13103, -230026, 84
13104, -230277, 84
13105, -230431, 84
13106, -230558, 84
13107, -230262, 84
13108, -230214, 84
13109, -230221, 84
13110, -230093, 84
13111, -230185, 84
13112, -230010, 84
13113, -229950, 84
13114, -229859, 84
13115, -229656, 84
13116, -229378, 84
13117, -229235, 84
13118, -229022, 84
13119, -228827, 84
13120, -228644, 84
13121, -228353, 84
13122, -228051, 84
13123, -227851, 84
13124, -227621, 84
13125, -223979, 84
13126, -224794, 84
13127, -225615, 84
13128, -226363, 84
13129, -227442, 84
13130, -228618, 84
13131, -229586, 84
13132, -230376, 84
13133, -231358, 84
13134, -232172, 84
13135, -232969, 84
13136, -233504, 84
13137, -234168, 84
13138, -234717, 84
13139, -235140, 84
13140, -235608, 84
13141, -236153, 84
13142, -236340, 84
13143, -236849, 84
13144, -237047, 84
13145, -237093, 84
13146, -237495, 84
13147, -237590, 84
13148, -237787, 84
13149, -237695, 84
13150, -238170, 83
13151, -238438, 83
13152, -238163, 83
13153, -238358, 83
13154, -238174, 83
13155, -238223, 83
13156, -238344, 83
13157, -238447, 83
13158, -238324, 83
13159, -238102, 83
13160, -238055, 83
13161, -237699, 83
13162, -237672, 83
13163, -237543, 83
13164, -237169, 83
13165, -236981, 83
13166, -236664, 83
13167, -236730, 83
13168, -236335, 83
13169, -236159, 83
13170, -235868, 83
13171, -235471, 83
13172, -235294, 83
13173, -234900, 83
13174, -234647, 83
13175, -241625, 83
13176, -241803, 83
13177, -242031, 83
13178, -242110, 83
13179, -242292, 83
13180, -242322, 83
13181, -242526, 83
13182, -242566, 83
13183, -242437, 83
13184, -242497, 83
13185, -242581, 83
13186, -242584, 83
13187, -242491, 83
13188, -242647, 83
13189, -242736, 83
13190, -242832, 83
13191, -242805, 83
13192, -242857, 83
13193, -242953, 83
13194, -242726, 83
13195, -242814, 83
13196, -242799, 83
13197, -242267, 83
13198, -242363, 83
13199, -242515, 83
13200, -242357, 83
13201, -242260, 83
13202, -241693, 83
13203, -241569, 83
13204, -241619, 83
13205, -241270, 83
13206, -240947, 83
13207, -240761, 83
13208, -240400, 83
13209, -240144, 83
13210, -239998, 83
13211, -239524, 83
13212, -239314, 83
13213, -238823, 83
13214, -238578, 83
13215, -238253, 83
13216, -237983, 83
13217, -237537, 83
13218, -237425, 83
13219, -236852, 83
13220, -236446, 83
13221, -236189, 83
13222, -235963, 83
13223, -235566, 83
13224, -235167, 83
13225, -234818, 83
13226, -234465, 83
13227, -234440, 83
13228, -234410, 83
13229, -234701, 83
13230, -235276, 83
13231, -235745, 83
13232, -236791, 83
13233, -237449, 83
13234, -238062, 83
13235, -239150, 83
13236, -239885, 83
13237, -240670, 83
13238, -241435, 83
13239, -241970, 83
13240, -242549, 83
13241, -242729, 83
13242, -243139, 83
13243, -243633, 83
13244, -244100, 83
13245, -244136, 83
13246, -244526, 83
13247, -244645, 83
13248, -244591, 83
13249, -244618, 83
13250, -239883, 83
13251, -239728, 83
13252, -239367, 83
13253, -239027, 83
13254, -238586, 83
13255, -238157, 83
13256, -237740, 83
13257, -237327, 83
13258, -237061, 83
13259, -236413, 83
13260, -235939, 83
13261, -235501, 83
13262, -235072, 83
13263, -234592, 83
13264, -234248, 83
13265, -233798, 83
13266, -233197, 83
13267, -232876, 83
13268, -232481, 83
13269, -231839, 83
13270, -231485, 83
13271, -231106, 83
13272, -230974, 83
13273, -231089, 83
13274, -231570, 83
13275, -232287, 83
13276, -232845, 83
13277, -233925, 83
13278, -234827, 83
13279, -235528, 83
13280, -236252, 83
13281, -237028, 83
13282, -237919, 83
13283, -238692, 83
13284, -239303, 83
13285, -239776, 83
13286, -240305, 83
13287, -240608, 83
13288, -241045, 83
13289, -241609, 83
13290, -241808, 83
13291, -242076, 83
13292, -242171, 83
13293, -242351, 83
13294, -242226, 83
13295, -242456, 83
13296, -242362, 83
13297, -242342, 83
13298, -242251, 83
13299, -242266, 83
13300, -242288, 83
13301, -242185, 83
13302, -242123, 83
13303, -242124, 83
13304, -242122, 83
13305, -242125, 83
13306, -242060, 83
13307, -241899, 83
13308, -241846, 83
13309, -241950, 83
13310, -241736, 83
13311, -241774, 83
13312, -241600, 83
13313, -241636, 83
13314, -241698, 83
