Acc Num, Acceleration1(mg), Acceleration2(mg), Acceleration3(mg), Angular Rate1(mdps), Angular Rate2(mdps), Angular Rate3(mdps)
3877, 99.3080, -146.7660, 954.0400, 17010.0000, 1750.0000, 2625.0000
3878, 97.3560, -135.5420, 955.1380, 23170.0000, 35.0000, -2065.0000
3879, 93.5740, -125.7820, 959.0420, 15050.0000, -4970.0000, -6790.0000
3880, 88.3280, -114.4360, 964.8980, 15085.0000, -8400.0000, -14630.0000
3881, 83.0820, -101.5040, 969.6560, 15120.0000, -11970.0000, -13895.0000
3882, 79.4220, -87.7180, 971.8520, 16275.0000, -9730.0000, -13615.0000
3883, 77.5920, -74.4200, 970.9980, 16730.0000, -6755.0000, -12740.0000
3884, 76.6160, -62.0980, 969.1680, 16590.0000, -2170.0000, -13650.0000
3885, 76.8600, -49.5320, 968.1920, 13020.0000, 1470.0000, -13335.0000
3886, 77.1040, -35.7460, 970.0220, 7490.0000, 0.0000, -11865.0000
3887, 76.2500, -21.5940, 974.7800, 1820.0000, -3990.0000, -10955.0000
3888, 75.2740, -8.2960, 978.4400, 3850.0000, -1995.0000, -9380.0000
3889, 74.6640, 4.0260, 978.8060, 9345.0000, -2765.0000, -10395.0000
3890, 73.2000, 15.7380, 979.2940, 7595.0000, -7560.0000, -7840.0000
3891, 72.4680, 26.1080, 979.7820, 4970.0000, -10780.0000, -3255.0000
3892, 72.9560, 34.5260, 980.3920, 3360.0000, -13930.0000, 1260.0000
3893, 73.5660, 42.3340, 981.6120, 1855.0000, -12565.0000, -140.0000
3894, 74.4200, 51.2400, 980.1480, -105.0000, -6895.0000, 2835.0000
3895, 76.1280, 61.1220, 976.3660, 735.0000, 1120.0000, 5565.0000
3896, 77.9580, 70.2720, 973.9260, 35.0000, 4200.0000, 6335.0000
3897, 79.0560, 78.2020, 974.6580, -2905.0000, 0.0000, 8645.0000
3898, 79.4220, 85.0340, 979.0500, -1330.0000, -6300.0000, 8295.0000
3899, 80.2760, 91.9880, 982.5880, -4620.0000, -7595.0000, 7735.0000
3900, 81.7400, 99.1860, 982.1000, -4480.0000, -4305.0000, 6825.0000
3901, 83.3260, 105.2860, 980.8800, -4830.0000, -1330.0000, 5180.0000
3902, 85.2780, 110.0440, 980.6360, -3990.0000, -665.0000, 5320.0000
3903, 87.3520, 113.5820, 980.8800, -2870.0000, -1750.0000, 2940.0000
3904, 89.1820, 116.8760, 981.6120, -4935.0000, -2415.0000, -665.0000
3905, 91.0120, 120.2920, 981.8560, -2205.0000, -1365.0000, -1155.0000
3906, 92.4760, 123.0980, 981.7340, -3430.0000, -1995.0000, -140.0000
3907, 93.6960, 125.5380, 982.7100, -4935.0000, -4060.0000, 1225.0000
3908, 94.9160, 127.0020, 983.6860, -2345.0000, -4235.0000, 1330.0000
3909, 96.5020, 128.4660, 983.8080, -1960.0000, -2905.0000, 455.0000
3910, 98.3320, 130.0520, 983.3200, 105.0000, -1505.0000, -840.0000
3911, 100.1620, 131.7600, 983.0760, 35.0000, -805.0000, -875.0000
3912, 101.8700, 133.7120, 983.0760, -2415.0000, -630.0000, 595.0000
3913, 103.3340, 135.0540, 983.3200, -1330.0000, -525.0000, 700.0000
3914, 104.5540, 135.7860, 983.5640, -2030.0000, -525.0000, 1470.0000
3915, 105.6520, 136.6400, 983.8080, -4095.0000, -840.0000, 1645.0000
3916, 106.7500, 137.4940, 984.0520, -2625.0000, -735.0000, 1050.0000
3917, 107.9700, 138.1040, 984.1740, -3675.0000, -595.0000, 1120.0000
3918, 109.1900, 138.3480, 984.4180, -3325.0000, -560.0000, 805.0000
3919, 110.1660, 138.2260, 984.5400, -3290.0000, 210.0000, 140.0000
3920, 111.2640, 137.8600, 984.2960, -1715.0000, 1715.0000, -1435.0000
3921, 112.2400, 137.1280, 983.6860, -3430.0000, 3920.0000, -1925.0000
3922, 113.0940, 136.5180, 983.4420, -3920.0000, 4060.0000, -1155.0000
3923, 113.5820, 136.5180, 984.4180, -2520.0000, 1225.0000, 0.0000
3924, 113.4600, 136.5180, 986.0040, -2520.0000, -1330.0000, 490.0000
3925, 113.3380, 135.7860, 986.9800, -2345.0000, -1295.0000, 420.0000
3926, 113.7040, 134.9320, 987.1020, -4060.0000, -770.0000, 560.0000
3927, 113.9480, 134.3220, 987.2240, -3920.0000, -1050.0000, 875.0000
3928, 114.1920, 133.2240, 987.8340, -4305.0000, -1575.0000, 420.0000
3929, 114.4360, 131.8820, 988.2000, -3185.0000, -945.0000, 140.0000
3930, 114.9240, 130.5400, 988.0780, -2065.0000, -420.0000, 105.0000
3931, 115.2900, 129.0760, 988.3220, -1925.0000, -910.0000, 245.0000
3932, 115.4120, 127.6120, 988.8100, -2345.0000, -980.0000, 490.0000
3933, 115.6560, 126.2700, 989.0540, -3185.0000, -805.0000, 665.0000
3934, 115.9000, 124.8060, 989.2980, -2065.0000, -1155.0000, 945.0000
3935, 116.2660, 123.3420, 989.6640, -2030.0000, -1225.0000, 840.0000
3936, 116.7540, 121.7560, 989.7860, -1225.0000, -735.0000, 210.0000
3937, 116.9980, 119.8040, 989.4200, 3220.0000, -315.0000, -980.0000
3938, 117.2420, 118.5840, 989.9080, -5145.0000, -455.0000, -245.0000
3939, 117.4860, 117.7300, 990.6400, -2205.0000, -1085.0000, 210.0000
3940, 117.7300, 115.9000, 990.6400, -1190.0000, -490.0000, -665.0000
3941, 117.9740, 114.0700, 990.6400, -735.0000, -595.0000, -630.0000
3942, 118.2180, 112.7280, 990.8840, -1715.0000, -455.0000, -210.0000
3943, 118.4620, 111.2640, 991.0060, -700.0000, -385.0000, -665.0000
3944, 118.7060, 109.8000, 991.2500, -980.0000, -455.0000, -490.0000
3945, 118.8280, 108.4580, 991.6160, -2485.0000, -420.0000, -420.0000
3946, 119.0720, 107.2380, 991.6160, -1295.0000, -35.0000, -455.0000
3947, 119.4380, 105.7740, 991.7380, -420.0000, -420.0000, -455.0000
3948, 119.5600, 104.3100, 991.9820, -665.0000, -455.0000, -420.0000
3949, 119.6820, 102.8460, 992.1040, -490.0000, -245.0000, -560.0000
3950, 119.8040, 101.5040, 992.2260, 455.0000, -350.0000, -665.0000
3951, 119.8040, 100.0400, 992.4700, 105.0000, -525.0000, -665.0000
3952, 120.0480, 99.0640, 992.7140, -595.0000, -595.0000, -490.0000
3953, 120.1700, 97.9660, 992.8360, 140.0000, -385.0000, -735.0000
3954, 120.2920, 96.8680, 992.8360, 35.0000, -420.0000, -910.0000
3955, 120.2920, 95.7700, 992.9580, 105.0000, -490.0000, -945.0000
3956, 120.2920, 94.9160, 993.0800, 105.0000, -350.0000, -945.0000
3957, 120.4140, 93.9400, 993.3240, 210.0000, -420.0000, -945.0000
3958, 120.4140, 92.9640, 993.4460, 35.0000, -490.0000, -840.0000
3959, 120.5360, 92.1100, 993.5680, 0.0000, -455.0000, -805.0000
3960, 120.5360, 91.2560, 993.6900, 140.0000, -420.0000, -1050.0000
3961, 120.4140, 90.5240, 993.6900, -490.0000, -350.0000, -770.0000
3962, 120.4140, 89.7920, 993.9340, -1085.0000, -280.0000, -735.0000
3963, 120.5360, 89.0600, 993.9340, -35.0000, 35.0000, -665.0000
3964, 120.6580, 88.2060, 993.8120, 140.0000, -35.0000, -525.0000
3965, 120.6580, 87.4740, 993.9340, 245.0000, -280.0000, -455.0000
3966, 120.5360, 86.6200, 994.0560, -35.0000, -175.0000, -385.0000
3967, 120.2920, 85.8880, 994.1780, 315.0000, -350.0000, -665.0000
3968, 120.2920, 85.2780, 994.3000, 490.0000, -490.0000, -665.0000
3969, 120.2920, 84.6680, 994.5440, 105.0000, -665.0000, -525.0000
3970, 120.2920, 84.0580, 994.5440, 385.0000, -280.0000, -665.0000
3971, 120.1700, 83.4480, 994.5440, 595.0000, -280.0000, -805.0000
3972, 120.0480, 82.8380, 994.5440, 315.0000, -245.0000, -770.0000
3973, 120.0480, 82.5940, 994.6660, -315.0000, -280.0000, -490.0000
3974, 120.1700, 82.1060, 994.7880, -105.0000, -245.0000, -525.0000
3975, 120.0480, 81.4960, 994.7880, 455.0000, -315.0000, -735.0000
3976, 119.9260, 80.8860, 994.9100, 140.0000, -420.0000, -735.0000
3977, 119.8040, 80.5200, 995.0320, -350.0000, -280.0000, -455.0000
3978, 119.8040, 80.1540, 995.0320, 175.0000, -315.0000, -805.0000
3979, 119.8040, 79.5440, 995.1540, -665.0000, -665.0000, -595.0000
3980, 119.5600, 79.3000, 995.2760, -1155.0000, -595.0000, -455.0000
3981, 119.4380, 78.8120, 995.1540, 525.0000, -175.0000, -700.0000
3982, 119.5600, 78.0800, 995.0320, -35.0000, -315.0000, -770.0000
3983, 119.5600, 77.5920, 995.2760, -105.0000, -350.0000, -630.0000
3984, 119.4380, 77.2260, 995.2760, 455.0000, -280.0000, -630.0000
3985, 119.1940, 76.7380, 995.2760, 35.0000, -385.0000, -735.0000
3986, 119.0720, 76.2500, 995.3980, 455.0000, -595.0000, -630.0000
3987, 119.0720, 75.7620, 995.3980, 420.0000, -420.0000, -630.0000
3988, 119.0720, 75.3960, 995.3980, 455.0000, -420.0000, -805.0000
3989, 118.9500, 75.0300, 995.6420, -70.0000, -630.0000, -875.0000
3990, 119.0720, 74.6640, 995.6420, 455.0000, -455.0000, -805.0000
3991, 118.9500, 74.4200, 995.5200, 245.0000, -455.0000, -770.0000
3992, 118.7060, 74.1760, 995.5200, 140.0000, -455.0000, -840.0000
3993, 118.8280, 73.8100, 995.6420, 280.0000, -525.0000, -840.0000
3994, 118.9500, 73.3220, 995.6420, 630.0000, -455.0000, -840.0000
3995, 118.9500, 73.0780, 995.6420, 280.0000, -455.0000, -840.0000
3996, 118.7060, 72.9560, 995.6420, -280.0000, -350.0000, -700.0000
3997, 118.5840, 72.7120, 995.6420, 105.0000, -315.0000, -980.0000
3998, 118.8280, 72.1020, 995.7640, 560.0000, -385.0000, -1050.0000
3999, 118.7060, 71.9800, 995.8860, -1295.0000, -665.0000, -770.0000
4000, 118.4620, 72.2240, 996.0080, -1365.0000, -245.0000, -490.0000
4001, 118.5840, 71.6140, 995.7640, 455.0000, -140.0000, -735.0000
4002, 118.5840, 70.8820, 995.7640, 875.0000, -385.0000, -980.0000
4003, 118.5840, 70.5160, 995.8860, 315.0000, -350.0000, -665.0000
4004, 118.3400, 70.3940, 995.8860, -280.0000, -420.0000, -525.0000
4005, 118.2180, 70.0280, 996.0080, 490.0000, -490.0000, -700.0000
4006, 118.2180, 69.6620, 996.1300, 35.0000, -595.0000, -770.0000
4007, 118.3400, 69.4180, 996.1300, 280.0000, -455.0000, -840.0000
4008, 118.2180, 69.1740, 996.1300, 140.0000, -420.0000, -1015.0000
4009, 118.0960, 68.9300, 996.1300, -210.0000, -385.0000, -1050.0000
4010, 118.0960, 68.6860, 996.1300, -35.0000, -350.0000, -1015.0000
4011, 118.0960, 68.3200, 996.1300, -315.0000, -350.0000, -875.0000
4012, 117.9740, 68.0760, 996.1300, -385.0000, -525.0000, -770.0000
4013, 117.8520, 67.7100, 996.2520, -210.0000, -525.0000, -630.0000
4014, 117.8520, 67.3440, 996.3740, -105.0000, -665.0000, -525.0000
4015, 117.7300, 66.8560, 996.4960, 315.0000, -1400.0000, -770.0000
4016, 117.6080, 66.4900, 996.7400, -350.0000, -1435.0000, -595.0000
4017, 117.7300, 66.2460, 996.6180, -70.0000, -350.0000, -665.0000
4018, 117.9740, 66.0020, 996.2520, 315.0000, -210.0000, -595.0000
4019, 117.8520, 65.6360, 996.3740, -945.0000, -385.0000, -525.0000
4020, 117.8520, 65.3920, 996.3740, -700.0000, -70.0000, -840.0000
4021, 117.9740, 65.0260, 996.2520, -70.0000, 140.0000, -665.0000
4022, 118.0960, 64.5380, 996.2520, 420.0000, -385.0000, -805.0000
4023, 117.9740, 63.9280, 996.4960, 630.0000, -490.0000, -945.0000
4024, 117.8520, 63.5620, 996.4960, 385.0000, -490.0000, -735.0000
4025, 117.7300, 63.1960, 996.4960, 770.0000, -560.0000, -665.0000
4026, 117.7300, 62.8300, 996.4960, 630.0000, -525.0000, -735.0000
4027, 117.8520, 62.5860, 996.4960, 525.0000, -455.0000, -840.0000
4028, 117.8520, 62.3420, 996.4960, 665.0000, -490.0000, -980.0000
4029, 117.7300, 61.9760, 996.4960, 770.0000, -385.0000, -1190.0000
4030, 117.7300, 61.7320, 996.4960, 1120.0000, -315.0000, -1400.0000
4031, 117.7300, 61.3660, 996.3740, 1925.0000, 175.0000, -1960.0000
4032, 117.8520, 61.2440, 996.2520, 1190.0000, 140.0000, -1435.0000
4033, 117.7300, 61.2440, 996.3740, 1400.0000, -70.0000, -1400.0000
4034, 117.4860, 61.2440, 996.4960, 1750.0000, 210.0000, -1890.0000
4035, 117.4860, 61.0000, 996.3740, 1925.0000, 420.0000, -1750.0000
4036, 117.3640, 61.1220, 996.3740, 2555.0000, 350.0000, -1680.0000
4037, 117.3640, 61.2440, 996.3740, 2975.0000, 385.0000, -1925.0000
4038, 117.2420, 61.2440, 996.2520, 3885.0000, 525.0000, -2100.0000
4039, 116.8760, 61.6100, 996.2520, 3080.0000, 525.0000, -1960.0000
4040, 116.5100, 62.2200, 996.4960, 2380.0000, 315.0000, -1925.0000
4041, 116.3880, 62.8300, 996.4960, 3220.0000, 805.0000, -1750.0000
4042, 116.3880, 63.1960, 996.1300, 3885.0000, 1050.0000, -2065.0000
4043, 116.0220, 63.6840, 996.2520, 2730.0000, 0.0000, -2380.0000
4044, 115.2900, 64.7820, 996.6180, 1435.0000, 70.0000, -1960.0000
4045, 114.8020, 65.8800, 996.6180, 2275.0000, -140.0000, -805.0000
4046, 114.4360, 66.4900, 996.6180, 2345.0000, -455.0000, -875.0000
4047, 114.1920, 67.2220, 996.7400, 2065.0000, -70.0000, -1295.0000
4048, 113.9480, 68.0760, 996.4960, 1820.0000, 175.0000, -1680.0000
4049, 113.4600, 69.0520, 996.4960, 2065.0000, 0.0000, -1750.0000
4050, 113.0940, 69.9060, 996.4960, 735.0000, 35.0000, -2170.0000
4051, 112.7280, 70.7600, 996.4960, 805.0000, 280.0000, -2625.0000
4052, 112.3620, 71.4920, 996.3740, 980.0000, 770.0000, -1715.0000
4053, 111.9960, 72.4680, 996.2520, 945.0000, 420.0000, -875.0000
4054, 111.5080, 73.3220, 996.4960, 840.0000, -140.0000, -735.0000
4055, 111.0200, 74.0540, 996.6180, 910.0000, 35.0000, -1015.0000
4056, 110.7760, 74.7860, 996.4960, 1295.0000, 210.0000, -945.0000
4057, 110.5320, 75.5180, 996.3740, 1190.0000, 70.0000, -770.0000
4058, 109.9220, 76.1280, 996.4960, 350.0000, 70.0000, -1085.0000
4059, 109.4340, 76.8600, 996.4960, 1050.0000, 35.0000, -1155.0000
4060, 109.0680, 77.4700, 996.6180, -315.0000, -105.0000, -1085.0000
4061, 108.8240, 78.2020, 996.6180, -525.0000, 35.0000, -595.0000
4062, 108.4580, 78.8120, 996.4960, 245.0000, 140.0000, -420.0000
4063, 107.9700, 79.1780, 996.4960, -280.0000, 70.0000, -490.0000
4064, 107.6040, 79.5440, 996.4960, 140.0000, -385.0000, -315.0000
4065, 107.1160, 79.7880, 996.7400, -315.0000, -665.0000, -245.0000
4066, 106.7500, 80.1540, 996.7400, 35.0000, -560.0000, -210.0000
4067, 106.5060, 80.3980, 996.7400, -350.0000, -700.0000, -105.0000
4068, 106.2620, 80.7640, 996.8620, -35.0000, -455.0000, -490.0000
4069, 106.0180, 80.7640, 996.7400, 105.0000, -595.0000, -735.0000
4070, 105.6520, 80.8860, 996.8620, -560.0000, -840.0000, -385.0000
4071, 105.4080, 81.1300, 996.8620, -455.0000, -665.0000, -280.0000
4072, 105.2860, 81.1300, 996.7400, 315.0000, -350.0000, -700.0000
4073, 105.0420, 80.8860, 996.7400, 0.0000, -490.0000, -700.0000
4074, 104.7980, 80.8860, 996.8620, -280.0000, -595.0000, -595.0000
4075, 104.6760, 80.8860, 996.7400, 315.0000, -350.0000, -700.0000
4076, 104.5540, 80.7640, 996.7400, 140.0000, -560.0000, -560.0000
4077, 104.4320, 80.6420, 996.8620, -245.0000, -665.0000, -490.0000
4078, 104.3100, 80.6420, 996.8620, 385.0000, -350.0000, -525.0000
4079, 104.1880, 80.3980, 996.7400, 350.0000, -385.0000, -735.0000
4080, 104.0660, 80.2760, 996.8620, -105.0000, -630.0000, -595.0000
4081, 103.9440, 80.2760, 997.1060, -385.0000, -700.0000, -840.0000
4082, 103.9440, 80.1540, 996.9840, 385.0000, -210.0000, -735.0000
4083, 103.9440, 79.9100, 996.8620, 175.0000, -490.0000, -595.0000
4084, 103.7000, 79.7880, 996.9840, -105.0000, -630.0000, -595.0000
4085, 103.5780, 79.5440, 996.9840, 315.0000, -490.0000, -735.0000
4086, 103.4560, 79.4220, 996.8620, 245.0000, -525.0000, -700.0000
4087, 103.4560, 79.0560, 996.9840, 1085.0000, -770.0000, -700.0000
4088, 103.4560, 78.9340, 996.9840, 490.0000, -420.0000, -945.0000
4089, 103.4560, 78.8120, 996.8620, 140.0000, -140.0000, -1225.0000
4090, 103.3340, 78.6900, 996.8620, 315.0000, -350.0000, -1050.0000
4091, 103.3340, 78.6900, 996.9840, 210.0000, -350.0000, -840.0000
4092, 103.3340, 78.5680, 996.9840, 140.0000, -455.0000, -840.0000
4093, 103.2120, 78.4460, 997.1060, 210.0000, -525.0000, -735.0000
4094, 103.0900, 78.2020, 997.1060, 70.0000, -455.0000, -595.0000
4095, 102.9680, 78.0800, 997.1060, 350.0000, -595.0000, -735.0000
4096, 102.9680, 77.9580, 997.1060, 70.0000, -455.0000, -735.0000
4097, 102.9680, 77.8360, 997.1060, -280.0000, -490.0000, -700.0000
4098, 102.8460, 77.7140, 997.2280, -385.0000, -420.0000, -840.0000
4099, 102.8460, 77.4700, 997.2280, -140.0000, -350.0000, -980.0000
4100, 102.7240, 77.2260, 997.2280, 560.0000, -630.0000, -945.0000
4101, 102.6020, 76.9820, 997.3500, -560.0000, -630.0000, -980.0000
4102, 102.7240, 76.9820, 997.3500, -385.0000, -420.0000, -840.0000
4103, 102.7240, 76.6160, 997.3500, 280.0000, -420.0000, -735.0000
4104, 102.6020, 76.2500, 997.3500, -35.0000, -595.0000, -595.0000
4105, 102.6020, 76.1280, 997.3500, 280.0000, -490.0000, -455.0000
4106, 102.4800, 75.7620, 997.3500, 385.0000, -455.0000, -700.0000
4107, 102.4800, 75.3960, 997.3500, 245.0000, -700.0000, -665.0000
4108, 102.4800, 75.2740, 997.4720, -140.0000, -560.0000, -490.0000
4109, 102.4800, 75.1520, 997.3500, 455.0000, -350.0000, -735.0000
4110, 102.4800, 74.7860, 997.3500, 140.0000, -420.0000, -910.0000
4111, 102.3580, 74.5420, 997.4720, -140.0000, -525.0000, -805.0000
4112, 102.3580, 74.4200, 997.4720, 140.0000, -455.0000, -700.0000
4113, 102.3580, 74.1760, 997.4720, 350.0000, -385.0000, -770.0000
4114, 102.3580, 73.6880, 997.4720, 245.0000, -525.0000, -910.0000
4115, 102.3580, 73.4440, 997.5940, 245.0000, -595.0000, -665.0000
4116, 102.3580, 73.3220, 997.5940, 280.0000, -455.0000, -700.0000
4117, 102.3580, 72.9560, 997.5940, 385.0000, -525.0000, -770.0000
4118, 102.3580, 72.7120, 997.5940, 420.0000, -525.0000, -840.0000
4119, 102.3580, 72.4680, 997.5940, 105.0000, -455.0000, -770.0000
4120, 102.1140, 72.3460, 997.7160, -980.0000, -630.0000, -770.0000
4121, 102.1140, 72.2240, 997.8380, -385.0000, -525.0000, -805.0000
4122, 102.4800, 71.9800, 997.7160, 280.0000, -490.0000, -770.0000
4123, 102.4800, 71.6140, 997.7160, 700.0000, -665.0000, -980.0000
4124, 102.2360, 71.2480, 997.7160, 560.0000, -455.0000, -910.0000
4125, 102.2360, 71.1260, 997.7160, 245.0000, -455.0000, -840.0000
4126, 102.2360, 70.8820, 997.7160, 735.0000, -490.0000, -735.0000
4127, 102.4800, 70.6380, 997.8380, 490.0000, -490.0000, -735.0000
4128, 102.4800, 70.5160, 997.8380, 420.0000, -490.0000, -700.0000
4129, 102.3580, 70.3940, 997.8380, 1645.0000, -595.0000, -1120.0000
4130, 102.2360, 69.9060, 997.8380, 4235.0000, -665.0000, -2030.0000
4131, 102.3580, 69.9060, 997.8380, 455.0000, -455.0000, -1050.0000
4132, 102.2360, 70.2720, 997.9600, -105.0000, -490.0000, -595.0000
4133, 102.2360, 70.2720, 997.8380, 805.0000, -280.0000, -840.0000
4134, 102.2360, 70.0280, 997.8380, -245.0000, -420.0000, -560.0000
4135, 102.2360, 70.0280, 997.9600, 210.0000, -490.0000, -595.0000
4136, 102.3580, 70.0280, 997.8380, 385.0000, -420.0000, -490.0000
4137, 102.3580, 70.1500, 997.8380, 560.0000, -490.0000, -560.0000
4138, 102.2360, 70.0280, 997.9600, 210.0000, -455.0000, -840.0000
4139, 102.2360, 70.0280, 997.9600, -350.0000, -560.0000, -735.0000
4140, 102.2360, 70.0280, 998.0820, -455.0000, -595.0000, -560.0000
4141, 102.3580, 70.0280, 997.9600, 805.0000, -385.0000, -805.0000
4142, 102.3580, 69.7840, 997.9600, 700.0000, -560.0000, -980.0000
