Temp Num, Object(℃), Ambient(℃)
146, 33.272, 33.335
147, 33.292, 33.335
148, 33.282, 33.343
149, 33.272, 33.343
150, 33.262, 33.343
151, 33.286, 33.350
152, 33.335, 33.350
153, 33.355, 33.350
154, 33.355, 33.350
155, 33.362, 33.343
156, 33.381, 33.343
157, 33.425, 33.350
158, 33.395, 33.350
159, 33.385, 33.357
160, 33.395, 33.357
161, 33.425, 33.357
162, 33.458, 33.364
163, 33.448, 33.371
164, 33.418, 33.371
165, 33.428, 33.371
166, 33.461, 33.379
167, 33.461, 33.379
168, 33.471, 33.379
169, 33.464, 33.386
170, 33.464, 33.393
171, 33.478, 33.400
172, 33.468, 33.400
173, 33.458, 33.400
174, 33.458, 33.408
175, 33.491, 33.415
176, 33.481, 33.415
177, 33.461, 33.422
178, 33.494, 33.429
179, 33.494, 33.437
180, 33.498, 33.444
181, 33.498, 33.444
182, 33.478, 33.444
183, 33.468, 33.451
184, 33.465, 33.466
185, 33.448, 33.480
186, 33.458, 33.487
187, 33.458, 33.487
188, 33.438, 33.487
189, 33.458, 33.487
190, 33.508, 33.480
191, 33.524, 33.473
192, 33.534, 33.473
193, 33.528, 33.480
194, 33.548, 33.480
195, 33.577, 33.480
196, 33.557, 33.480
197, 33.548, 33.480
198, 33.557, 33.487
199, 33.554, 33.509
200, 33.518, 33.523
201, 33.518, 33.523
202, 33.518, 33.531
203, 33.511, 33.538
204, 33.511, 33.538
205, 33.535, 33.545
206, 33.545, 33.545
207, 33.545, 33.545
208, 33.545, 33.545
209, 33.545, 33.552
210, 33.538, 33.559
211, 33.545, 33.552
212, 33.584, 33.545
213, 33.594, 33.545
214, 33.584, 33.552
215, 33.598, 33.559
216, 33.607, 33.559
217, 33.598, 33.559
218, 33.607, 33.559
219, 33.627, 33.567
220, 33.621, 33.574
221, 33.611, 33.574
222, 33.657, 33.567
223, 33.736, 33.559
224, 33.782, 33.552
225, 33.812, 33.545
226, 33.812, 33.545
227, 33.842, 33.552
228, 33.852, 33.552
229, 33.822, 33.552
230, 33.852, 33.552
231, 33.881, 33.552
232, 33.871, 33.552
233, 33.885, 33.559
234, 33.875, 33.567
235, 33.875, 33.567
236, 33.875, 33.567
237, 33.878, 33.574
238, 33.898, 33.581
239, 33.898, 33.581
240, 33.888, 33.581
241, 33.911, 33.588
242, 33.911, 33.588
243, 33.921, 33.588
244, 33.941, 33.596
245, 33.944, 33.603
246, 33.934, 33.603
247, 33.924, 33.603
248, 33.934, 33.610
249, 33.947, 33.617
250, 33.938, 33.617
251, 33.957, 33.617
252, 33.980, 33.624
253, 33.980, 33.632
254, 34.000, 33.632
255, 34.023, 33.639
256, 33.984, 33.646
257, 33.918, 33.653
258, 33.842, 33.675
259, 33.816, 33.689
260, 33.820, 33.697
261, 33.800, 33.704
262, 33.790, 33.704
263, 33.803, 33.711
264, 33.797, 33.718
265, 33.807, 33.718
266, 33.787, 33.718
267, 33.777, 33.726
268, 33.797, 33.726
269, 33.797, 33.726
270, 33.790, 33.733
271, 33.741, 33.740
272, 33.724, 33.755
273, 33.738, 33.762
274, 33.774, 33.754
275, 33.823, 33.747
276, 33.803, 33.747
277, 33.774, 33.754
278, 33.794, 33.754
279, 33.853, 33.747
280, 33.879, 33.740
281, 33.879, 33.740
282, 33.850, 33.740
283, 33.883, 33.747
284, 33.912, 33.754
285, 33.866, 33.762
286, 33.810, 33.776
287, 33.840, 33.783
288, 33.840, 33.783
289, 33.843, 33.791
290, 33.847, 33.798
291, 33.837, 33.798
292, 33.857, 33.798
293, 33.857, 33.805
294, 33.860, 33.812
295, 33.880, 33.812
296, 33.880, 33.812
297, 33.840, 33.820
298, 33.844, 33.827
299, 33.854, 33.827
300, 33.854, 33.827
301, 33.844, 33.834
302, 33.847, 33.841
303, 33.887, 33.848
304, 33.897, 33.848
305, 33.870, 33.856
306, 33.870, 33.863
307, 33.880, 33.863
308, 33.870, 33.863
309, 33.900, 33.863
310, 33.933, 33.870
311, 33.917, 33.885
312, 33.907, 33.885
313, 33.917, 33.885
314, 33.910, 33.892
315, 33.900, 33.892
316, 33.910, 33.892
317, 33.890, 33.899
318, 33.890, 33.899
319, 33.881, 33.899
320, 33.894, 33.906
321, 33.904, 33.913
322, 33.904, 33.913
323, 33.914, 33.913
324, 33.933, 33.913
325, 33.937, 33.921
326, 33.927, 33.928
327, 33.907, 33.928
328, 33.907, 33.928
329, 33.920, 33.935
330, 33.911, 33.935
331, 33.901, 33.935
332, 33.911, 33.942
333, 33.911, 33.942
334, 33.911, 33.942
335, 33.924, 33.950
336, 33.914, 33.957
337, 33.914, 33.957
338, 33.924, 33.957
339, 33.924, 33.957
340, 33.914, 33.957
341, 33.908, 33.964
342, 33.898, 33.964
343, 33.917, 33.964
344, 33.950, 33.971
345, 33.950, 33.978
346, 33.950, 33.978
347, 33.931, 33.978
348, 33.964, 33.986
349, 33.954, 33.993
350, 33.944, 33.993
351, 33.954, 33.993
352, 33.944, 33.993
353, 33.944, 33.993
354, 33.954, 33.993
355, 33.977, 34.000
356, 33.977, 34.007
357, 33.977, 34.007
358, 33.987, 34.007
359, 34.000, 34.015
360, 33.980, 34.022
361, 33.971, 34.022
362, 33.980, 34.022
363, 33.971, 34.022
364, 33.961, 34.022
365, 33.974, 34.029
366, 33.974, 34.029
367, 33.984, 34.029
368, 33.974, 34.036
369, 33.984, 34.036
370, 34.014, 34.036
371, 34.027, 34.044
372, 33.997, 34.044
373, 33.987, 34.044
374, 34.001, 34.051
375, 33.991, 34.058
376, 33.981, 34.058
377, 34.004, 34.065
378, 34.014, 34.072
379, 34.034, 34.072
380, 34.014, 34.072
381, 34.014, 34.072
382, 34.024, 34.072
383, 33.994, 34.072
384, 34.017, 34.080
385, 33.998, 34.087
386, 34.007, 34.087
387, 34.027, 34.087
388, 33.998, 34.087
389, 33.988, 34.087
390, 34.011, 34.094
391, 34.021, 34.101
392, 34.011, 34.101
393, 34.001, 34.101
394, 33.991, 34.101
395, 34.014, 34.109
396, 34.024, 34.109
397, 34.054, 34.109
398, 34.034, 34.116
399, 34.018, 34.123
400, 34.038, 34.123
401, 34.028, 34.123
402, 34.028, 34.123
403, 34.067, 34.123
404, 34.051, 34.130
405, 34.011, 34.137
406, 34.031, 34.137
407, 34.051, 34.137
408, 34.051, 34.137
409, 34.031, 34.137
410, 34.051, 34.137
411, 34.084, 34.145
412, 34.054, 34.152
413, 34.054, 34.152
414, 34.084, 34.152
415, 34.084, 34.152
416, 34.068, 34.159
417, 34.087, 34.166
418, 34.097, 34.166
419, 34.048, 34.166
420, 34.048, 34.166
421, 34.068, 34.166
422, 34.058, 34.166
423, 34.051, 34.174
424, 34.051, 34.181
425, 34.081, 34.181
426, 34.111, 34.181
427, 34.091, 34.181
428, 34.081, 34.181
429, 34.114, 34.188
430, 34.074, 34.188
431, 34.074, 34.188
432, 34.094, 34.195
433, 34.084, 34.195
434, 34.104, 34.195
435, 34.108, 34.202
436, 34.088, 34.202
437, 34.111, 34.210
438, 34.111, 34.217
439, 34.111, 34.217
440, 34.131, 34.217
441, 34.121, 34.217
442, 34.091, 34.217
443, 34.111, 34.217
444, 34.121, 34.217
445, 34.111, 34.217
446, 34.124, 34.224
447, 34.134, 34.231
448, 34.114, 34.231
449, 34.105, 34.231
450, 34.085, 34.231
451, 34.108, 34.239
452, 34.128, 34.239
453, 34.118, 34.239
454, 34.128, 34.246
455, 34.157, 34.246
456, 34.147, 34.246
457, 34.141, 34.253
458, 34.141, 34.253
459, 34.131, 34.253
460, 34.131, 34.260
461, 34.141, 34.260
462, 34.121, 34.260
463, 34.135, 34.267
464, 34.164, 34.267
465, 34.154, 34.267
466, 34.164, 34.275
467, 34.168, 34.282
468, 34.168, 34.282
469, 34.197, 34.282
470, 34.187, 34.282
471, 34.178, 34.282
472, 34.158, 34.282
473, 34.178, 34.282
474, 34.178, 34.289
475, 34.158, 34.289
476, 34.158, 34.289
477, 34.161, 34.296
478, 34.171, 34.296
479, 34.171, 34.296
480, 34.191, 34.296
481, 34.191, 34.296
482, 34.175, 34.304
483, 34.184, 34.311
484, 34.194, 34.311
485, 34.184, 34.311
486, 34.184, 34.311
487, 34.198, 34.318
488, 34.198, 34.318
489, 34.208, 34.318
490, 34.227, 34.325
491, 34.231, 34.333
492, 34.221, 34.333
493, 34.198, 34.325
494, 34.208, 34.325
495, 34.241, 34.333
496, 34.231, 34.333
497, 34.211, 34.333
498, 34.211, 34.340
499, 34.234, 34.347
500, 34.234, 34.347
501, 34.205, 34.347
502, 34.215, 34.347
503, 34.254, 34.347
504, 34.234, 34.354
505, 34.238, 34.361
506, 34.248, 34.361
507, 34.248, 34.361
508, 34.238, 34.361
509, 34.238, 34.361
510, 34.238, 34.361
511, 34.228, 34.369
512, 34.241, 34.376
513, 34.238, 34.369
514, 34.238, 34.369
515, 34.281, 34.376
516, 34.281, 34.376
517, 34.274, 34.383
518, 34.254, 34.383
519, 34.264, 34.383
520, 34.294, 34.390
521, 34.284, 34.390
522, 34.284, 34.390
523, 34.284, 34.390
524, 34.274, 34.390
525, 34.245, 34.390
526, 34.245, 34.390
527, 34.258, 34.398
528, 34.248, 34.405
529, 34.291, 34.412
530, 34.301, 34.412
531, 34.268, 34.405
532, 34.268, 34.405
533, 34.281, 34.412
534, 34.271, 34.412
535, 34.281, 34.419
536, 34.304, 34.426
537, 34.285, 34.426
538, 34.285, 34.426
539, 34.304, 34.426
540, 34.294, 34.426
541, 34.294, 34.434
542, 34.308, 34.441
543, 34.265, 34.434
544, 34.294, 34.434
545, 34.337, 34.441
546, 34.308, 34.441
547, 34.298, 34.441
548, 34.298, 34.441
549, 34.318, 34.448
550, 34.341, 34.455
551, 34.351, 34.455
552, 34.341, 34.455
553, 34.341, 34.455
554, 34.331, 34.455
555, 34.324, 34.463
556, 34.334, 34.463
557, 34.334, 34.463
558, 34.334, 34.463
559, 34.334, 34.463
560, 34.334, 34.470
561, 34.324, 34.470
562, 34.315, 34.470
563, 34.358, 34.477
564, 34.367, 34.477
565, 34.338, 34.477
566, 34.348, 34.477
567, 34.367, 34.477
568, 34.358, 34.477
569, 34.348, 34.484
570, 34.371, 34.491
571, 34.381, 34.491
572, 34.381, 34.491
573, 34.371, 34.491
574, 34.361, 34.491
575, 34.391, 34.491
576, 34.391, 34.491
577, 34.371, 34.491
578, 34.371, 34.491
579, 34.381, 34.491
580, 34.391, 34.499
581, 34.394, 34.506
582, 34.374, 34.506
583, 34.384, 34.506
584, 34.394, 34.506
585, 34.384, 34.506
586, 34.394, 34.506
587, 34.404, 34.513
588, 34.388, 34.520
589, 34.388, 34.520
590, 34.417, 34.520
591, 34.407, 34.520
592, 34.388, 34.520
593, 34.397, 34.528
594, 34.407, 34.528
595, 34.397, 34.528
596, 34.401, 34.535
597, 34.401, 34.535
598, 34.411, 34.535
599, 34.411, 34.542
600, 34.411, 34.542
601, 34.401, 34.542
602, 34.411, 34.542
603, 34.460, 34.542
604, 34.430, 34.542
605, 34.411, 34.542
606, 34.411, 34.542
607, 34.440, 34.542
608, 34.463, 34.549
609, 34.457, 34.556
610, 34.447, 34.556
611, 34.447, 34.556
612, 34.437, 34.556
613, 34.428, 34.556
614, 34.428, 34.564
615, 34.437, 34.564
616, 34.447, 34.564
617, 34.480, 34.571
618, 34.461, 34.571
619, 34.461, 34.571
620, 34.470, 34.571
621, 34.451, 34.571
622, 34.431, 34.578
623, 34.434, 34.585
624, 34.434, 34.585
625, 34.444, 34.585
626, 34.474, 34.585
627, 34.474, 34.585
628, 34.484, 34.585
629, 34.503, 34.593
630, 34.474, 34.593
631, 34.454, 34.593
632, 34.464, 34.593
633, 34.454, 34.593
634, 34.477, 34.600
635, 34.497, 34.600
636, 34.477, 34.600
637, 34.497, 34.607
638, 34.507, 34.607
639, 34.487, 34.607
640, 34.487, 34.607
641, 34.497, 34.607
642, 34.471, 34.614
643, 34.481, 34.614
644, 34.510, 34.614
645, 34.520, 34.614
646, 34.520, 34.614
647, 34.500, 34.621
648, 34.491, 34.621
649, 34.500, 34.621
650, 34.520, 34.621
651, 34.520, 34.621
652, 34.510, 34.621
653, 34.504, 34.629
654, 34.517, 34.636
655, 34.527, 34.636
656, 34.527, 34.636
657, 34.537, 34.636
658, 34.547, 34.636
659, 34.527, 34.636
660, 34.537, 34.636
661, 34.537, 34.643
662, 34.527, 34.643
663, 34.537, 34.643
664, 34.527, 34.643
665, 34.517, 34.643
666, 34.550, 34.650
667, 34.560, 34.650
668, 34.550, 34.650
669, 34.540, 34.650
670, 34.531, 34.650
671, 34.501, 34.658
672, 34.521, 34.658
673, 34.550, 34.650
674, 34.521, 34.658
675, 34.514, 34.665
676, 34.534, 34.665
677, 34.554, 34.665
678, 34.564, 34.665
679, 34.573, 34.672
680, 34.564, 34.672
681, 34.583, 34.672
682, 34.587, 34.679
683, 34.567, 34.679
684, 34.557, 34.679
685, 34.547, 34.687
686, 34.557, 34.687
687, 34.567, 34.687
688, 34.567, 34.687
689, 34.557, 34.687
690, 34.567, 34.687
691, 34.567, 34.687
692, 34.571, 34.694
693, 34.571, 34.701
694, 34.580, 34.701
695, 34.600, 34.701
696, 34.600, 34.701
697, 34.580, 34.701
698, 34.571, 34.701
699, 34.603, 34.708
700, 34.627, 34.715
701, 34.617, 34.715
702, 34.617, 34.715
703, 34.636, 34.715
704, 34.597, 34.715
705, 34.597, 34.715
706, 34.617, 34.715
707, 34.597, 34.723
708, 34.597, 34.723
709, 34.597, 34.723
710, 34.577, 34.723
711, 34.568, 34.723
712, 34.601, 34.730
713, 34.610, 34.730
714, 34.601, 34.730
715, 34.620, 34.730
716, 34.620, 34.730
717, 34.620, 34.737
718, 34.610, 34.737
719, 34.620, 34.737
720, 34.634, 34.744
721, 34.614, 34.744
722, 34.624, 34.744
723, 34.614, 34.744
724, 34.594, 34.744
725, 34.614, 34.744
726, 34.643, 34.744
727, 34.604, 34.752
728, 34.594, 34.752
729, 34.624, 34.752
730, 34.637, 34.759
731, 34.617, 34.766
732, 34.608, 34.766
733, 34.647, 34.766
734, 34.647, 34.766
735, 34.637, 34.766
736, 34.627, 34.766
737, 34.637, 34.766
738, 34.617, 34.766
739, 34.617, 34.766
740, 34.660, 34.773
741, 34.660, 34.773
742, 34.660, 34.773
743, 34.641, 34.780
744, 34.641, 34.780
745, 34.650, 34.780
746, 34.650, 34.780
747, 34.660, 34.780
748, 34.660, 34.780
749, 34.654, 34.788
750, 34.677, 34.795
751, 34.687, 34.795
752, 34.657, 34.795
753, 34.628, 34.795
754, 34.657, 34.795
755, 34.677, 34.795
756, 34.657, 34.795
757, 34.667, 34.795
758, 34.687, 34.795
759, 34.697, 34.802
760, 34.687, 34.802
761, 34.681, 34.809
762, 34.651, 34.817
763, 34.671, 34.809
764, 34.710, 34.809
765, 34.710, 34.809
766, 34.681, 34.809
767, 34.681, 34.809
768, 34.671, 34.809
769, 34.671, 34.817
770, 34.681, 34.817
771, 34.710, 34.817
772, 34.700, 34.817
773, 34.671, 34.817
774, 34.664, 34.824
775, 34.684, 34.824
776, 34.694, 34.824
777, 34.684, 34.831
778, 34.694, 34.831
779, 34.694, 34.831
780, 34.674, 34.831
781, 34.674, 34.831
782, 34.684, 34.831
783, 34.707, 34.838
784, 34.697, 34.845
785, 34.707, 34.845
786, 34.707, 34.845
787, 34.697, 34.845
788, 34.707, 34.845
789, 34.727, 34.845
790, 34.727, 34.845
791, 34.707, 34.845
792, 34.717, 34.845
793, 34.720, 34.853
794, 34.720, 34.860
795, 34.720, 34.860
796, 34.720, 34.860
797, 34.720, 34.860
798, 34.720, 34.860
799, 34.720, 34.860
800, 34.711, 34.860
801, 34.734, 34.867
802, 34.714, 34.867
803, 34.704, 34.867
804, 34.724, 34.874
805, 34.724, 34.874
806, 34.704, 34.874
807, 34.737, 34.882
808, 34.747, 34.882
809, 34.724, 34.874
810, 34.734, 34.874
811, 34.724, 34.874
812, 34.744, 34.874
813, 34.737, 34.882
814, 34.747, 34.882
815, 34.777, 34.882
816, 34.741, 34.889
817, 34.711, 34.889
818, 34.731, 34.889
819, 34.751, 34.889
820, 34.760, 34.889
821, 34.770, 34.889
822, 34.760, 34.889
823, 34.741, 34.896
824, 34.731, 34.896
825, 34.721, 34.896
826, 34.741, 34.896
827, 34.731, 34.896
828, 34.715, 34.903
829, 34.734, 34.910
830, 34.774, 34.910
831, 34.734, 34.910
832, 34.734, 34.910
833, 34.774, 34.910
834, 34.793, 34.903
835, 34.780, 34.896
836, 34.784, 34.903
837, 34.784, 34.910
838, 34.793, 34.910
839, 34.803, 34.910
840, 34.803, 34.910
841, 34.823, 34.910
842, 34.823, 34.910
843, 34.784, 34.910
844, 34.774, 34.910
845, 34.803, 34.910
846, 34.803, 34.910
847, 34.774, 34.910
848, 34.803, 34.910
849, 34.836, 34.918
850, 34.807, 34.925
851, 34.816, 34.925
852, 34.826, 34.925
853, 34.816, 34.925
854, 34.846, 34.925
855, 34.846, 34.925
856, 34.807, 34.925
857, 34.826, 34.925
858, 34.856, 34.925
859, 34.865, 34.925
860, 34.846, 34.925
861, 34.820, 34.932
862, 34.830, 34.932
863, 34.856, 34.925
864, 34.865, 34.925
865, 34.840, 34.932
866, 34.830, 34.939
867, 34.830, 34.939
868, 34.810, 34.939
869, 34.843, 34.947
870, 34.872, 34.947
871, 34.872, 34.947
872, 34.843, 34.947
873, 34.830, 34.939
874, 34.830, 34.939
875, 34.823, 34.947
876, 34.843, 34.947
877, 34.833, 34.947
878, 34.863, 34.954
879, 34.886, 34.961
880, 34.847, 34.961
881, 34.823, 34.954
882, 34.833, 34.954
883, 34.847, 34.961
884, 34.876, 34.961
885, 34.866, 34.961
886, 34.847, 34.961
887, 34.866, 34.961
888, 34.866, 34.961
889, 34.856, 34.961
890, 34.870, 34.968
891, 34.860, 34.968
892, 34.840, 34.968
893, 34.821, 34.968
894, 34.830, 34.968
895, 34.879, 34.975
896, 34.889, 34.975
897, 34.860, 34.975
898, 34.840, 34.975
899, 34.850, 34.975
900, 34.860, 34.975
901, 34.840, 34.975
902, 34.850, 34.975
903, 34.863, 34.983
904, 34.873, 34.990
905, 34.893, 34.983
906, 34.889, 34.975
907, 34.893, 34.983
908, 34.873, 34.990
909, 34.873, 34.983
910, 34.893, 34.983
911, 34.912, 34.990
912, 34.922, 34.990
913, 34.903, 34.990
914, 34.893, 34.990
915, 34.893, 34.990
916, 34.903, 34.990
917, 34.912, 34.990
918, 34.922, 34.990
919, 34.932, 34.990
920, 34.916, 34.997
921, 34.896, 34.997
922, 34.903, 34.990
923, 34.936, 34.997
924, 34.926, 35.004
925, 34.936, 34.997
926, 34.955, 34.997
927, 34.945, 35.004
928, 34.945, 35.004
929, 34.936, 35.004
930, 34.936, 35.004
931, 34.926, 35.004
932, 34.926, 35.004
933, 34.959, 35.012
934, 34.949, 35.019
935, 34.972, 35.026
936, 34.952, 35.026
937, 34.939, 35.019
938, 34.939, 35.019
939, 34.919, 35.019
940, 34.919, 35.019
941, 34.952, 35.026
942, 34.972, 35.026
943, 34.952, 35.026
944, 34.952, 35.026
945, 34.962, 35.026
946, 34.943, 35.033
947, 34.943, 35.033
948, 34.952, 35.033
949, 34.952, 35.033
950, 34.943, 35.033
951, 34.975, 35.040
952, 34.966, 35.040
953, 34.946, 35.040
954, 34.956, 35.040
955, 34.999, 35.048
956, 34.989, 35.048
957, 34.979, 35.048
958, 34.959, 35.048
959, 34.989, 35.048
960, 35.008, 35.048
961, 34.979, 35.048
962, 34.989, 35.055
963, 34.999, 35.055
964, 34.999, 35.055
965, 35.008, 35.055
966, 35.018, 35.055
967, 34.999, 35.055
968, 34.999, 35.055
969, 34.999, 35.055
970, 34.999, 35.055
971, 35.008, 35.055
972, 34.999, 35.055
973, 34.999, 35.055
974, 34.999, 35.055
975, 35.008, 35.055
976, 35.008, 35.055
977, 35.012, 35.062
978, 35.022, 35.062
979, 35.002, 35.062
980, 35.012, 35.069
981, 35.045, 35.077
982, 35.015, 35.077
983, 35.012, 35.069
984, 35.022, 35.069
985, 35.035, 35.077
986, 35.015, 35.077
987, 34.957, 35.077
988, 34.976, 35.077
989, 35.025, 35.077
990, 35.025, 35.077
991, 35.006, 35.077
992, 35.025, 35.077
993, 35.025, 35.077
994, 35.006, 35.084
995, 35.009, 35.091
996, 35.019, 35.091
997, 35.038, 35.091
998, 35.038, 35.091
999, 35.068, 35.091
1000, 35.068, 35.091
1001, 35.058, 35.091
1002, 35.048, 35.091
1003, 35.029, 35.091
1004, 35.038, 35.091
1005, 35.029, 35.098
1006, 35.042, 35.105
1007, 35.042, 35.105
1008, 35.062, 35.105
1009, 35.071, 35.105
1010, 35.042, 35.105
1011, 35.062, 35.105
1012, 35.042, 35.105
1013, 35.003, 35.105
1014, 35.022, 35.105
1015, 35.003, 35.105
1016, 35.013, 35.105
1017, 35.042, 35.105
1018, 35.032, 35.105
1019, 35.032, 35.113
1020, 35.045, 35.120
1021, 35.026, 35.120
1022, 35.026, 35.120
1023, 35.045, 35.120
1024, 35.045, 35.120
1025, 35.013, 35.113
1026, 34.993, 35.113
1027, 35.026, 35.120
1028, 35.045, 35.120
1029, 35.016, 35.120
1030, 35.026, 35.120
1031, 35.036, 35.120
1032, 35.016, 35.120
1033, 35.026, 35.127
1034, 35.055, 35.127
1035, 35.065, 35.120
1036, 35.065, 35.127
1037, 35.069, 35.134
1038, 35.029, 35.134
1039, 35.029, 35.134
1040, 35.059, 35.134
1041, 35.049, 35.134
1042, 35.069, 35.134
1043, 35.078, 35.134
1044, 35.059, 35.134
1045, 35.069, 35.134
1046, 35.069, 35.134
1047, 35.082, 35.142
1048, 35.092, 35.142
1049, 35.101, 35.142
1050, 35.082, 35.149
1051, 35.062, 35.149
1052, 35.082, 35.142
1053, 35.101, 35.142
1054, 35.082, 35.149
1055, 35.085, 35.156
1056, 35.085, 35.156
1057, 35.072, 35.149
1058, 35.072, 35.149
1059, 35.115, 35.156
1060, 35.105, 35.156
1061, 35.072, 35.149
1062, 35.082, 35.149
1063, 35.085, 35.156
1064, 35.076, 35.156
1065, 35.085, 35.156
1066, 35.095, 35.156
1067, 35.085, 35.156
1068, 35.095, 35.156
1069, 35.095, 35.163
1070, 35.118, 35.170
1071, 35.128, 35.170
1072, 35.118, 35.170
1073, 35.128, 35.170
1074, 35.128, 35.170
1075, 35.108, 35.170
1076, 35.118, 35.170
1077, 35.128, 35.170
1078, 35.108, 35.170
1079, 35.089, 35.170
1080, 35.089, 35.170
1081, 35.089, 35.178
1082, 35.122, 35.185
1083, 35.151, 35.185
1084, 35.161, 35.185
1085, 35.132, 35.192
1086, 35.112, 35.192
1087, 35.112, 35.185
1088, 35.132, 35.185
1089, 35.122, 35.185
1090, 35.132, 35.185
1091, 35.132, 35.192
1092, 35.102, 35.192
1093, 35.112, 35.192
1094, 35.116, 35.199
1095, 35.106, 35.199
1096, 35.116, 35.199
1097, 35.135, 35.207
1098, 35.125, 35.207
1099, 35.125, 35.207
1100, 35.125, 35.207
1101, 35.116, 35.207
1102, 35.106, 35.207
1103, 35.135, 35.199
1104, 35.164, 35.199
1105, 35.145, 35.207
1106, 35.135, 35.207
1107, 35.145, 35.207
1108, 35.135, 35.207
1109, 35.106, 35.207
1110, 35.116, 35.207
1111, 35.116, 35.207
1112, 35.116, 35.207
1113, 35.116, 35.207
1114, 35.096, 35.207
1115, 35.067, 35.207
1116, 35.067, 35.207
1117, 35.116, 35.207
1118, 35.139, 35.214
1119, 35.119, 35.214
1120, 35.109, 35.214
1121, 35.132, 35.221
1122, 35.152, 35.221
1123, 35.152, 35.221
1124, 35.152, 35.221
1125, 35.142, 35.221
1126, 35.123, 35.221
1127, 35.132, 35.221
1128, 35.142, 35.221
1129, 35.132, 35.221
1130, 35.132, 35.228
1131, 35.126, 35.235
1132, 35.136, 35.235
1133, 35.142, 35.228
1134, 35.113, 35.228
1135, 35.113, 35.228
1136, 35.123, 35.228
1137, 35.136, 35.235
1138, 35.146, 35.235
1139, 35.146, 35.235
1140, 35.165, 35.235
1141, 35.155, 35.235
1142, 35.146, 35.235
1143, 35.155, 35.235
1144, 35.165, 35.235
1145, 35.165, 35.235
1146, 35.136, 35.235
1147, 35.136, 35.235
1148, 35.146, 35.235
1149, 35.146, 35.235
