Eda Num, Real(Ohm), Image(Ohm), Conductance(uS), Phase(°)
352, 42718.3711, -53604.7266, 14.58909702, -51.4482
353, 42771.1562, -53843.4922, 14.54248524, -51.5378
354, 42691.4336, -53880.9609, 14.54675674, -51.6092
355, 42628.0195, -53889.1641, 14.55372906, -51.6549
356, 42567.7812, -53971.8047, 14.54790306, -51.7370
357, 42584.0195, -54002.3672, 14.54069901, -51.7422
358, 42492.0820, -53785.1953, 14.58894444, -51.6901
359, 42631.2148, -53622.1484, 14.59775448, -51.5142
360, 42532.0000, -53001.1484, 14.71528435, -51.2539
361, 42622.5703, -52471.8203, 14.79255104, -50.9132
362, 42813.8594, -52236.8359, 14.80593967, -50.6616
363, 42787.0273, -51971.9141, 14.85471153, -50.5363
364, 42898.5664, -52147.1641, 14.80934906, -50.5578
365, 42887.2031, -52314.4609, 14.78262329, -50.6552
366, 42986.4062, -52579.4766, 14.72431183, -50.7322
367, 42933.6523, -52834.2734, 14.68880367, -50.9024
368, 42987.2969, -52965.9609, 14.65950871, -50.9371
369, 42880.8281, -53126.0078, 14.64718056, -51.0912
370, 42960.9609, -53414.8672, 14.58837223, -51.1907
371, 42756.5898, -53377.2891, 14.62191200, -51.3044
372, 42779.1133, -53572.1953, 14.58644867, -51.3915
373, 42707.6289, -53606.5547, 14.59021854, -51.4561
374, 42725.7305, -53617.9141, 14.58592701, -51.4502
375, 42633.3516, -53639.6328, 14.59455490, -51.5220
376, 42703.5703, -53727.2266, 14.57068157, -51.5216
377, 42557.8477, -53645.6641, 14.60355473, -51.5745
378, 42594.7969, -53748.2891, 14.58154392, -51.6037
379, 42495.4102, -53799.9453, 14.58604336, -51.6956
380, 42396.9805, -53679.5391, 14.61919975, -51.6977
381, 42447.1641, -53715.3203, 14.60656166, -51.6833
382, 42353.2930, -53636.7266, 14.63217831, -51.7042
383, 42364.8633, -53655.1953, 14.62754345, -51.7062
384, 42386.3555, -53651.5859, 14.62529850, -51.6902
385, 42356.6016, -53651.4766, 14.62926197, -51.7097
386, 42322.7188, -53550.1953, 14.65079880, -51.6794
387, 42339.3516, -53527.8984, 14.65233803, -51.6568
388, 42246.5469, -53535.7422, 14.66337776, -51.7220
389, 42288.8828, -53515.1328, 14.66121292, -51.6834
390, 42237.3242, -53541.5078, 14.66363144, -51.7311
391, 42267.1719, -53445.8672, 14.67580223, -51.6616
392, 42149.4648, -53333.4141, 14.71060658, -51.6806
393, 42289.9961, -53248.2734, 14.70616436, -51.5433
394, 42195.4375, -53172.8203, 14.73170471, -51.5661
395, 42253.8672, -53123.3828, 14.73221684, -51.5016
396, 42304.2930, -53172.3359, 14.71710587, -51.4940
397, 42256.6016, -53124.6328, 14.73163605, -51.5004
398, 42285.1797, -53229.6328, 14.70997047, -51.5367
399, 42224.7539, -53232.1172, 14.71768284, -51.5779
400, 42245.2031, -53369.9453, 14.69157887, -51.6365
401, 42270.5586, -53298.8672, 14.70020962, -51.5826
402, 42249.6680, -52927.6016, 14.76609516, -51.4012
403, 42271.8516, -52299.9766, 14.87049007, -51.0529
404, 42387.6719, -51483.0547, 14.99531937, -50.5343
405, 42576.5508, -50920.4453, 15.06589031, -50.0997
406, 42552.3281, -50858.6953, 15.08018208, -50.0815
407, 42661.4961, -51085.5703, 15.02487755, -50.1348
408, 42824.4727, -51397.3359, 14.94766426, -50.1988
409, 42973.5742, -51707.0703, 14.87352943, -50.2701
410, 42880.2109, -51847.4609, 14.86280918, -50.4077
411, 42923.3516, -52239.2266, 14.79032516, -50.5911
412, 42925.1055, -52585.3047, 14.73174381, -50.7754
413, 43012.3125, -52796.7109, 14.68438053, -50.8311
414, 42896.0430, -53024.3047, 14.66211510, -51.0275
415, 42845.2109, -53169.4766, 14.64471912, -51.1373
416, 42808.8320, -53311.4297, 14.62591076, -51.2357
417, 42834.4336, -53424.9766, 14.60357189, -51.2785
418, 42811.9805, -53609.8984, 14.57582569, -51.3897
419, 42666.2031, -53617.8984, 14.59382343, -51.4891
420, 42610.7500, -53556.7891, 14.61138153, -51.4936
421, 42563.8320, -53565.6172, 14.61614227, -51.5290
422, 42570.4688, -53624.8203, 14.60536480, -51.5554
423, 42549.9258, -53618.9297, 14.60907364, -51.5658
424, 42469.1484, -53658.9297, 14.61309338, -51.6396
425, 42426.0898, -53599.8984, 14.62870026, -51.6372
426, 42385.5156, -53631.3516, 14.62880707, -51.6803
427, 42382.0391, -53580.1328, 14.63787079, -51.6559
428, 42375.7617, -53689.8984, 14.62027359, -51.7171
429, 42352.4609, -53616.4922, 14.63569069, -51.6943
430, 42314.4453, -53480.3359, 14.66367245, -51.6484
431, 42163.2109, -53441.9766, 14.69035339, -51.7282
432, 42326.1172, -53307.3203, 14.69132137, -51.5504
433, 42223.9258, -53211.9922, 14.72121048, -51.5679
434, 42349.9648, -53202.6953, 14.70580959, -51.4798
435, 42352.1602, -53065.4922, 14.72875214, -51.4062
436, 42270.6289, -53203.3359, 14.71638680, -51.5325
437, 42361.1641, -53118.8516, 14.71849251, -51.4284
438, 42288.1367, -53171.6641, 14.71939754, -51.5043
439, 42230.7266, -53116.2734, 14.73655224, -51.5131
440, 42298.4414, -53192.7578, 14.71443272, -51.5086
441, 42222.4102, -53208.0234, 14.72208786, -51.5668
442, 42176.9492, -53148.0547, 14.73841190, -51.5654
443, 42264.7422, -53062.4766, 14.74109554, -51.4624
444, 42164.6914, -52722.3047, 14.81277943, -51.3489
445, 42245.0000, -52630.6484, 14.81745625, -51.2471
446, 42388.1250, -52602.9609, 14.80251503, -51.1377
447, 42306.3750, -52537.1484, 14.82501698, -51.1567
448, 42439.0547, -52547.2109, 14.80501652, -51.0744
449, 42369.6016, -52637.2109, 14.79921722, -51.1682
450, 42344.4922, -52583.5234, 14.81183529, -51.1562
451, 42326.0312, -52771.6016, 14.78226948, -51.2683
452, 42321.0352, -52841.4609, 14.77104855, -51.3086
453, 42301.4023, -52914.6641, 14.76126099, -51.3602
454, 42315.2539, -53081.8359, 14.73097229, -51.4392
455, 42214.4219, -53079.3516, 14.74503708, -51.5045
456, 42321.2148, -53222.7266, 14.70628929, -51.5093
457, 42211.9922, -53150.6484, 14.73324013, -51.5436
458, 42194.5898, -53086.8828, 14.74643803, -51.5216
459, 42164.7539, -53014.3047, 14.76284885, -51.5031
460, 42286.3008, -52750.5703, 14.79129124, -51.2834
461, 42325.8438, -52434.8516, 14.83984852, -51.0892
462, 42256.0234, -51948.4922, 14.93333054, -50.8744
463, 42397.9102, -51723.2109, 14.95225430, -50.6583
464, 42448.9961, -51548.7578, 14.97517586, -50.5295
465, 42542.7383, -51599.6797, 14.95302677, -50.4952
466, 42448.0039, -51609.6328, 14.96478271, -50.5633
467, 42574.3711, -51836.5234, 14.90777779, -50.6031
468, 42533.6250, -51980.5547, 14.88878822, -50.7079
469, 42618.1328, -52186.6016, 14.84171867, -50.7632
470, 42638.0703, -52377.6172, 14.80641747, -50.8526
471, 42622.6562, -52501.2422, 14.78754330, -50.9289
472, 42571.2930, -52602.5859, 14.77740574, -51.0167
473, 42446.0352, -52641.8047, 14.78794003, -51.1201
474, 42451.8008, -52680.3359, 14.78059196, -51.1368
475, 42431.7812, -52622.3828, 14.79320526, -51.1192
476, 42522.1758, -52381.8047, 14.82174683, -50.9312
477, 42482.6289, -51941.8516, 14.90260029, -50.7207
478, 42535.6211, -51615.8828, 14.95124340, -50.5087
479, 42580.2344, -51661.3047, 14.93707943, -50.5040
480, 42573.4961, -51632.5391, 14.94299030, -50.4928
481, 42625.2266, -51713.3672, 14.92174721, -50.5026
482, 42596.5977, -51830.1328, 14.90573978, -50.5849
483, 42628.6719, -51941.3516, 14.88215828, -50.6240
484, 42605.2031, -52112.6797, 14.85614395, -50.7320
485, 42694.3984, -52301.4922, 14.81155205, -50.7748
486, 42568.5781, -52291.6016, 14.83069992, -50.8523
487, 42469.5547, -52397.6172, 14.82633305, -50.9744
488, 42578.9766, -52341.7578, 14.82070541, -50.8723
489, 42556.3477, -52120.3828, 14.86165142, -50.7683
490, 42548.5508, -51770.1797, 14.92282963, -50.5841
491, 42615.3320, -51596.0234, 14.94333267, -50.4453
492, 42585.3086, -51473.2422, 14.96878052, -50.3981
493, 42567.2070, -51507.1953, 14.96550179, -50.4286
494, 42667.6094, -51557.6172, 14.94250393, -50.3898
495, 42660.4805, -51677.1328, 14.92297554, -50.4597
496, 42606.6680, -51792.4766, 14.91078377, -50.5579
497, 42692.0977, -52040.5547, 14.85630798, -50.6358
498, 42705.9023, -52156.9766, 14.83453560, -50.6895
499, 42602.5352, -52221.9922, 14.83785343, -50.7925
500, 42508.7305, -52294.4453, 14.83852577, -50.8933
501, 42551.1602, -52345.7734, 14.82387733, -50.8928
502, 42574.5703, -52558.3047, 14.78447437, -50.9910
503, 42491.4961, -52554.1641, 14.79661179, -51.0435
504, 42429.3281, -52422.1484, 14.82770824, -51.0141
505, 42415.4297, -52526.8984, 14.81173611, -51.0792
506, 42372.7461, -52410.0391, 14.83760834, -51.0450
507, 42342.3828, -52566.2578, 14.81507683, -51.1484
508, 42218.4844, -52419.5859, 14.85732651, -51.1522
509, 42251.1250, -52434.1484, 14.85030556, -51.1383
510, 42158.1133, -52379.5547, 14.87258244, -51.1709
511, 42251.4258, -52440.8047, 14.84912109, -51.1417
512, 42206.5586, -52482.7578, 14.84811974, -51.1938
513, 42214.8438, -52427.7266, 14.85643005, -51.1590
514, 42179.2148, -52529.3047, 14.84389782, -51.2367
515, 42188.1641, -52458.2266, 14.85487843, -51.1929
516, 42049.3633, -52454.7734, 14.87467480, -51.2833
517, 42187.4531, -52503.6016, 14.84717655, -51.2176
518, 42169.3477, -52485.6953, 14.85275650, -51.2201
519, 42159.1016, -52464.8047, 14.85776615, -51.2157
520, 42045.7031, -52462.9297, 14.87377262, -51.2900
521, 41972.8086, -52407.3047, 14.89348698, -51.3089
522, 42041.2578, -52516.4453, 14.86515331, -51.3215
523, 41988.8125, -52407.9766, 14.89115047, -51.2986
524, 41920.8789, -52276.3516, 14.92341709, -51.2736
525, 41933.6133, -52262.5391, 14.92404175, -51.2577
526, 41963.2539, -52240.0547, 14.92381382, -51.2259
527, 41890.4297, -52148.7109, 14.94987774, -51.2255
528, 42017.5234, -52329.5703, 14.90073681, -51.2376
529, 41915.3242, -52172.9297, 14.94217777, -51.2219
530, 42036.7891, -52061.6328, 14.94451904, -51.0811
531, 41922.0234, -51637.6641, 15.03478241, -50.9286
532, 41972.4492, -51402.0391, 15.06896591, -50.7666
533, 42057.0312, -51320.5859, 15.07112122, -50.6655
534, 42158.8828, -51330.3828, 15.05474472, -50.6029
535, 42062.1094, -51316.3984, 15.07112503, -50.6598
536, 42118.8203, -51290.1016, 15.06757355, -50.6076
537, 42157.5078, -51529.5391, 15.02011395, -50.7126
538, 42123.9375, -51663.1641, 15.00157928, -50.8077
539, 42162.0039, -51744.7422, 14.98196125, -50.8266
540, 42135.1719, -51884.9609, 14.96137524, -50.9204
541, 42158.6250, -51875.9609, 14.95962906, -50.8999
542, 42140.4453, -52004.0703, 14.93995571, -50.9811
543, 42163.6250, -51988.4453, 14.93940639, -50.9573
544, 42018.6602, -51978.8516, 14.96146297, -51.0486
545, 42144.4609, -52126.0391, 14.91826344, -51.0441
546, 42113.5156, -52086.1953, 14.92949677, -51.0432
547, 42057.1523, -51827.4922, 14.98239899, -50.9412
548, 42172.2852, -51307.3672, 15.05684662, -50.5814
549, 42132.3633, -50687.2422, 15.17184639, -50.2659
550, 42113.6172, -50223.8516, 15.25696850, -50.0196
551, 42272.2031, -50195.0234, 15.23838043, -49.8973
552, 42347.2773, -50211.9609, 15.22415257, -49.8567
553, 42380.3828, -50347.0391, 15.19532013, -49.9105
554, 42508.4688, -50622.5078, 15.12790298, -49.9793
555, 42468.5781, -50786.9766, 15.10495186, -50.0973
556, 42523.3711, -51034.8984, 15.05369091, -50.1982
557, 42484.2383, -51248.7734, 15.02215004, -50.3419
558, 42425.4609, -51338.7109, 15.01497650, -50.4302
559, 42389.1250, -51377.3984, 15.01346684, -50.4755
560, 42420.6992, -51510.4922, 14.98584080, -50.5274
561, 42342.2617, -51527.4922, 14.99408817, -50.5886
562, 42405.0000, -51568.0703, 14.97810078, -50.5692
563, 42360.9180, -51697.1641, 14.96200657, -50.6686
564, 42274.6992, -51607.3359, 14.98984718, -50.6770
565, 42304.9102, -51772.6016, 14.95687962, -50.7467
566, 42168.6172, -51686.2578, 14.99120426, -50.7905
567, 42287.4844, -51768.1016, 14.96012688, -50.7559
568, 42107.3906, -51736.6016, 14.99112511, -50.8585
569, 42183.5859, -51812.6016, 14.96710682, -50.8490
570, 42107.6914, -51743.2266, 14.98992825, -50.8619
571, 42186.0156, -51748.9609, 14.97782326, -50.8129
572, 42087.5977, -51737.4922, 14.99377918, -50.8722
573, 42072.5195, -51488.5234, 15.03943825, -50.7469
574, 42033.7227, -51040.3672, 15.12384701, -50.5272
575, 42134.8359, -50442.9453, 15.21480560, -50.1281
576, 42207.3359, -50147.6172, 15.25652504, -49.9140
577, 42297.1367, -49949.3984, 15.27832508, -49.7421
578, 42286.2227, -49988.9141, 15.27293301, -49.7717
579, 42310.1367, -49999.3516, 15.26747322, -49.7616
580, 42465.4180, -50253.9141, 15.19910049, -49.8016
581, 42521.6914, -50526.3203, 15.14281940, -49.9169
582, 42476.3281, -50608.4922, 15.13509369, -49.9929
583, 42478.3438, -50925.5391, 15.07930279, -50.1676
584, 42407.1602, -51102.5859, 15.05873489, -50.3126
585, 42468.3242, -51167.9297, 15.03850174, -50.3080
586, 42344.3125, -51296.5391, 15.03398037, -50.4610
587, 42380.8359, -51315.8672, 15.02536106, -50.4473
588, 42473.2734, -51398.3359, 14.99776649, -50.4312
589, 42293.8477, -51097.6484, 15.07601357, -50.3852
590, 42449.4062, -50619.0547, 15.13720417, -50.0166
591, 42302.0820, -49822.0234, 15.30028820, -49.6666
592, 42316.7969, -49469.3516, 15.36113167, -49.4558
593, 42532.8125, -49565.9453, 15.31082439, -49.3669
594, 42585.4219, -49626.3984, 15.29206181, -49.3664
595, 42590.3281, -49804.9922, 15.25966644, -49.4649
596, 42764.2891, -50075.8516, 15.18576050, -49.5030
597, 42757.5078, -50393.1953, 15.13124561, -49.6861
598, 42763.5391, -50784.3672, 15.06227016, -49.9006
599, 42808.2266, -51072.4297, 15.00592136, -50.0307
600, 42745.4727, -51327.5859, 14.97097206, -50.2126
601, 42784.3672, -51563.4609, 14.92488766, -50.3161
602, 42694.8555, -51598.5703, 14.93158913, -50.3942
603, 42630.3398, -51841.7109, 14.89899540, -50.5689
604, 42550.2773, -51913.3516, 14.89798164, -50.6606
605, 42574.9062, -51982.5547, 14.88265133, -50.6817
606, 42494.0352, -51930.6953, 14.90291405, -50.7071
607, 42465.2891, -51995.7891, 14.89576530, -50.7613
608, 42522.5273, -52108.7109, 14.86837578, -50.7844
609, 42343.6367, -52006.8516, 14.91093731, -50.8477
610, 42403.0430, -52055.8828, 14.89416218, -50.8349
611, 42408.8594, -51925.4609, 14.91579819, -50.7606
612, 42243.0703, -52014.0859, 14.92380714, -50.9183
613, 42271.9766, -52007.4766, 14.92089176, -50.8956
614, 42163.9805, -51936.7109, 14.94832897, -50.9291
615, 42163.0977, -51916.8516, 14.95189857, -50.9190
616, 42188.2930, -52005.9297, 14.93291092, -50.9503
617, 42078.8867, -51931.1641, 14.96128082, -50.9828
618, 42073.9336, -51847.9141, 14.97646904, -50.9411
619, 42072.0938, -51866.5547, 14.97348213, -50.9524
620, 42064.7539, -51941.0703, 14.96154881, -50.9975
621, 42090.4297, -51861.7891, 14.97172165, -50.9376
622, 41921.6680, -51660.1172, 15.03089237, -50.9410
623, 42022.1289, -51247.1641, 15.08906555, -50.6486
624, 42090.9961, -50752.0234, 15.16645908, -50.3295
625, 42159.9023, -50422.1484, 15.21477890, -50.0997
626, 42201.9062, -50297.5391, 15.23066521, -50.0018
627, 42308.6914, -50322.0703, 15.21040344, -49.9443
628, 42490.1094, -50671.8828, 15.12194920, -50.0190
629, 42487.9727, -50706.0547, 15.11627769, -50.0395
630, 42477.3359, -50957.1172, 15.07393646, -50.1858
631, 42548.9648, -51174.3516, 15.02574253, -50.2581
632, 42571.3164, -51431.6797, 14.97795868, -50.3846
633, 42619.1836, -51646.1328, 14.93416214, -50.4700
634, 42538.8906, -51681.9141, 14.93939495, -50.5425
635, 42557.2109, -51757.8359, 14.92372894, -50.5717
636, 42473.5938, -51727.4922, 14.94079113, -50.6105
637, 42523.7227, -51804.5547, 14.92042351, -50.6192
638, 42547.7734, -51727.8359, 14.93022728, -50.5616
639, 42447.1641, -51728.7578, 14.94431877, -50.6287
640, 42478.2305, -51768.3359, 14.93309212, -50.6296
641, 42460.4727, -51867.2891, 14.91855049, -50.6950
642, 42479.9844, -51969.8516, 14.89815998, -50.7376
643, 42439.3047, -51951.8984, 14.90696335, -50.7547
644, 42415.0859, -52057.9609, 14.89211750, -50.8280
645, 42381.6016, -52023.6641, 14.90271282, -50.8317
646, 42353.3203, -52072.7891, 14.89821911, -50.8769
647, 42249.6914, -52013.7734, 14.92293167, -50.9138
648, 42290.0547, -52054.4453, 14.91024399, -50.9089
649, 42330.9688, -51991.4766, 14.91536713, -50.8478
650, 42214.5234, -51881.4141, 14.95079422, -50.8657
651, 42199.4414, -51988.1641, 14.93442154, -50.9333
652, 42134.8750, -51878.3359, 14.96256828, -50.9170
653, 42142.9570, -51911.1328, 14.95573139, -50.9293
654, 42113.7109, -51969.4297, 14.94972706, -50.9802
655, 42172.1016, -51940.3203, 14.94655895, -50.9257
656, 42179.0625, -51888.3047, 14.95460224, -50.8930
657, 42131.4219, -51682.6328, 14.99711990, -50.8133
658, 42199.7148, -51528.9141, 15.01419449, -50.6842
659, 42212.5234, -51463.6484, 15.02374935, -50.6400
660, 42221.4141, -51399.9297, 15.03359890, -50.5993
661, 42123.0547, -51382.1016, 15.05083561, -50.6551
662, 42270.9336, -51499.2109, 15.00919437, -50.6206
663, 42173.0859, -51552.5859, 15.01386642, -50.7148
664, 42156.6133, -51596.9141, 15.00848293, -50.7499
665, 42150.9062, -51500.8203, 15.02607346, -50.7014
666, 42135.0625, -51558.2734, 15.01830101, -50.7432
667, 42025.7344, -51593.5547, 15.02772999, -50.8353
668, 42244.4570, -51639.1328, 14.98862362, -50.7144
669, 42030.4883, -51199.4297, 15.09626389, -50.6168
670, 42122.0078, -50964.0859, 15.12445450, -50.4261
671, 42207.3359, -50669.2266, 15.16400146, -50.2058
672, 42109.2383, -50479.3984, 15.21212387, -50.1656
673, 42147.7383, -50493.1797, 15.20397282, -50.1475
674, 42377.4609, -50696.0391, 15.13426113, -50.1073
675, 42365.8867, -50751.6328, 15.12619400, -50.1459
676, 42405.1016, -50983.1016, 15.07990551, -50.2481
677, 42400.1992, -51147.6641, 15.05187798, -50.3421
678, 42348.2891, -51324.0078, 15.02862263, -50.4734
679, 42353.3906, -51429.2578, 15.00957108, -50.5276
680, 42318.6562, -51559.0078, 14.99198055, -50.6215
681, 42298.7734, -51669.6641, 14.97559834, -50.6949
682, 42243.2227, -51612.7578, 14.99338531, -50.7009
683, 42029.8789, -51627.6953, 15.02116299, -50.8511
684, 42092.7539, -51675.1172, 15.00392818, -50.8349
685, 42099.2656, -51762.1016, 14.98783207, -50.8778
686, 42091.1406, -51787.6016, 14.98454094, -50.8970
687, 42101.5625, -51844.0703, 14.97323322, -50.9206
688, 42038.4141, -51731.7109, 15.00176525, -50.9019
689, 42021.1953, -51792.0078, 14.99367905, -50.9460
690, 42029.7422, -51714.9141, 15.00593185, -50.8986
691, 41969.7344, -51733.3828, 15.01122189, -50.9486
692, 41938.7969, -51751.8828, 15.01237488, -50.9793
693, 41856.9727, -51566.5391, 15.05656338, -50.9335
694, 41924.4414, -51632.2891, 15.03538036, -50.9241
695, 41856.0234, -51669.5234, 15.03858662, -50.9900
696, 41890.2812, -51730.1641, 15.02306843, -51.0000
697, 41830.7734, -51696.9609, 15.03735733, -51.0218
698, 41798.2227, -51740.5859, 15.03431416, -51.0673
699, 41877.3359, -51831.1953, 15.00719547, -51.0633
700, 41802.0000, -51768.1953, 15.02892494, -51.0797
701, 41765.2383, -51612.5547, 15.06155396, -51.0200
702, 41837.8750, -51551.4922, 15.06194210, -50.9381
703, 41754.1875, -51536.5547, 15.07654667, -50.9861
704, 41765.8359, -51467.5391, 15.08707047, -50.9407
705, 41689.4922, -51436.4453, 15.10353184, -50.9751
706, 41840.4727, -51488.1172, 15.07274055, -50.9019
707, 41855.8633, -51540.1953, 15.06135941, -50.9199
708, 41724.2461, -51610.2891, 15.06780434, -51.0463
709, 41781.3242, -51555.2109, 15.06937218, -50.9780
710, 41677.7930, -51569.9766, 15.08156490, -51.0556
711, 41716.5586, -51713.5391, 15.05068398, -51.1074
712, 41701.5234, -51667.9609, 15.06086254, -51.0928
713, 41718.7852, -51801.9766, 15.03478718, -51.1537
714, 41590.7500, -51669.6953, 15.07634258, -51.1682
715, 41659.2305, -51733.0078, 15.05539989, -51.1564
716, 41600.7930, -51826.4297, 15.04720211, -51.2462
717, 41596.2461, -51743.3828, 15.06252003, -51.2044
718, 41685.4336, -51962.0234, 15.01134872, -51.2624
719, 41577.0977, -51828.6797, 15.05016136, -51.2633
720, 41539.1680, -51769.3359, 15.06603909, -51.2568
721, 41575.0742, -51775.8828, 15.05978203, -51.2362
722, 41512.6133, -51870.7578, 15.05185699, -51.3294
723, 41379.2734, -51764.7578, 15.08957386, -51.3622
724, 41527.0508, -51903.2578, 15.04406834, -51.3372
725, 41536.0391, -51826.2578, 15.05641079, -51.2896
726, 41511.3633, -51837.7734, 15.05787086, -51.3125
727, 41496.2344, -51892.5391, 15.05032253, -51.3522
728, 41421.7266, -51806.7422, 15.07608509, -51.3562
729, 41394.3086, -51888.3203, 15.06549358, -51.4186
730, 41385.7773, -51871.4609, 15.06969357, -51.4153
731, 41467.3789, -51934.5703, 15.04696655, -51.3942
732, 41428.9023, -52040.4922, 15.03365707, -51.4771
733, 41393.0898, -51891.0078, 15.06518841, -51.4209
734, 41428.0000, -51942.6172, 15.05110455, -51.4251
735, 41434.6289, -51906.6953, 15.05653000, -51.4013
736, 41406.2891, -51890.5391, 15.06340504, -51.4117
737, 41423.1992, -51739.3828, 15.08783817, -51.3188
738, 41395.1758, -51623.0703, 15.11253166, -51.2748
739, 41487.4688, -51555.0391, 15.11144543, -51.1756
740, 41477.8633, -51476.4297, 15.12681770, -51.1394
741, 41408.2578, -51444.8672, 15.14244938, -51.1692
742, 41412.1211, -51407.9297, 15.14849186, -51.1465
743, 41480.6211, -51242.3984, 15.16819477, -51.0099
744, 41544.5781, -51200.4922, 15.16642094, -50.9438
745, 41436.9375, -50543.3984, 15.30036926, -50.6541
746, 41562.7305, -50078.1641, 15.36592674, -50.3088
747, 41571.0234, -49654.9453, 15.44180393, -50.0640
748, 41684.1602, -49563.3047, 15.44120216, -49.9352
749, 41662.2305, -49371.1484, 15.47970581, -49.8404
750, 41664.3164, -49252.7734, 15.50107956, -49.7712
751, 41689.1836, -49423.9297, 15.46588612, -49.8523
