Temp Num, Object(℃), Ambient(℃)
280, 33.863, 33.711
281, 33.876, 33.718
282, 33.886, 33.718
283, 33.876, 33.718
284, 33.886, 33.726
285, 33.896, 33.726
286, 33.889, 33.733
287, 33.869, 33.740
288, 33.879, 33.740
289, 33.859, 33.740
290, 33.873, 33.747
291, 33.912, 33.754
292, 33.922, 33.754
293, 33.922, 33.754
294, 33.926, 33.762
295, 33.926, 33.769
296, 33.935, 33.769
297, 33.909, 33.776
298, 33.919, 33.776
299, 33.949, 33.783
300, 33.942, 33.791
301, 33.932, 33.791
302, 33.932, 33.791
303, 33.936, 33.798
304, 33.936, 33.805
305, 33.955, 33.805
306, 33.975, 33.805
307, 33.989, 33.812
308, 33.959, 33.820
309, 33.969, 33.820
310, 33.979, 33.820
311, 33.992, 33.827
312, 34.012, 33.834
313, 34.002, 33.834
314, 33.972, 33.834
315, 33.985, 33.841
316, 33.985, 33.848
317, 33.969, 33.856
318, 33.969, 33.863
319, 34.022, 33.870
320, 34.035, 33.877
321, 34.025, 33.885
322, 34.025, 33.885
323, 34.019, 33.892
324, 34.019, 33.899
325, 34.042, 33.906
326, 34.062, 33.906
327, 34.052, 33.906
328, 34.012, 33.913
329, 34.036, 33.921
330, 34.026, 33.928
331, 34.039, 33.935
332, 34.049, 33.935
333, 34.029, 33.942
334, 34.052, 33.950
335, 34.052, 33.950
336, 34.042, 33.950
337, 34.072, 33.950
338, 34.062, 33.957
339, 34.075, 33.964
340, 34.085, 33.964
341, 34.089, 33.971
342, 34.089, 33.978
343, 34.102, 33.986
344, 34.122, 33.986
345, 34.122, 33.986
346, 34.092, 33.993
347, 34.115, 34.000
348, 34.145, 34.000
349, 34.135, 34.007
350, 34.148, 34.015
351, 34.158, 34.022
352, 34.109, 34.022
353, 34.099, 34.022
354, 34.152, 34.029
355, 34.162, 34.029
356, 34.142, 34.029
357, 34.102, 34.036
358, 34.126, 34.044
359, 34.135, 34.044
360, 34.135, 34.044
361, 34.149, 34.051
362, 34.139, 34.058
363, 34.129, 34.058
364, 34.139, 34.058
365, 34.162, 34.072
366, 34.175, 34.080
367, 34.185, 34.080
368, 34.185, 34.080
369, 34.215, 34.080
370, 34.234, 34.087
371, 34.208, 34.094
372, 34.208, 34.094
373, 34.208, 34.094
374, 34.189, 34.101
375, 34.222, 34.109
376, 34.212, 34.109
377, 34.202, 34.109
378, 34.222, 34.109
379, 34.241, 34.116
380, 34.255, 34.123
381, 34.245, 34.123
382, 34.225, 34.123
383, 34.238, 34.130
384, 34.238, 34.137
385, 34.242, 34.145
386, 34.232, 34.152
387, 34.222, 34.152
388, 34.222, 34.152
389, 34.245, 34.166
390, 34.258, 34.174
391, 34.268, 34.174
392, 34.268, 34.174
393, 34.258, 34.181
394, 34.262, 34.188
395, 34.252, 34.188
396, 34.242, 34.188
397, 34.232, 34.195
398, 34.236, 34.202
399, 34.265, 34.202
400, 34.255, 34.202
401, 34.259, 34.210
402, 34.279, 34.217
403, 34.279, 34.217
404, 34.279, 34.217
405, 34.282, 34.224
406, 34.262, 34.231
407, 34.252, 34.231
408, 34.262, 34.231
409, 34.295, 34.239
410, 34.295, 34.239
411, 34.276, 34.239
412, 34.246, 34.246
413, 34.279, 34.253
414, 34.299, 34.253
415, 34.269, 34.253
416, 34.269, 34.260
417, 34.302, 34.267
418, 34.292, 34.267
419, 34.302, 34.275
420, 34.292, 34.275
421, 34.273, 34.275
422, 34.306, 34.282
423, 34.325, 34.282
424, 34.315, 34.289
425, 34.309, 34.296
426, 34.303, 34.304
427, 34.316, 34.318
428, 34.316, 34.318
429, 34.303, 34.311
430, 34.293, 34.311
431, 34.316, 34.318
432, 34.316, 34.325
433, 34.277, 34.325
434, 34.277, 34.325
435, 34.319, 34.333
436, 34.319, 34.333
437, 34.300, 34.340
438, 34.313, 34.347
439, 34.333, 34.354
440, 34.323, 34.354
441, 34.323, 34.354
442, 34.317, 34.361
443, 34.317, 34.361
444, 34.336, 34.361
445, 34.346, 34.369
446, 34.317, 34.369
447, 34.300, 34.376
448, 34.333, 34.383
449, 34.330, 34.376
450, 34.359, 34.376
451, 34.373, 34.383
452, 34.353, 34.390
453, 34.366, 34.398
454, 34.366, 34.398
455, 34.366, 34.398
456, 34.356, 34.398
457, 34.356, 34.405
458, 34.380, 34.412
459, 34.380, 34.412
460, 34.370, 34.412
461, 34.360, 34.419
462, 34.393, 34.426
463, 34.393, 34.426
464, 34.373, 34.426
465, 34.363, 34.434
466, 34.373, 34.434
467, 34.383, 34.434
468, 34.386, 34.441
469, 34.386, 34.441
470, 34.406, 34.441
471, 34.416, 34.448
472, 34.416, 34.448
473, 34.377, 34.448
474, 34.380, 34.455
475, 34.429, 34.455
476, 34.410, 34.455
477, 34.413, 34.463
478, 34.433, 34.463
479, 34.423, 34.463
480, 34.423, 34.470
481, 34.426, 34.477
482, 34.436, 34.477
483, 34.417, 34.484
484, 34.417, 34.484
485, 34.436, 34.484
486, 34.450, 34.491
487, 34.459, 34.491
488, 34.469, 34.491
489, 34.459, 34.491
490, 34.450, 34.499
491, 34.463, 34.506
492, 34.453, 34.506
493, 34.453, 34.506
494, 34.453, 34.506
495, 34.473, 34.513
496, 34.476, 34.520
497, 34.466, 34.520
498, 34.486, 34.520
499, 34.466, 34.528
500, 34.456, 34.528
501, 34.447, 34.528
502, 34.460, 34.535
503, 34.470, 34.535
504, 34.450, 34.535
505, 34.450, 34.542
506, 34.489, 34.542
507, 34.513, 34.549
508, 34.506, 34.556
509, 34.496, 34.556
510, 34.496, 34.556
511, 34.487, 34.556
512, 34.487, 34.556
513, 34.487, 34.556
514, 34.457, 34.564
515, 34.451, 34.578
516, 34.461, 34.578
517, 34.490, 34.578
518, 34.503, 34.585
519, 34.494, 34.585
520, 34.513, 34.585
521, 34.533, 34.585
522, 34.503, 34.585
523, 34.484, 34.593
524, 34.507, 34.600
525, 34.507, 34.600
526, 34.497, 34.600
527, 34.517, 34.607
528, 34.536, 34.607
529, 34.546, 34.607
530, 34.546, 34.607
531, 34.517, 34.607
532, 34.520, 34.614
533, 34.530, 34.621
534, 34.520, 34.621
535, 34.510, 34.621
536, 34.520, 34.621
537, 34.543, 34.629
538, 34.586, 34.636
539, 34.576, 34.636
540, 34.547, 34.636
541, 34.547, 34.636
542, 34.566, 34.636
543, 34.586, 34.643
544, 34.590, 34.650
545, 34.560, 34.650
546, 34.570, 34.650
547, 34.580, 34.658
548, 34.570, 34.658
549, 34.570, 34.658
550, 34.573, 34.665
551, 34.573, 34.665
552, 34.593, 34.665
553, 34.583, 34.672
554, 34.583, 34.672
555, 34.603, 34.672
556, 34.597, 34.679
557, 34.587, 34.679
558, 34.587, 34.679
559, 34.577, 34.687
560, 34.606, 34.687
561, 34.606, 34.687
562, 34.580, 34.694
563, 34.580, 34.701
564, 34.590, 34.701
565, 34.610, 34.701
566, 34.600, 34.701
567, 34.613, 34.708
568, 34.617, 34.715
569, 34.627, 34.715
570, 34.627, 34.715
571, 34.597, 34.723
572, 34.627, 34.723
573, 34.646, 34.723
574, 34.650, 34.730
575, 34.640, 34.730
576, 34.640, 34.730
577, 34.650, 34.730
578, 34.669, 34.730
579, 34.650, 34.737
580, 34.643, 34.744
581, 34.673, 34.744
582, 34.683, 34.744
583, 34.663, 34.744
584, 34.663, 34.744
585, 34.634, 34.752
586, 34.634, 34.752
587, 34.634, 34.752
588, 34.627, 34.759
589, 34.637, 34.766
590, 34.667, 34.766
591, 34.657, 34.766
592, 34.657, 34.766
593, 34.627, 34.766
594, 34.657, 34.766
595, 34.696, 34.766
596, 34.680, 34.773
597, 34.660, 34.780
598, 34.670, 34.780
599, 34.713, 34.788
600, 34.723, 34.788
601, 34.699, 34.780
602, 34.693, 34.788
603, 34.697, 34.802
604, 34.706, 34.802
605, 34.706, 34.795
606, 34.716, 34.795
607, 34.706, 34.795
608, 34.706, 34.795
609, 34.726, 34.802
610, 34.739, 34.809
611, 34.720, 34.809
612, 34.730, 34.809
613, 34.730, 34.809
614, 34.710, 34.809
615, 34.700, 34.817
616, 34.713, 34.824
617, 34.743, 34.824
618, 34.753, 34.824
619, 34.743, 34.831
620, 34.743, 34.831
621, 34.733, 34.824
622, 34.743, 34.824
623, 34.763, -4340.000
624, 34.746, 34.838
625, 34.727, 34.845
626, 34.737, 34.845
627, 34.707, 34.845
628, 34.688, 34.845
629, 34.717, 34.845
630, 34.750, 34.853
631, 34.760, 34.860
632, 34.760, 34.860
633, 34.760, 34.860
634, 34.730, 34.860
635, 34.720, 34.860
636, 34.750, 34.860
637, 34.773, 34.867
638, 34.763, 34.874
639, 34.783, 34.874
640, 34.773, 34.874
641, 34.773, 34.874
642, 34.773, 34.874
643, 34.757, 34.882
644, 34.770, 34.889
645, 34.800, 34.889
646, 34.800, 34.889
647, 34.809, 34.896
648, 34.819, 34.896
649, 34.790, 34.896
650, 34.790, 34.896
651, 34.800, 34.896
652, 34.803, 34.903
653, 34.784, 34.903
654, 34.784, 34.903
655, 34.813, 34.903
656, 34.803, 34.903
657, 34.793, 34.910
658, 34.793, 34.910
659, 34.793, 34.910
660, 34.816, 34.918
661, 34.807, 34.925
662, 34.807, 34.925
663, 34.816, 34.925
664, 34.826, 34.925
665, 34.849, 34.932
666, 34.840, 34.939
667, 34.820, 34.932
668, 34.830, 34.932
669, 34.849, 34.939
670, 34.830, 34.939
671, 34.810, 34.939
672, 34.830, 34.939
673, 34.843, 34.947
674, 34.833, 34.954
675, 34.843, 34.954
676, 34.853, 34.954
677, 34.847, 34.961
678, 34.860, 34.968
679, 34.860, 34.968
680, 34.870, 34.968
681, 34.870, 34.968
682, 34.840, 34.968
683, 34.860, 34.975
684, 34.879, 34.975
685, 34.870, 34.975
686, 34.860, 34.975
687, 34.860, 34.975
688, 34.893, 34.983
689, 34.893, 34.983
690, 34.893, 34.983
691, 34.873, 34.990
692, 34.873, 34.990
693, 34.893, 34.990
694, 34.926, 34.997
695, 34.916, 34.997
696, 34.906, 34.997
697, 34.916, 34.997
698, 34.916, 34.997
699, 34.887, 35.004
700, 34.896, 35.004
701, 34.896, 35.004
702, 34.939, 35.012
703, 34.968, 35.012
704, 34.919, 35.012
705, 34.910, 35.019
706, 34.929, 35.019
707, 34.933, 35.026
708, 34.943, 35.026
709, 34.933, -0.845
710, 34.923, 35.026
711, 34.913, 35.026
712, 34.923, 35.033
713, 34.956, 35.040
714, 34.946, 35.040
715, 34.913, 35.033
716, 34.923, 35.033
717, 34.943, 35.033
718, 34.966, 35.041
719, 34.989, 35.048
720, 34.979, 35.048
721, 34.979, 35.048
722, 34.979, 35.048
723, 34.969, 35.055
724, 34.950, 35.055
725, 34.940, 35.055
726, 34.963, 35.062
727, 34.963, 35.062
728, 34.973, 35.062
729, 34.992, 35.069
730, 34.992, 35.069
731, 35.002, 35.069
732, 34.992, 35.069
733, 34.963, 35.069
734, 34.966, 35.077
735, 34.966, 35.084
736, 34.986, 35.084
737, 35.006, 35.084
738, 34.996, 35.084
739, 34.976, 35.084
740, 34.976, 35.084
741, 34.999, 35.091
742, 35.019, 35.091
743, 35.029, 35.091
744, 35.009, 35.098
745, 35.009, 35.098
746, 35.019, 35.098
747, 34.980, 35.098
748, 34.970, 35.098
749, 35.022, 35.105
750, 35.013, 35.113
751, 35.003, 35.113
752, 35.022, 35.113
753, 35.036, 35.120
754, 35.065, 35.120
755, 35.055, 35.120
756, 35.006, 35.120
757, 35.016, 35.120
758, 35.026, 35.120
759, 35.045, 35.127
760, 35.078, 35.134
761, 35.049, 35.134
762, 35.039, 35.134
763, 35.039, 35.134
764, 35.029, 35.134
765, 35.039, 35.134
766, 35.049, 35.134
767, 35.072, 35.142
768, 35.072, 35.149
769, 35.062, 35.149
770, 35.082, 35.149
771, 35.072, 35.149
772, 35.043, 35.149
773, 35.066, -595.000
774, 35.095, 35.156
775, 35.085, 35.156
776, 35.085, 35.163
777, 35.105, 35.163
778, 35.115, 35.163
779, 35.095, 35.163
780, 35.066, 35.163
781, 35.089, 35.170
782, 35.089, 35.170
783, 35.079, 35.170
784, 35.079, 35.178
785, 35.083, 35.185
786, 35.102, 35.185
787, 35.122, 35.185
788, 35.102, 35.185
789, 35.102, 35.185
790, 35.102, 35.185
791, 35.112, 35.185
792, 35.122, 35.192
793, 35.112, 35.192
794, 35.102, 35.192
795, 35.106, 35.199
796, 35.116, 35.199
797, 35.096, 35.199
798, 35.076, 35.199
799, 35.116, 35.199
800, 35.135, 35.207
801, 35.158, 35.214
802, 35.139, 35.214
803, 35.129, 35.214
804, 35.158, 35.214
805, 35.158, 35.214
806, 35.129, 35.214
807, 35.132, 35.221
808, 35.162, 35.228
809, 35.171, 35.228
810, 35.171, 35.228
811, 35.181, 35.228
812, 35.162, 35.228
813, 35.146, 35.235
814, 35.155, 35.235
815, 35.175, 35.235
816, 35.175, 35.243
817, 35.155, 35.243
818, 35.126, 35.243
819, 35.149, 35.250
820, 35.179, 35.250
821, 35.175, 35.243
822, 35.155, 35.243
823, 35.159, 35.250
824, 35.159, 35.257
825, 35.182, 35.264
826, 35.172, 35.264
827, 35.182, 35.264
828, 35.192, 35.264
829, 35.192, 35.264
830, 35.202, 35.264
831, 35.211, 35.272
832, 35.215, 35.279
833, 35.192, 35.272
834, 35.172, 35.272
835, 35.176, 35.279
836, 35.195, 35.279
837, 35.195, 35.279
838, 35.195, 35.279
839, 35.186, 35.286
840, 35.218, 35.293
841, 35.228, 35.293
842, 35.209, 35.293
843, 35.238, 35.293
844, 35.248, 35.293
845, 35.232, 35.300
846, 35.222, 35.300
847, 35.212, 35.300
848, 35.222, 35.300
849, 35.222, 35.300
850, 35.212, 35.308
851, 35.232, 35.308
852, 35.242, 35.308
853, 35.235, 35.315
854, 35.226, 35.315
855, 35.226, 35.315
856, 35.245, 35.315
857, 35.265, 35.315
858, 35.255, 35.322
859, 35.258, 35.329
860, 35.258, 35.329
861, 35.245, 35.322
862, 35.226, 35.322
863, 35.249, 35.329
864, 35.258, 35.329
865, 35.239, 35.329
866, 35.249, 35.329
867, 35.249, 35.329
868, 35.229, 35.329
869, 35.288, 35.337
870, 35.311, 35.344
871, 35.272, 35.344
872, 35.252, 35.344
873, 35.242, 35.344
874, 35.252, 35.344
875, 35.272, 35.344
876, 35.281, 35.344
877, 35.272, 35.351
878, 35.262, 35.351
879, 35.281, 35.351
880, 35.305, 35.358
881, 35.285, 35.358
882, 35.285, 35.358
883, 35.275, 35.365
884, 35.275, 35.365
885, 35.285, 35.358
886, 35.295, 35.358
887, 35.295, 35.365
888, 35.298, 35.373
889, 35.298, 35.373
890, 35.289, 35.373
891, 35.298, 35.373
892, 35.298, 35.373
893, 35.279, 35.380
894, 35.259, 35.380
895, 35.269, 35.380
896, 35.321, 35.387
897, 35.331, 35.387
898, 35.351, 35.387
899, 35.335, 35.394
900, 35.305, 35.394
901, 35.325, 35.394
902, 35.286, 35.394
903, 35.273, 35.387
904, 35.302, 35.387
905, 35.296, 35.394
906, 35.305, 35.402
907, 35.338, 35.409
908, 35.319, 35.409
909, 35.305, 35.402
910, 35.315, 35.402
911, 35.319, 35.409
912, 35.319, 35.409
913, 35.338, 35.409
914, 35.319, 35.409
915, 35.299, 35.416
916, 35.342, 35.423
917, 35.328, 35.416
918, 35.319, 35.416
919, 35.352, 35.423
920, 35.361, 35.423
921, 35.342, 35.430
922, 35.322, 35.430
923, 35.352, 35.430
924, 35.384, 35.438
925, 35.365, 35.438
926, 35.345, 35.438
927, 35.345, 35.438
928, 35.355, 35.438
929, 35.365, 35.445
930, 35.355, 35.445
931, 35.336, 35.445
932, 35.365, 35.445
933, 35.375, 35.445
934, 35.378, 35.452
935, 35.368, 35.452
936, 35.349, 35.452
937, 35.378, 35.452
938, 35.388, 35.452
939, 35.378, 35.452
940, 35.388, 35.452
941, 35.368, 35.459
942, 35.368, 35.459
943, 35.388, 35.459
944, 35.372, 35.467
945, 35.372, 35.467
946, 35.382, 35.467
947, 35.395, 35.474
948, 35.424, 35.474
949, 35.411, 35.467
950, 35.372, 35.467
951, 35.391, 35.467
952, 35.401, 35.467
953, 35.385, 35.481
954, 35.405, 35.481
955, 35.405, 35.474
956, 35.385, 35.481
957, 35.408, 35.488
958, 35.418, 35.488
959, 35.418, 35.488
960, 35.389, 35.488
961, 35.399, 35.488
962, 35.408, 35.488
963, 35.408, 35.488
964, 35.447, 35.488
965, 35.428, 35.495
966, 35.402, 35.503
967, 35.431, 35.503
968, 35.451, 35.503
969, 35.431, 35.503
970, 35.461, 35.503
971, 35.461, 35.503
972, 35.402, 35.503
973, 35.402, 35.510
974, 35.425, 35.517
975, 35.435, 35.517
976, 35.454, 35.517
977, 35.445, 35.517
978, 35.445, 35.517
979, 35.454, 35.524
980, 35.474, 35.524
981, 35.474, 35.524
982, 35.454, 35.524
983, 35.464, 35.524
984, 35.478, 35.532
985, 35.468, 35.532
986, 35.468, 35.532
987, 35.458, 35.532
988, 35.458, 35.532
989, 35.478, 35.539
990, 35.468, 35.539
991, 35.448, 35.539
992, 35.419, 35.539
993, 35.448, 35.539
994, 35.481, 35.546
995, 35.462, 35.546
996, 35.491, 35.546
997, 35.504, 35.553
998, 35.475, 35.553
999, 35.485, 35.553
1000, 35.494, 35.553
1001, 35.494, 35.553
1002, 35.494, 35.553
1003, 35.485, 35.553
1004, 35.485, 35.561
1005, 35.517, 35.568
1006, 35.508, 35.568
1007, 35.517, 35.568
1008, 35.527, 35.568
1009, 35.517, 35.568
1010, 35.488, 35.568
1011, 35.478, 35.568
1012, 35.498, 35.568
1013, 35.517, 35.575
1014, 35.521, 35.582
1015, 35.531, 35.582
1016, 35.531, 35.582
1017, 35.511, 35.582
1018, 35.511, 35.582
1019, 35.501, 35.582
1020, 35.501, 35.582
1021, 35.531, 35.589
1022, 35.540, 35.589
1023, 35.521, 35.589
1024, 35.515, 35.597
1025, 35.515, 35.597
1026, 35.515, 35.597
1027, 35.525, 35.597
1028, 35.505, 35.597
1029, 35.495, 35.604
1030, 35.505, 35.604
1031, 35.505, 35.597
1032, 35.505, 35.597
1033, 35.528, 35.611
1034, 35.538, 35.618
1035, 35.528, 35.611
1036, 35.518, 35.611
1037, 35.528, 35.611
1038, 35.528, 35.611
1039, 35.548, 35.611
1040, 35.567, 35.611
1041, 35.551, 35.625
1042, 35.564, 35.633
1043, 35.571, 35.626
1044, 35.532, 35.626
1045, 35.545, 35.633
1046, 35.564, 35.633
1047, 35.545, 35.640
1048, 35.545, 35.640
1049, 35.555, 35.633
1050, 35.555, 35.633
1051, 35.555, 35.633
1052, 35.555, 35.640
1053, 35.549, 35.647
1054, 35.568, 35.647
1055, 35.607, 35.647
1056, 35.568, 35.647
1057, 35.558, 35.647
1058, 35.607, 35.647
1059, 35.636, 35.654
1060, 35.617, 35.654
1061, 35.597, 35.654
1062, 35.601, 35.662
1063, 35.601, 35.662
1064, 35.591, 35.662
1065, 35.601, 35.662
1066, 35.601, 35.662
1067, 35.591, 35.669
1068, 35.601, 35.669
1069, 35.601, 35.662
1070, 35.620, 35.662
1071, 35.601, 35.669
1072, 35.581, 35.669
1073, 35.591, 35.669
1074, 35.634, 35.676
1075, 35.653, 35.676
1076, 35.624, 35.676
1077, 35.595, 35.683
1078, 35.624, 35.683
1079, 35.643, 35.676
1080, 35.624, 35.676
1081, 35.585, 35.676
1082, 35.585, 35.676
1083, 35.614, 35.683
1084, 35.604, 35.683
1085, 35.595, 35.683
1086, 35.637, 35.691
1087, 35.657, 35.698
1088, 35.627, 35.698
1089, 35.618, 35.691
1090, 35.618, 35.691
1091, 35.637, 35.698
1092, 35.627, 35.698
1093, 35.627, 35.698
1094, 35.647, 35.698
1095, 35.657, 35.698
1096, 35.660, 35.705
1097, 35.660, 35.705
1098, 35.670, 35.705
1099, 35.641, 35.705
1100, 35.641, 35.705
1101, 35.650, 35.712
1102, 35.650, 35.712
1103, 35.641, 35.712
1104, 35.650, 35.712
1105, 35.683, 35.719
1106, 35.683, 35.719
1107, 35.674, 35.719
1108, 35.654, 35.719
1109, 35.615, 35.719
1110, 35.625, 35.719
1111, 35.674, 35.719
1112, 35.674, 35.719
1113, 35.670, 35.712
1114, 35.699, 35.705
1115, 35.699, 35.705
1116, 35.699, 35.705
1117, 35.719, 35.705
1118, 35.738, 35.705
1119, 35.728, 35.705
1120, 35.709, 35.712
1121, 35.748, 35.712
1122, 35.787, 35.712
1123, 35.767, 35.712
1124, 35.777, 35.705
1125, 35.796, 35.705
1126, 35.806, 35.705
1127, 35.816, 35.705
1128, 35.816, 35.705
1129, 35.826, 35.705
1130, 35.826, 35.705
1131, 35.835, 35.712
1132, 35.829, 35.719
1133, 35.810, 35.719
1134, 35.839, 35.719
1135, 35.839, 35.719
1136, 35.829, 35.719
1137, 35.819, 35.719
1138, 35.829, 35.719
1139, 35.849, 35.719
1140, 35.862, 35.727
1141, 35.852, 35.734
1142, 35.842, 35.734
1143, 35.842, 35.734
1144, 35.852, 35.734
1145, 35.872, 35.734
1146, 35.852, 35.734
1147, 35.846, 35.741
1148, 35.846, 35.748
1149, 35.865, 35.748
1150, 35.865, 35.748
1151, 35.836, 35.748
1152, 35.836, 35.748
1153, 35.859, 35.755
1154, 35.869, 35.755
1155, 35.869, 35.755
1156, 35.908, 35.755
1157, 35.885, 35.748
1158, 35.846, 35.748
1159, 35.859, 35.755
1160, 35.859, 35.763
1161, 35.859, 35.763
1162, 35.879, 35.763
1163, 35.869, 35.763
1164, 35.840, 35.763
1165, 35.850, 35.763
1166, 35.850, 35.763
1167, 35.843, 35.770
1168, 35.873, 35.770
1169, 35.873, 35.770
1170, 35.873, 35.770
1171, 35.882, 35.777
1172, 35.876, 35.784
1173, 35.873, 35.777
1174, 35.873, 35.777
1175, 35.896, 35.784
1176, 35.905, 35.784
1177, 35.925, 35.784
1178, 35.944, 35.784
1179, 35.905, 35.784
1180, 35.896, 35.784
1181, 35.905, 35.784
1182, 35.905, 35.784
1183, 35.896, 35.792
1184, 35.919, 35.799
1185, 35.919, 35.799
1186, 35.909, 35.799
1187, 35.909, 35.799
1188, 35.909, 35.799
1189, 35.919, 35.799
1190, 35.889, 35.799
1191, 35.912, 35.806
1192, 35.922, 35.813
1193, 35.912, 35.806
1194, 35.899, 35.799
1195, 35.912, 35.806
1196, 35.932, 35.813
1197, 35.922, 35.813
1198, 35.903, 35.813
1199, 35.922, 35.813
1200, 35.951, 35.813
1201, 35.932, 35.813
1202, 35.942, 35.813
1203, 35.951, 35.813
1204, 35.912, 35.813
1205, 35.945, 35.820
1206, 35.945, 35.828
1207, 35.945, 35.828
1208, 35.955, 35.828
1209, 35.935, 35.828
1210, 35.955, 35.828
1211, 35.955, 35.828
1212, 35.945, 35.828
1213, 35.949, 35.835
1214, 35.939, 35.835
1215, 35.939, 35.835
1216, 35.929, 35.842
1217, 35.929, 35.842
1218, 35.988, 35.835
1219, 36.003, 35.828
1220, 35.984, 35.828
1221, 36.003, 35.828
1222, 36.071, 35.820
1223, 36.071, 35.828
1224, 36.071, 35.828
1225, 36.071, 35.828
1226, 36.062, 35.828
1227, 36.071, 35.828
1228, 36.094, 35.835
1229, 36.114, 35.835
1230, 36.104, 35.835
1231, 36.104, 35.842
1232, 36.104, 35.842
1233, 36.104, 35.842
1234, 36.085, 35.842
1235, 36.075, 35.842
1236, 36.094, 35.842
1237, 36.094, 35.842
1238, 36.085, 35.842
1239, 36.094, 35.842
1240, 36.094, 35.842
1241, 36.104, 35.842
1242, 36.127, 35.849
1243, 36.117, 35.857
1244, 36.117, 35.857
1245, 36.127, 35.857
1246, 36.137, 35.857
1247, 36.117, 35.857
1248, 36.108, 35.857
1249, 36.117, 35.857
1250, 36.117, 35.857
1251, 36.140, 35.864
1252, 36.160, 35.864
1253, 36.146, 35.857
1254, 36.146, 35.857
1255, 36.131, 35.864
1256, 36.121, 35.864
1257, 36.160, 35.864
1258, 36.169, 35.871
1259, 36.169, 35.871
1260, 36.160, 35.871
1261, 36.154, 35.878
1262, 36.173, 35.878
1263, 36.173, 35.878
1264, 36.163, 35.878
1265, 36.173, 35.878
1266, 36.154, 35.878
1267, 36.163, 35.885
1268, 36.173, 35.885
1269, 36.173, 35.885
1270, 36.167, 35.893
1271, 36.177, 35.893
1272, 36.196, 35.893
1273, 36.186, 35.893
1274, 36.177, 35.893
1275, 36.177, 35.893
1276, 36.167, 35.893
1277, 36.196, 35.893
1278, 36.206, 35.893
1279, 36.190, 35.900
1280, 36.180, 35.900
1281, 36.209, 35.900
1282, 36.209, 35.900
1283, 36.180, 35.900
1284, 36.200, 35.900
1285, 36.209, 35.900
1286, 36.209, 35.900
1287, 36.219, 35.900
1288, 36.209, 35.900
1289, 36.219, 35.907
1290, 36.258, 35.900
1291, 36.258, 35.900
1292, 36.212, 35.885
1293, 36.231, 35.885
1294, 36.231, 35.885
1295, 36.244, 35.892
1296, 36.287, 35.899
1297, 36.316, 35.899
1298, 36.287, 35.899
1299, 36.258, 35.899
1300, 36.238, 35.899
1301, 36.258, 35.906
1302, 36.277, 35.906
1303, 36.277, 35.906
1304, 36.287, 35.906
1305, 36.287, 35.906
1306, 36.277, 35.906
1307, 36.300, 35.914
1308, 36.300, 35.921
1309, 36.310, 35.914
1310, 36.290, 35.914
1311, 36.271, 35.921
1312, 36.300, 35.921
1313, 36.300, 35.921
1314, 36.281, 35.921
1315, 36.271, 35.921
1316, 36.271, 35.921
1317, 36.255, 35.928
