Eda Num, Real(Ohm), Image(Ohm), Conductance(uS), Phase(°)
448, 30932.5781, -137061.1250, 7.11701918, -77.2823
449, 30991.5156, -137169.9375, 7.11098957, -77.2686
450, 31085.3750, -137219.8125, 7.10748482, -77.2358
451, 31137.1875, -136925.9688, 7.12140799, -77.1887
452, 31047.7969, -136698.6562, 7.13367510, -77.2037
453, 31312.6250, -136834.1875, 7.12396812, -77.1106
454, 31240.8125, -136963.5000, 7.11838627, -77.1509
455, 31306.6875, -136956.7812, 7.11797523, -77.1241
456, 31264.1094, -136901.9688, 7.12116480, -77.1360
457, 31204.8438, -136900.6562, 7.12189865, -77.1595
458, 31284.1094, -136844.5000, 7.12378025, -77.1229
459, 31136.2812, -136770.9062, 7.12909460, -77.1750
460, 31254.5469, -136699.8125, 7.13128090, -77.1215
461, 31151.0938, -136917.1562, 7.12168694, -77.1824
462, 31150.9922, -136843.2812, 7.12534380, -77.1757
463, 31169.8359, -136992.9062, 7.11773205, -77.1818
464, 31031.0156, -136752.0000, 7.13121796, -77.2153
465, 31135.6875, -136911.3438, 7.12214804, -77.1880
466, 31267.5469, -137153.2188, 7.10872555, -77.1575
467, 31304.3516, -137223.5938, 7.10484695, -77.1492
468, 31223.3438, -137265.1875, 7.10370827, -77.1851
469, 31217.1562, -137314.0000, 7.10137653, -77.1920
470, 31154.4531, -137390.8125, 7.09830046, -77.2238
471, 31219.8125, -137376.7812, 7.09826088, -77.1966
472, 31240.6719, -137326.4375, 7.10050154, -77.1838
473, 31063.3750, -137222.0312, 7.10762072, -77.2448
474, 31222.1406, -137473.0312, 7.09350920, -77.2043
475, 31114.0156, -137283.6562, 7.10402107, -77.2302
476, 31067.7734, -137191.9375, 7.10905409, -77.2403
477, 31200.4922, -137516.0312, 7.09164047, -77.2168
478, 31125.7344, -137252.7812, 7.10541010, -77.2228
479, 31052.3594, -137482.6562, 7.09492350, -77.2725
480, 31100.4844, -137407.3438, 7.09808826, -77.2467
481, 31111.1562, -137551.0312, 7.09091711, -77.2553
482, 30964.3203, -137268.9688, 7.10641050, -77.2883
483, 31139.7578, -137392.2500, 7.09839296, -77.2297
484, 31182.0234, -137406.5312, 7.09722090, -77.2143
485, 31052.7188, -137523.4688, 7.09291601, -77.2760
486, 30993.2656, -137373.5312, 7.10094261, -77.2862
487, 31001.6719, -137420.9375, 7.09851837, -77.2871
488, 31040.2500, -137398.5312, 7.09919167, -77.2698
489, 31122.8594, -137371.7188, 7.09959078, -77.2346
490, 31205.2031, -137452.4688, 7.09470654, -77.2092
491, 31136.5000, -137470.5000, 7.09458637, -77.2381
492, 31168.5156, -137530.4062, 7.09129095, -77.2308
493, 30906.1875, -137430.3750, 7.09911108, -77.3258
494, 31147.1719, -137465.7500, 7.09470129, -77.2334
495, 31027.3672, -137455.4375, 7.09653807, -77.2800
496, 31107.7969, -137332.4375, 7.10169029, -77.2371
497, 31079.1719, -137268.5938, 7.10515070, -77.2427
498, 31193.5312, -137557.5938, 7.08967972, -77.2233
499, 31149.7969, -137602.8750, 7.08794689, -77.2447
500, 30986.6484, -137381.6562, 7.10061646, -77.2895
501, 31041.7344, -137190.8438, 7.10939837, -77.2506
502, 30949.0938, -136967.0312, 7.12148619, -77.2673
503, 30986.4297, -136970.7188, 7.12088585, -77.2527
504, 30913.3203, -136830.2188, 7.12866116, -77.2692
505, 30950.9766, -136874.4688, 7.12604666, -77.2582
506, 30924.6562, -136832.7500, 7.12840843, -77.2649
507, 30909.9844, -136908.0938, 7.12483978, -77.2775
508, 30774.5156, -136770.1562, 7.13319254, -77.3191
509, 30827.4453, -136820.2500, 7.13011599, -77.3025
510, 30794.3906, -136672.3125, 7.13783026, -77.3024
511, 30847.0625, -136534.4062, 7.14409924, -77.2690
512, 30949.8750, -136900.4375, 7.12477303, -77.2610
513, 31080.7500, -136806.0312, 7.12797976, -77.2003
514, 30986.0703, -136930.0938, 7.12289953, -77.2492
515, 31046.4375, -136905.5312, 7.12343884, -77.2230
516, 31239.0859, -137237.6250, 7.10488796, -77.1764
517, 31064.1094, -137229.3750, 7.10725021, -77.2451
518, 31211.3125, -137329.4375, 7.10068274, -77.1957
519, 31162.6875, -137141.6562, 7.11047173, -77.1981
520, 31053.4062, -136938.0938, 7.12174940, -77.2231
521, 31109.6562, -136836.3750, 7.12615108, -77.1916
522, 31128.5938, -137134.0000, 7.11123133, -77.2109
523, 31041.7031, -137042.8125, 7.11670399, -77.2372
524, 31039.8906, -137061.5000, 7.11580133, -77.2396
525, 31130.6797, -137007.9688, 7.11742830, -77.1987
526, 31142.2266, -137232.5938, 7.10621977, -77.2144
527, 31038.7969, -137235.5938, 7.10722589, -77.2557
528, 31057.5000, -137237.4062, 7.10692835, -77.2485
529, 31144.1016, -137288.0000, 7.10347080, -77.2187
530, 30993.2891, -137299.4062, 7.10458994, -77.2795
531, 31172.3125, -137237.0000, 7.10566664, -77.2029
532, 31023.7656, -137270.4375, 7.10567760, -77.2648
533, 31209.5078, -137348.1562, 7.09978294, -77.1981
534, 31163.8281, -137189.6562, 7.10809326, -77.2019
535, 31051.6484, -137326.9375, 7.10258579, -77.2588
536, 31115.4844, -137298.2812, 7.10328484, -77.2309
537, 31167.2031, -137259.7188, 7.10460472, -77.2069
538, 31092.7344, -137293.1875, 7.10378885, -77.2395
539, 31108.5000, -137265.6562, 7.10496855, -77.2308
540, 31086.4688, -137193.7812, 7.10875511, -77.2330
541, 31103.3047, -137140.2500, 7.11120605, -77.2215
542, 31065.9062, -137062.5625, 7.11545801, -77.2294
543, 31133.5078, -137366.9375, 7.09970665, -77.2299
544, 31013.4453, -137390.0625, 7.09990597, -77.2797
545, 31149.5156, -137157.8125, 7.10982275, -77.2048
546, 30957.0312, -137195.5938, 7.11010838, -77.2846
547, 31105.2344, -137343.8125, 7.10115910, -77.2391
548, 31097.0938, -137189.0000, 7.10887194, -77.2284
549, 30965.4531, -137242.9062, 7.10768223, -77.2855
550, 31182.7031, -137339.7188, 7.10049677, -77.2080
551, 31022.6094, -137444.8125, 7.09711266, -77.2809
552, 31110.7500, -137361.8125, 7.10021210, -77.2385
553, 30981.2031, -137289.4688, 7.10521364, -77.2834
554, 30929.8281, -137294.5938, 7.10553169, -77.3043
555, 31165.4375, -137352.5938, 7.10005617, -77.2160
556, 30987.8672, -137133.2812, 7.11283875, -77.2668
557, 31042.8281, -137313.0000, 7.10336924, -77.2611
558, 31207.9297, -137259.3125, 7.10416937, -77.1907
559, 31079.1719, -137268.5938, 7.10515070, -77.2427
560, 31201.5781, -137159.9375, 7.10913467, -77.1843
561, 31132.7734, -137359.5938, 7.10007620, -77.2296
562, 31081.7188, -137257.2188, 7.10568333, -77.2406
563, 31082.4219, -137190.4688, 7.10896349, -77.2344
564, 31099.3047, -137211.0000, 7.10776329, -77.2295
565, 31043.1719, -137057.4688, 7.11596441, -77.2380
566, 31087.4844, -137019.7188, 7.11733246, -77.2170
567, 31059.6562, -137037.2812, 7.11677694, -77.2296
568, 31136.3281, -137173.9375, 7.10917568, -77.2115
569, 31208.0234, -137333.4688, 7.10052109, -77.1974
570, 31209.0000, -137233.2500, 7.10544014, -77.1879
571, 30981.6875, -136886.1562, 7.12512398, -77.2470
572, 31004.7266, -137005.8438, 7.11894417, -77.2486
573, 30954.9062, -137099.5938, 7.11486912, -77.2769
574, 31024.8594, -137244.3750, 7.10694885, -77.2621
575, 31081.9688, -137001.7812, 7.11827993, -77.2175
576, 30857.0625, -137120.3438, 7.11493349, -77.3176
577, 31120.2656, -137308.9375, 7.10270691, -77.2300
578, 31072.5391, -137202.5625, 7.10847759, -77.2394
579, 31166.5547, -136996.9375, 7.11756992, -77.1835
580, 31074.6406, -137002.5000, 7.11832666, -77.2205
581, 31124.6484, -137278.8438, 7.10413980, -77.2255
582, 31256.2188, -137406.5000, 7.09639406, -77.1848
583, 31079.8906, -137275.9375, 7.10478163, -77.2430
584, 31105.5938, -137384.5938, 7.09915066, -77.2426
585, 31184.9062, -137361.7500, 7.09938860, -77.2091
586, 31045.0000, -137483.3750, 7.09497023, -77.2755
587, 31140.9062, -137440.4062, 7.09601450, -77.2336
588, 31062.2812, -137470.5312, 7.09540892, -77.2675
589, 30995.8828, -137213.9375, 7.10877132, -77.2708
590, 31104.9219, -137599.9375, 7.08858728, -77.2622
591, 31109.1094, -137050.8438, 7.11555290, -77.2112
592, 31071.7891, -137121.1875, 7.11249828, -77.2323
593, 30963.0625, -136736.6875, 7.13274145, -77.2410
594, 31078.8750, -136750.8750, 7.13073492, -77.1961
595, 31090.1250, -136679.6562, 7.13414097, -77.1852
596, 30918.5625, -136438.9375, 7.14804888, -77.2318
597, 31002.0469, -136500.5000, 7.14403963, -77.2040
598, 30881.7578, -136402.1250, 7.15029860, -77.2432
599, 30983.4844, -136572.3750, 7.14067364, -77.2180
600, 31033.4766, -136593.1562, 7.13907623, -77.1999
601, 31057.9219, -136579.6250, 7.13947296, -77.1889
602, 30854.3594, -136533.6875, 7.14405298, -77.2660
603, 31011.0469, -136333.9688, 7.15223503, -77.1853
604, 30818.7891, -136323.8125, 7.15491772, -77.2613
605, 31063.5781, -136417.0000, 7.14750004, -77.1719
606, 31044.1797, -136334.2812, 7.15184307, -77.1721
607, 31186.8750, -136290.3750, 7.15240812, -77.1111
608, 31037.7031, -136088.7188, 7.16418409, -77.1523
609, 31068.4844, -136247.2812, 7.15590811, -77.1545
610, 31093.8984, -136461.7812, 7.14492655, -77.1639
611, 31054.7891, -136804.9688, 7.12832451, -77.2106
612, 30987.4688, -136501.9688, 7.14413118, -77.2100
613, 30915.4688, -136926.0312, 7.12389040, -77.2770
614, 31033.0781, -136552.6562, 7.14109421, -77.1964
615, 30943.7031, -136580.0625, 7.14073944, -77.2345
616, 31115.0781, -136780.4375, 7.12886095, -77.1843
617, 30968.4844, -136459.7188, 7.14644861, -77.2137
618, 31069.5469, -136548.9688, 7.14086485, -77.1815
619, 31041.0625, -136485.5312, 7.14434338, -77.1871
620, 30951.7109, -136439.3125, 7.14765549, -77.2186
621, 30872.6641, -136347.8750, 7.15310764, -77.2419
622, 31042.5781, -136573.8125, 7.13993502, -77.1945
623, 31001.9609, -136353.2812, 7.15137482, -77.1907
624, 30937.5000, -136407.5938, 7.14939690, -77.2214
625, 30930.2031, -136408.3438, 7.14944172, -77.2244
626, 30953.1719, -136453.8750, 7.14691305, -77.2193
627, 30980.2188, -136871.5625, 7.12586260, -77.2463
628, 30824.3750, -136602.9688, 7.14094210, -77.2842
629, 30951.7188, -136734.1250, 7.13299608, -77.2452
630, 30878.0312, -136586.5938, 7.14115381, -77.2613
631, 30979.4922, -136790.4062, 7.12989187, -77.2393
632, 30924.0078, -136530.4375, 7.14343023, -77.2379
633, 30868.9844, -136458.5938, 7.14762831, -77.2534
634, 30738.5859, -136405.2812, 7.15175438, -77.3007
635, 30784.5938, -136610.5938, 7.14100885, -77.3008
636, 30778.3281, -136659.1250, 7.13866568, -77.3076
637, 30993.3438, -136634.0625, 7.13749599, -77.2196
638, 30856.9375, -136448.7500, 7.14825487, -77.2573
639, 30881.9922, -136663.6250, 7.13727951, -77.2667
640, 30898.4688, -136569.8125, 7.14175892, -77.2516
641, 30871.3594, -136742.1250, 7.13350058, -77.2780
642, 30806.5781, -136534.7500, 7.14453745, -77.2852
643, 30895.8281, -136728.6250, 7.13389587, -77.2670
644, 30875.7656, -136712.1875, 7.13493776, -77.2735
645, 30784.5000, -136684.3438, 7.13734341, -77.3074
646, 30842.7656, -136826.1250, 7.12965298, -77.2969
647, 30719.7578, -136550.6875, 7.14471769, -77.3213
648, 30828.4062, -136606.2812, 7.14073229, -77.2829
649, 30867.2188, -136886.5000, 7.12638760, -77.2926
650, 30767.9453, -136516.4688, 7.14588118, -77.2990
651, 30828.2812, -137015.9688, 7.12041283, -77.3197
652, 30984.9844, -136808.3125, 7.12894297, -77.2387
653, 30825.6719, -136765.0625, 7.13287354, -77.2983
654, 30770.0781, -136800.0938, 7.13175583, -77.3236
655, 30820.4531, -136861.5625, 7.12814522, -77.3090
656, 30833.4531, -136657.3438, 7.13813686, -77.2855
657, 30648.4141, -136498.7500, 7.14810419, -77.3451
658, 30825.8281, -136617.5625, 7.14020014, -77.2849
659, 30855.1406, -136876.5938, 7.12701321, -77.2965
660, 30747.5625, -136721.1250, 7.13592911, -77.3255
661, 30906.6328, -136986.0312, 7.12102032, -77.2859
662, 30656.3438, -136693.1875, 7.13833523, -77.3594
663, 30783.7812, -136677.0312, 7.13771486, -77.3071
664, 30541.1172, -136874.0625, 7.13063145, -77.4215
665, 30682.9062, -136889.8125, 7.12827682, -77.3664
666, 30614.4531, -136793.1562, 7.13383389, -77.3850
667, 30679.6875, -137008.3438, 7.12244034, -77.3782
668, 30614.4922, -136907.5625, 7.12815619, -77.3952
669, 30625.5234, -136755.1875, 7.13559723, -77.3772
670, 30587.0938, -136777.3750, 7.13492203, -77.3945
671, 30625.5234, -136755.1875, 7.13559723, -77.3772
672, 30645.6406, -136886.0625, 7.12887716, -77.3809
673, 30720.4922, -136745.9375, 7.13499832, -77.3385
674, 30737.9844, -136962.0000, 7.12408733, -77.3509
675, 30675.3281, -136849.9688, 7.13033772, -77.3658
676, 30677.4688, -136871.8750, 7.12922716, -77.3669
677, 30580.9453, -136637.9062, 7.14192533, -77.3845
678, 30571.3125, -136919.1250, 7.12806177, -77.4134
679, 30867.2812, -137148.9688, 7.11340714, -77.3161
680, 30685.2266, -136837.9062, 7.13082647, -77.3608
681, 30852.6250, -137150.3750, 7.11350060, -77.3221
682, 30590.1172, -136618.5625, 7.14278603, -77.3791
683, 30733.6875, -136918.1250, 7.12630892, -77.3487
684, 30710.0234, -136865.0312, 7.12920427, -77.3533
685, 30778.8906, -137002.3438, 7.12163591, -77.3382
686, 30918.3125, -137029.2188, 7.11875439, -77.2851
687, 30731.4844, -137084.5938, 7.11809397, -77.3644
688, 30796.4062, -137030.1875, 7.12006426, -77.3337
689, 30721.6250, -136908.1875, 7.12693596, -77.3526
690, 30687.5312, -136786.0312, 7.13337517, -77.3552
691, 30639.4141, -136746.4688, 7.13587570, -77.3709
692, 30758.2109, -136904.6250, 7.12670517, -77.3377
693, 30854.1094, -136828.7188, 7.12939787, -77.2927
694, 30805.5000, -136822.4375, 7.13025284, -77.3115
695, 30893.7812, -137042.7500, 7.11835909, -77.2961
696, 30890.0781, -137080.0938, 7.11655426, -77.3009
697, 30907.4219, -136919.4375, 7.12430668, -77.2796
698, 30796.5234, -136956.2500, 7.12372160, -77.3270
699, 31071.4688, -137302.7188, 7.10355711, -77.2488
700, 30962.2656, -137024.8438, 7.11847973, -77.2672
701, 30843.8594, -137136.4688, 7.11428404, -77.3243
702, 30851.3750, -136987.7812, 7.12154961, -77.3080
703, 30938.4297, -137045.7188, 7.11771488, -77.2786
704, 30936.2031, -137097.7188, 7.11517048, -77.2841
705, 30891.4531, -137168.7812, 7.11216068, -77.3083
706, 30960.4531, -136969.5938, 7.12123203, -77.2630
707, 30805.4688, -137084.7500, 7.11726522, -77.3350
708, 30893.3125, -137150.0938, 7.11306190, -77.3059
709, 31001.7500, -137272.6250, 7.10581493, -77.2738
710, 30907.3594, -136993.3438, 7.12065029, -77.2862
711, 30868.4219, -137122.9375, 7.11467934, -77.3134
712, 30776.7188, -136980.3750, 7.12274742, -77.3371
713, 30896.6875, -137072.0312, 7.11687994, -77.2975
714, 30783.6953, -136750.7812, 7.13405180, -77.3137
715, 30958.6094, -136988.2500, 7.12033033, -77.2654
716, 30947.2969, -136911.7812, 7.12424040, -77.2630
717, 31014.5625, -136772.1250, 7.13040543, -77.2236
718, 30965.5703, -136946.9062, 7.12229729, -77.2589
719, 31093.3594, -137078.3125, 7.11437273, -77.2199
720, 30900.5938, -136739.2188, 7.13331699, -77.2661
721, 30926.1172, -136847.4062, 7.12766552, -77.2657
722, 30893.2266, -136813.7500, 7.12970209, -77.2757
723, 30949.7969, -137048.2812, 7.11746073, -77.2743
724, 30882.9531, -136859.0625, 7.12757111, -77.2839
725, 31008.3906, -136894.5938, 7.12440681, -77.2371
726, 30928.5000, -137131.7812, 7.11357498, -77.2903
727, 30922.0625, -136917.9688, 7.12421560, -77.2736
728, 30898.8594, -137094.0312, 7.11576891, -77.2987
729, 30838.5938, -136970.5938, 7.12254286, -77.3116
730, 30820.2344, -137009.3438, 7.12082958, -77.3224
731, 30754.6250, -137056.4688, 7.11922884, -77.3527
732, 31049.4297, -137230.8125, 7.10734320, -77.2511
733, 30861.1719, -137049.6875, 7.11837912, -77.3097
734, 30939.8984, -137060.3750, 7.11697388, -77.2793
735, 30850.4844, -136792.1562, 7.13125134, -77.2908
736, 30938.5000, -136971.7812, 7.12136889, -77.2719
737, 30936.3125, -136949.8125, 7.12248087, -77.2708
738, 30823.5156, -137005.3125, 7.12099266, -77.3207
739, 30944.3750, -136882.5000, 7.12572289, -77.2615
740, 30988.2344, -137099.9375, 7.11448097, -77.2636
741, 30910.7656, -136841.5312, 7.12812853, -77.2712
742, 30978.3750, -136964.0938, 7.12130308, -77.2553
743, 30889.4297, -136998.8125, 7.12057972, -77.2939
744, 30964.4062, -137120.8438, 7.11371469, -77.2750
745, 30775.7578, -136670.4375, 7.13813210, -77.3097
746, 30856.1953, -136924.5000, 7.12462902, -77.3004
747, 30860.4375, -136706.3125, 7.13540077, -77.2791
748, 30823.1719, -136702.6250, 7.13600206, -77.2937
749, 30896.0156, -136990.7812, 7.12090397, -77.2905
750, 30716.4844, -136742.6250, 7.13520765, -77.3398
751, 30939.6562, -136798.0625, 7.12995958, -77.2558
752, 30854.8281, -136836.0000, 7.12902880, -77.2930
753, 31014.6250, -137067.7188, 7.11577654, -77.2503
754, 30789.8438, -136776.0000, 7.13273144, -77.3135
755, 30801.6797, -136671.5625, 7.13778591, -77.2994
756, 30797.4688, -136815.8438, 7.13066912, -77.3141
757, 30888.3750, -136950.9062, 7.12296200, -77.2900
758, 30887.5781, -137017.4688, 7.11967754, -77.2963
759, 30767.0938, -136844.6875, 7.12957764, -77.3288
760, 30754.6250, -137056.4688, 7.11922884, -77.3527
761, 30925.9844, -137069.1562, 7.11669540, -77.2856
762, 30895.2188, -137057.4062, 7.11761808, -77.2968
763, 30799.4062, -136985.5000, 7.12224150, -77.3285
764, 30773.2656, -136869.9062, 7.12825871, -77.3286
765, 30868.5781, -136975.0000, 7.12199020, -77.3000
766, 30869.0469, -137204.3125, 7.11065626, -77.3204
767, 30872.4531, -137126.2500, 7.11447144, -77.3120
