Bvp Num, Bvp
0, 573602, 61
1, 244215, 61
2, 156050, 61
3, 132426, 61
4, 126100, 61
5, 124378, 61
6, 123939, 61
7, 123731, 61
8, 123691, 61
9, 123694, 61
10, 123714, 61
11, 123713, 61
12, 123572, 61
13, 123636, 61
14, 123619, 61
15, 123626, 61
16, 123613, 61
17, 123613, 61
18, 123730, 61
19, 123587, 61
20, 123604, 61
21, 123415, 61
22, 123521, 61
23, 123506, 61
24, 123489, 61
25, 123495, 131
26, 123534, 131
27, 2061617, 131
28, 2052023, 131
29, 2052407, 131
30, 2052093, 131
31, 2052075, 131
32, 2051187, 131
33, 2050942, 131
34, 2051149, 131
35, 2050660, 131
36, 2050704, 131
37, 2051562, 131
38, 2051283, 131
39, 2051091, 131
40, 2086273, 131
41, 2095194, 131
42, -2096961, 131
43, -2096207, 131
44, -2096052, 131
45, -2096027, 131
46, -2096012, 131
47, -2096431, 131
48, -2096188, 131
49, -2095996, 131
50, -2096002, 109
51, 1586521, 109
52, 1341742, 109
53, 1276134, 109
54, 1258526, 109
55, 1253824, 109
56, 1252741, 109
57, 1252398, 109
58, 1252515, 109
59, 1252633, 109
60, 1252738, 109
61, 1252863, 109
62, 1253138, 109
63, 794910, 109
64, 672210, 109
65, 639215, 109
66, 630383, 109
67, 628087, 109
68, 627522, 109
69, 627541, 109
70, 627407, 109
71, 627383, 109
72, 627376, 109
73, 627099, 109
74, 626939, 109
75, 626779, 98
76, -1019008, 98
77, -1460703, 98
78, -1579651, 98
79, -1611893, 98
80, -1620719, 98
81, -1623399, 98
82, -1624362, 98
83, -1624926, 98
84, -1625221, 98
85, -1625380, 98
86, -1625739, 98
87, -1625831, 98
88, -353963, 98
89, -12834, 98
90, 78617, 98
91, 103414, 98
92, 109803, 98
93, 111470, 98
94, 111923, 98
95, 112161, 98
96, 112154, 98
97, 112156, 98
98, 112256, 98
99, 112183, 98
100, 112024, 89
101, 112002, 89
102, 111983, 89
103, 111992, 89
104, 111781, 89
105, 111857, 89
106, 111708, 89
107, 111616, 89
108, 111326, 89
109, 111350, 89
110, 111200, 89
111, 111388, 89
112, 111254, 89
113, 111328, 89
114, 111425, 89
115, 111597, 89
116, 111533, 89
117, 111751, 89
118, 111809, 89
119, 112050, 89
120, 112274, 89
121, 112564, 89
122, 112513, 89
123, 112768, 89
124, 112984, 89
125, 113048, 89
126, 113206, 89
127, 113339, 89
128, 113365, 89
129, 113575, 89
130, 113745, 89
131, 113869, 89
132, 113977, 89
133, 114130, 89
134, 114181, 89
135, 114248, 89
136, 114238, 89
137, 114460, 89
138, 114645, 89
139, 114674, 89
140, 114845, 89
141, 114868, 89
142, 115108, 89
143, 115215, 89
144, 115165, 89
145, 115212, 89
146, 115351, 89
147, 115545, 89
148, 115811, 89
149, 115821, 89
150, 115338, 89
151, 114996, 89
152, 114149, 89
153, 113474, 89
154, 113039, 89
155, 112704, 89
156, 112422, 89
157, 112120, 89
158, 111680, 89
159, 111519, 89
160, 111140, 89
161, 110851, 89
162, 110543, 89
163, 110107, 89
164, 109727, 89
165, 109491, 89
166, 109080, 89
167, 108841, 89
168, 108912, 89
169, 108951, 89
170, 109250, 89
171, 109270, 89
172, 109155, 89
173, 109208, 89
174, 109090, 89
175, 108929, 87
176, 108910, 87
177, 108764, 87
178, 109071, 87
179, 109100, 87
180, 109301, 87
181, 109452, 87
182, 109853, 87
183, 109971, 87
184, 109933, 87
185, 110002, 87
186, 109930, 87
187, 110019, 87
188, 110127, 87
189, 110170, 87
190, 110082, 87
191, 109758, 87
192, 109358, 87
193, 109109, 87
194, 108827, 87
195, 108596, 87
196, 108136, 87
197, 107506, 87
198, 107445, 87
199, 107431, 87
200, 107086, 87
201, 107256, 87
202, 107036, 87
203, 106805, 87
204, 106552, 87
205, 106265, 87
206, 106032, 87
207, 106066, 87
208, 105942, 87
209, 105900, 87
210, 105916, 87
211, 105660, 87
212, 105528, 87
213, 105381, 87
214, 105161, 87
215, 104890, 87
216, 104811, 87
217, 104944, 87
218, 105436, 87
219, 106540, 87
220, 108409, 87
221, 110480, 87
222, 112599, 87
223, 114685, 87
