Acc Num, Acceleration1(mg), Acceleration2(mg), Acceleration3(mg), Angular Rate1(mdps), Angular Rate2(mdps), Angular Rate3(mdps)
1428, 134.5660, -749.4460, 639.8900, 560.0000, -210.0000, -735.0000
1429, 134.4440, -749.6900, 640.1340, 700.0000, -175.0000, -700.0000
1430, 134.4440, -749.8120, 640.3780, 560.0000, 35.0000, -595.0000
1431, 134.2000, -750.0560, 640.6220, 420.0000, 140.0000, -560.0000
1432, 134.0780, -750.4220, 640.8660, 525.0000, 0.0000, -525.0000
1433, 133.8340, -750.6660, 641.1100, 665.0000, -35.0000, -595.0000
1434, 133.7120, -750.9100, 641.2320, 665.0000, 70.0000, -595.0000
1435, 133.5900, -751.1540, 641.5980, 630.0000, 35.0000, -560.0000
1436, 133.3460, -751.2760, 641.8420, 560.0000, -105.0000, -630.0000
1437, 133.1020, -751.3980, 642.0860, 595.0000, -245.0000, -700.0000
1438, 132.9800, -751.6420, 642.3300, 630.0000, -245.0000, -665.0000
1439, 132.7360, -751.7640, 642.4520, 630.0000, -175.0000, -665.0000
1440, 132.4920, -751.8860, 642.5740, 665.0000, -245.0000, -770.0000
1441, 132.3700, -752.0080, 642.8180, 595.0000, -315.0000, -770.0000
1442, 132.2480, -752.1300, 642.9400, 630.0000, -350.0000, -665.0000
1443, 132.1260, -752.1300, 643.1840, 595.0000, -385.0000, -630.0000
1444, 132.0040, -752.2520, 643.4280, 420.0000, -560.0000, -700.0000
1445, 131.7600, -752.3740, 643.5500, 175.0000, -665.0000, -980.0000
1446, 131.6380, -752.4960, 643.4280, 735.0000, -245.0000, -875.0000
1447, 131.5160, -752.4960, 643.5500, 770.0000, -210.0000, -560.0000
1448, 131.5160, -752.4960, 643.9160, 315.0000, -455.0000, -665.0000
1449, 131.3940, -752.6180, 643.9160, 385.0000, -525.0000, -700.0000
1450, 131.2720, -752.6180, 643.7940, 595.0000, -315.0000, -560.0000
1451, 131.1500, -752.7400, 643.9160, 455.0000, -175.0000, -420.0000
1452, 130.9060, -752.8620, 644.1600, 805.0000, -490.0000, -735.0000
1453, 130.7840, -752.7400, 644.4040, 490.0000, -630.0000, -805.0000
1454, 130.7840, -752.7400, 644.2820, 385.0000, -455.0000, -595.0000
1455, 130.6620, -752.8620, 644.4040, 525.0000, -350.0000, -735.0000
1456, 130.5400, -752.9840, 644.5260, 350.0000, -490.0000, -735.0000
1457, 130.5400, -752.9840, 644.5260, 525.0000, -455.0000, -770.0000
1458, 130.5400, -753.1060, 644.4040, 595.0000, -350.0000, -805.0000
1459, 130.4180, -753.1060, 644.5260, 630.0000, -420.0000, -700.0000
1460, 130.2960, -753.2280, 644.5260, 735.0000, -560.0000, -770.0000
1461, 130.2960, -753.2280, 644.5260, 805.0000, -455.0000, -945.0000
1462, 130.2960, -753.1060, 644.6480, 805.0000, -490.0000, -875.0000
1463, 130.1740, -753.1060, 644.6480, 350.0000, -455.0000, -700.0000
1464, 130.1740, -753.1060, 644.6480, 455.0000, -385.0000, -770.0000
1465, 130.1740, -753.1060, 644.7700, 595.0000, -385.0000, -770.0000
1466, 130.0520, -752.9840, 644.7700, 420.0000, -385.0000, -630.0000
1467, 130.0520, -753.1060, 644.8920, 455.0000, -385.0000, -630.0000
1468, 129.9300, -753.2280, 644.8920, 595.0000, -455.0000, -840.0000
1469, 129.8080, -753.2280, 644.8920, 700.0000, -665.0000, -735.0000
1470, 129.8080, -753.1060, 645.0140, 700.0000, -665.0000, -665.0000
1471, 129.9300, -753.1060, 645.1360, 490.0000, -560.0000, -805.0000
1472, 129.8080, -753.1060, 645.1360, 35.0000, -630.0000, -1015.0000
1473, 129.8080, -752.9840, 645.0140, 595.0000, -315.0000, -910.0000
1474, 129.8080, -752.8620, 645.1360, 700.0000, -210.0000, -630.0000
1475, 129.9300, -752.9840, 645.2580, 315.0000, -455.0000, -665.0000
1476, 129.9300, -752.9840, 645.1360, 455.0000, -560.0000, -770.0000
1477, 129.9300, -752.9840, 645.0140, 665.0000, -280.0000, -700.0000
1478, 129.8080, -752.8620, 645.1360, 490.0000, -140.0000, -385.0000
1479, 129.6860, -752.9840, 645.3800, 490.0000, -490.0000, -630.0000
1480, 129.5640, -752.9840, 645.3800, 245.0000, -665.0000, -945.0000
1481, 129.5640, -752.9840, 645.2580, 560.0000, -385.0000, -770.0000
1482, 129.5640, -752.9840, 645.2580, 420.0000, -350.0000, -665.0000
1483, 129.4420, -753.1060, 645.2580, 385.0000, -560.0000, -700.0000
1484, 129.4420, -753.2280, 645.1360, 700.0000, -525.0000, -805.0000
1485, 129.4420, -753.1060, 645.1360, 595.0000, -455.0000, -770.0000
1486, 129.3200, -753.1060, 645.2580, 315.0000, -595.0000, -525.0000
1487, 129.3200, -753.2280, 645.2580, 420.0000, -805.0000, -735.0000
1488, 129.3200, -753.2280, 645.3800, 560.0000, -840.0000, -875.0000
1489, 129.3200, -753.2280, 645.3800, 350.0000, -875.0000, -840.0000
1490, 129.3200, -753.2280, 645.3800, 175.0000, -945.0000, -805.0000
1491, 129.3200, -753.3500, 645.3800, 280.0000, -980.0000, -805.0000
1492, 129.4420, -753.4720, 645.3800, 455.0000, -1085.0000, -910.0000
1493, 129.4420, -753.3500, 645.3800, 455.0000, -1155.0000, -875.0000
1494, 129.5640, -753.2280, 645.3800, 280.0000, -1155.0000, -700.0000
1495, 129.6860, -753.2280, 645.3800, 70.0000, -1190.0000, -560.0000
1496, 129.6860, -753.4720, 645.2580, 315.0000, -1295.0000, -770.0000
1497, 129.6860, -753.5940, 645.1360, 665.0000, -1365.0000, -945.0000
1498, 129.9300, -753.5940, 645.1360, 560.0000, -1435.0000, -945.0000
1499, 130.1740, -753.5940, 645.1360, 420.0000, -1435.0000, -945.0000
1500, 130.4180, -753.4720, 645.1360, 210.0000, -1400.0000, -910.0000
1501, 130.5400, -753.5940, 645.0140, -105.0000, -1330.0000, -945.0000
1502, 130.6620, -753.7160, 644.6480, 490.0000, -1155.0000, -1015.0000
1503, 130.9060, -753.7160, 644.5260, 735.0000, -1085.0000, -840.0000
1504, 131.2720, -753.5940, 644.6480, 350.0000, -1295.0000, -805.0000
1505, 131.5160, -753.5940, 644.6480, 35.0000, -1295.0000, -875.0000
1506, 131.7600, -753.7160, 644.2820, 245.0000, -1015.0000, -805.0000
1507, 132.0040, -753.8380, 644.1600, 315.0000, -805.0000, -665.0000
1508, 132.1260, -753.9600, 644.1600, 490.0000, -980.0000, -770.0000
1509, 132.4920, -754.0820, 644.1600, 420.0000, -1190.0000, -910.0000
1510, 132.7360, -754.0820, 644.0380, 420.0000, -1120.0000, -805.0000
1511, 132.9800, -754.0820, 643.9160, 350.0000, -980.0000, -770.0000
1512, 133.1020, -754.2040, 643.7940, 315.0000, -910.0000, -735.0000
1513, 133.3460, -754.4480, 643.5500, 630.0000, -875.0000, -945.0000
1514, 133.5900, -754.3260, 643.4280, 700.0000, -770.0000, -980.0000
1515, 133.9560, -754.3260, 643.3060, 455.0000, -630.0000, -735.0000
1516, 134.2000, -754.3260, 643.1840, 525.0000, -560.0000, -700.0000
1517, 134.3220, -754.3260, 643.0620, 525.0000, -595.0000, -770.0000
1518, 134.4440, -754.3260, 643.0620, 665.0000, -630.0000, -875.0000
1519, 134.6880, -754.2040, 643.0620, 490.0000, -630.0000, -735.0000
1520, 134.9320, -754.3260, 642.9400, 385.0000, -560.0000, -630.0000
1521, 135.1760, -754.3260, 642.8180, 665.0000, -385.0000, -770.0000
1522, 135.2980, -754.3260, 642.6960, 490.0000, -350.0000, -700.0000
1523, 135.4200, -754.3260, 642.6960, 490.0000, -385.0000, -630.0000
1524, 135.5420, -754.4480, 642.6960, 490.0000, -385.0000, -630.0000
1525, 135.6640, -754.4480, 642.6960, 560.0000, -525.0000, -595.0000
1526, 135.7860, -754.3260, 642.6960, 525.0000, -455.0000, -665.0000
1527, 135.9080, -754.4480, 642.5740, 455.0000, -280.0000, -700.0000
1528, 135.9080, -754.5700, 642.5740, 315.0000, -175.0000, -805.0000
1529, 135.9080, -754.5700, 642.4520, 805.0000, -210.0000, -875.0000
1530, 136.1520, -754.4480, 642.5740, 560.0000, -315.0000, -665.0000
1531, 136.2740, -754.4480, 642.5740, 455.0000, -350.0000, -700.0000
1532, 136.2740, -754.4480, 642.4520, 490.0000, -280.0000, -735.0000
1533, 136.2740, -754.4480, 642.3300, 490.0000, -140.0000, -525.0000
1534, 136.1520, -754.5700, 642.3300, 665.0000, -210.0000, -490.0000
1535, 136.1520, -754.5700, 642.4520, 700.0000, -525.0000, -735.0000
1536, 136.2740, -754.5700, 642.4520, 630.0000, -595.0000, -945.0000
1537, 136.3960, -754.3260, 642.4520, 560.0000, -350.0000, -700.0000
1538, 136.2740, -754.3260, 642.4520, 280.0000, -210.0000, -525.0000
1539, 136.1520, -754.4480, 642.4520, 420.0000, -245.0000, -595.0000
1540, 136.1520, -754.5700, 642.3300, 805.0000, -175.0000, -805.0000
1541, 136.2740, -754.4480, 642.3300, 630.0000, -35.0000, -595.0000
1542, 136.2740, -754.4480, 642.3300, 490.0000, 35.0000, -420.0000
1543, 136.2740, -754.4480, 642.4520, 525.0000, -35.0000, -525.0000
1544, 136.1520, -754.4480, 642.5740, 595.0000, -175.0000, -665.0000
1545, 136.0300, -754.3260, 642.5740, 490.0000, -210.0000, -595.0000
1546, 135.9080, -754.3260, 642.5740, 420.0000, -140.0000, -560.0000
1547, 135.7860, -754.4480, 642.4520, 560.0000, -70.0000, -630.0000
1548, 135.6640, -754.4480, 642.5740, 770.0000, 0.0000, -665.0000
1549, 135.5420, -754.4480, 642.5740, 630.0000, 105.0000, -525.0000
1550, 135.4200, -754.4480, 642.6960, 595.0000, 105.0000, -630.0000
1551, 135.2980, -754.4480, 642.6960, 630.0000, 35.0000, -700.0000
1552, 135.1760, -754.4480, 642.8180, 630.0000, -70.0000, -630.0000
1553, 135.0540, -754.4480, 642.9400, 525.0000, -105.0000, -595.0000
1554, 134.9320, -754.4480, 643.0620, 490.0000, -140.0000, -665.0000
1555, 134.6880, -754.5700, 643.0620, 210.0000, -245.0000, -805.0000
1556, 134.4440, -754.5700, 642.8180, 735.0000, 70.0000, -805.0000
1557, 134.4440, -754.4480, 642.9400, 980.0000, 280.0000, -630.0000
1558, 134.3220, -754.4480, 643.1840, 420.0000, 70.0000, -595.0000
1559, 134.2000, -754.4480, 643.1840, 525.0000, -210.0000, -735.0000
1560, 133.9560, -754.4480, 643.1840, 665.0000, -105.0000, -665.0000
1561, 133.7120, -754.3260, 643.1840, 560.0000, 140.0000, -490.0000
1562, 133.4680, -754.3260, 643.4280, 770.0000, 0.0000, -630.0000
1563, 133.2240, -754.3260, 643.6720, 420.0000, -350.0000, -840.0000
1564, 133.1020, -754.3260, 643.6720, 490.0000, -350.0000, -700.0000
1565, 132.9800, -754.2040, 643.6720, 560.0000, -140.0000, -700.0000
1566, 132.7360, -754.2040, 643.6720, 350.0000, -175.0000, -665.0000
1567, 132.4920, -754.3260, 643.7940, 595.0000, -210.0000, -700.0000
1568, 132.3700, -754.3260, 643.7940, 595.0000, -245.0000, -805.0000
1569, 132.2480, -754.3260, 643.7940, 595.0000, -245.0000, -700.0000
1570, 132.0040, -754.2040, 643.9160, 525.0000, -245.0000, -630.0000
1571, 131.8820, -754.2040, 644.0380, 560.0000, -385.0000, -665.0000
1572, 131.6380, -754.2040, 644.1600, 700.0000, -420.0000, -700.0000
1573, 131.5160, -754.0820, 644.1600, 490.0000, -385.0000, -735.0000
1574, 131.3940, -754.0820, 644.1600, 455.0000, -385.0000, -735.0000
1575, 131.2720, -754.0820, 644.2820, 560.0000, -350.0000, -770.0000
1576, 131.1500, -754.0820, 644.4040, 490.0000, -385.0000, -735.0000
1577, 131.0280, -754.0820, 644.4040, 525.0000, -420.0000, -770.0000
1578, 130.9060, -754.0820, 644.5260, 595.0000, -385.0000, -735.0000
1579, 130.7840, -753.9600, 644.5260, 490.0000, -420.0000, -700.0000
1580, 130.6620, -754.0820, 644.5260, 490.0000, -420.0000, -770.0000
1581, 130.5400, -754.0820, 644.6480, 525.0000, -420.0000, -805.0000
1582, 130.5400, -753.9600, 644.6480, 525.0000, -455.0000, -770.0000
1583, 130.4180, -753.9600, 644.7700, 350.0000, -490.0000, -700.0000
1584, 130.2960, -753.9600, 644.8920, 175.0000, -700.0000, -840.0000
1585, 130.1740, -754.0820, 644.6480, 245.0000, -560.0000, -910.0000
1586, 130.1740, -753.9600, 644.5260, 770.0000, -210.0000, -770.0000
1587, 130.1740, -753.9600, 644.6480, 490.0000, -350.0000, -630.0000
1588, 130.1740, -753.9600, 644.7700, 210.0000, -560.0000, -735.0000
1589, 130.0520, -754.0820, 644.6480, 525.0000, -385.0000, -700.0000
1590, 129.9300, -753.9600, 644.5260, 490.0000, -175.0000, -525.0000
1591, 129.8080, -753.9600, 644.6480, 560.0000, -280.0000, -490.0000
1592, 129.6860, -753.9600, 644.8920, 630.0000, -595.0000, -840.0000
1593, 129.6860, -753.9600, 644.7700, 280.0000, -595.0000, -840.0000
1594, 129.5640, -753.9600, 644.7700, 455.0000, -420.0000, -630.0000
1595, 129.4420, -753.9600, 644.7700, 490.0000, -420.0000, -735.0000
1596, 129.3200, -754.0820, 644.7700, 385.0000, -525.0000, -770.0000
1597, 129.3200, -754.0820, 644.6480, 595.0000, -455.0000, -875.0000
1598, 129.3200, -754.0820, 644.6480, 525.0000, -350.0000, -735.0000
1599, 129.3200, -754.2040, 644.6480, 525.0000, -385.0000, -665.0000
1600, 129.1980, -754.2040, 644.6480, 595.0000, -490.0000, -770.0000
1601, 129.1980, -754.0820, 644.7700, 525.0000, -490.0000, -735.0000
1602, 129.0760, -753.9600, 644.7700, 420.0000, -490.0000, -700.0000
1603, 128.9540, -753.9600, 644.6480, 350.0000, -490.0000, -735.0000
1604, 128.9540, -754.0820, 644.6480, 560.0000, -420.0000, -805.0000
1605, 128.8320, -754.0820, 644.6480, 420.0000, -455.0000, -735.0000
1606, 128.8320, -754.0820, 644.6480, 350.0000, -455.0000, -700.0000
1607, 128.8320, -754.2040, 644.6480, 420.0000, -455.0000, -735.0000
1608, 128.7100, -754.2040, 644.6480, 455.0000, -455.0000, -700.0000
1609, 128.5880, -754.2040, 644.6480, 455.0000, -630.0000, -770.0000
1610, 128.5880, -754.2040, 644.6480, 350.0000, -770.0000, -910.0000
1611, 128.5880, -754.3260, 644.6480, 315.0000, -840.0000, -840.0000
1612, 128.5880, -754.3260, 644.6480, 490.0000, -910.0000, -910.0000
1613, 128.5880, -754.3260, 644.6480, 280.0000, -1050.0000, -840.0000
1614, 128.5880, -754.4480, 644.6480, 0.0000, -1295.0000, -980.0000
1615, 128.5880, -754.6920, 644.4040, 350.0000, -1155.0000, -1085.0000
1616, 128.7100, -754.6920, 644.2820, 1120.0000, -875.0000, -980.0000
1617, 128.9540, -754.4480, 644.4040, 560.0000, -1190.0000, -910.0000
1618, 129.0760, -754.4480, 644.5260, 105.0000, -1505.0000, -875.0000
1619, 129.3200, -754.5700, 644.2820, 490.0000, -1330.0000, -980.0000
1620, 129.4420, -754.5700, 644.0380, 420.0000, -1050.0000, -840.0000
1621, 129.5640, -754.5700, 644.0380, 525.0000, -1050.0000, -805.0000
1622, 129.6860, -754.5700, 644.1600, 385.0000, -1365.0000, -1015.0000
1623, 130.0520, -754.5700, 644.0380, 350.0000, -1470.0000, -1050.0000
1624, 130.2960, -754.5700, 643.9160, 525.0000, -1295.0000, -875.0000
1625, 130.5400, -754.4480, 643.7940, 315.0000, -1190.0000, -805.0000
1626, 130.6620, -754.5700, 643.6720, 315.0000, -1225.0000, -770.0000
1627, 131.0280, -754.6920, 643.4280, 595.0000, -1155.0000, -980.0000
1628, 131.2720, -754.6920, 643.3060, 490.0000, -1085.0000, -945.0000
1629, 131.6380, -754.6920, 643.3060, 455.0000, -1015.0000, -770.0000
1630, 131.8820, -754.8140, 643.1840, 595.0000, -980.0000, -840.0000
1631, 132.1260, -754.6920, 643.1840, 455.0000, -945.0000, -805.0000
1632, 132.2480, -754.6920, 643.0620, 490.0000, -910.0000, -805.0000
1633, 132.4920, -754.6920, 643.0620, 455.0000, -805.0000, -840.0000
1634, 132.7360, -754.6920, 642.9400, 490.0000, -735.0000, -840.0000
1635, 132.9800, -754.6920, 642.8180, 455.0000, -630.0000, -910.0000
1636, 133.2240, -754.6920, 642.8180, 455.0000, -595.0000, -875.0000
1637, 133.5900, -754.6920, 642.6960, 385.0000, -560.0000, -805.0000
1638, 133.7120, -754.8140, 642.5740, 350.0000, -525.0000, -770.0000
1639, 133.8340, -754.8140, 642.4520, 595.0000, -560.0000, -805.0000
1640, 134.0780, -754.8140, 642.4520, 595.0000, -420.0000, -805.0000
1641, 134.2000, -754.8140, 642.4520, 315.0000, -280.0000, -665.0000
1642, 134.3220, -754.9360, 642.2080, 280.0000, -280.0000, -875.0000
1643, 134.4440, -754.9360, 642.0860, 980.0000, -280.0000, -840.0000
1644, 134.6880, -754.8140, 642.2080, 560.0000, -420.0000, -560.0000
1645, 134.9320, -754.8140, 642.2080, 350.0000, -490.0000, -630.0000
1646, 134.9320, -754.8140, 641.9640, 595.0000, -280.0000, -700.0000
1647, 134.9320, -754.8140, 641.8420, 455.0000, -140.0000, -560.0000
1648, 134.9320, -754.8140, 641.8420, 630.0000, -210.0000, -490.0000
1649, 134.9320, -754.9360, 641.9640, 630.0000, -490.0000, -770.0000
1650, 135.1760, -754.8140, 642.0860, 490.0000, -560.0000, -980.0000
1651, 135.2980, -754.6920, 641.9640, 525.0000, -420.0000, -805.0000
1652, 135.1760, -754.6920, 641.9640, 210.0000, -350.0000, -630.0000
1653, 135.1760, -754.9360, 641.7200, 455.0000, -350.0000, -700.0000
1654, 135.1760, -755.0580, 641.5980, 875.0000, -245.0000, -875.0000
1655, 135.2980, -754.9360, 641.5980, 665.0000, -175.0000, -700.0000
1656, 135.2980, -754.8140, 641.5980, 595.0000, -175.0000, -525.0000
1657, 135.4200, -754.8140, 641.7200, 560.0000, -245.0000, -560.0000
1658, 135.2980, -754.8140, 641.8420, 630.0000, -420.0000, -700.0000
1659, 135.2980, -754.8140, 641.8420, 490.0000, -455.0000, -770.0000
1660, 135.1760, -754.8140, 641.7200, 455.0000, -280.0000, -700.0000
1661, 135.1760, -754.8140, 641.7200, 630.0000, 0.0000, -665.0000
1662, 135.1760, -754.8140, 641.7200, 525.0000, 70.0000, -630.0000
1663, 135.0540, -754.8140, 641.8420, 525.0000, 70.0000, -595.0000
1664, 135.0540, -754.8140, 641.9640, 560.0000, -70.0000, -700.0000
1665, 134.9320, -754.9360, 641.9640, 525.0000, -420.0000, -735.0000
1666, 134.8100, -754.9360, 641.9640, 700.0000, -525.0000, -875.0000
1667, 134.8100, -754.8140, 642.0860, 560.0000, -385.0000, -770.0000
1668, 134.6880, -754.8140, 641.8420, 245.0000, -210.0000, -805.0000
1669, 134.6880, -754.9360, 641.5980, 805.0000, 140.0000, -840.0000
1670, 134.6880, -754.8140, 641.7200, 910.0000, 245.0000, -560.0000
1671, 134.6880, -754.8140, 641.9640, 420.0000, 70.0000, -595.0000
1672, 134.5660, -754.8140, 642.0860, 490.0000, -245.0000, -770.0000
1673, 134.3220, -754.6920, 642.0860, 525.0000, -280.0000, -630.0000
1674, 134.2000, -754.6920, 641.9640, 525.0000, 0.0000, -420.0000
1675, 133.9560, -754.8140, 642.0860, 805.0000, 0.0000, -560.0000
1676, 133.9560, -754.8140, 642.2080, 560.0000, -210.0000, -805.0000
1677, 133.8340, -754.6920, 642.2080, 560.0000, -175.0000, -665.0000
