Eda Num, Real(Ohm), Image(Ohm), Conductance(uS), Phase(°)
83, 36964.8320, -111658.6797, 8.50207996, -71.6828
84, 36885.9336, -111630.3359, 8.50581741, -71.7149
85, 37014.3008, -111677.1016, 8.49969196, -71.6627
86, 37026.7812, -111628.7422, 8.50272560, -71.6495
87, 37205.0977, -111662.9453, 8.49631691, -71.5724
88, 37340.8242, -111131.5078, 8.52971935, -71.4274
89, 37408.4258, -110956.5703, 8.54022598, -71.3687
90, 37433.3203, -111071.0547, 8.53174210, -71.3751
91, 37383.0195, -111031.7422, 8.53562450, -71.3923
92, 37392.0117, -111078.9453, 8.53215790, -71.3954
93, 37359.0039, -110953.7891, 8.54156971, -71.3912
94, 37309.8164, -111048.6953, 8.53615379, -71.4288
95, 37266.0781, -110946.9922, 8.54420185, -71.4333
96, 37259.5664, -111122.4297, 8.53222752, -71.4636
97, 37144.1875, -111110.5703, 8.53571415, -71.5153
98, 37201.4531, -111154.8203, 8.53133488, -71.4956
99, 37134.0625, -111170.5703, 8.53180408, -71.5293
100, 37079.2305, -111220.6172, 8.52961254, -71.5624
101, 37106.0000, -111151.3828, 8.53377628, -71.5393
102, 37093.4492, -111214.8984, 8.52968025, -71.5549
103, 36913.0938, -111034.6797, 8.54629803, -71.6108
104, 37150.7305, -111259.2109, 8.52530479, -71.5352
105, 37021.0742, -111155.0547, 8.53547955, -71.5793
106, 37029.8008, -111022.0547, 8.54448032, -71.5546
107, 37106.9375, -111172.6328, 8.53228664, -71.5422
108, 37072.5664, -110989.5859, 8.54574108, -71.5297
109, 37106.7227, -111090.0859, 8.53799534, -71.5295
110, 37058.0117, -111025.9141, 8.54356098, -71.5421
111, 37113.4570, -110914.7578, 8.54997826, -71.4991
112, 37141.3828, -110836.2891, 8.55477238, -71.4739
113, 37376.3828, -110724.5703, 8.55704021, -71.3473
114, 37595.1367, -110341.3984, 8.57851982, -71.1852
115, 37831.9883, -110012.6328, 8.59580040, -71.0225
116, 37983.1289, -109855.3672, 8.60315132, -70.9269
117, 38122.2734, -109564.0234, 8.62018299, -70.8149
118, 38326.8086, -109241.6484, 8.63782024, -70.6669
119, 38511.2148, -109137.7578, 8.64056587, -70.5637
120, 38643.3242, -109074.4922, 8.64173222, -70.4916
121, 38795.8125, -108774.4297, 8.65906620, -70.3706
122, 38747.8750, -108702.9766, 8.66532421, -70.3811
123, 38765.6133, -108584.8516, 8.67323780, -70.3531
124, 38855.2617, -108668.6484, 8.66504097, -70.3251
125, 38859.1992, -108731.1328, 8.66052628, -70.3337
126, 38760.6133, -108706.3516, 8.66476440, -70.3757
127, 38746.2305, -108811.8203, 8.65767384, -70.4000
128, 38797.1836, -108635.5234, 8.66885185, -70.3467
129, 38991.1094, -108583.0859, 8.66764832, -70.2473
130, 39156.9102, -108283.3828, 8.68464184, -70.1192
131, 39357.9258, -108111.4922, 8.69166374, -69.9960
132, 39366.7422, -107815.4297, 8.71249866, -69.9413
133, 39382.1016, -107761.2109, 8.71596527, -69.9248
134, 39324.2266, -107728.6328, 8.71980000, -69.9464
135, 39219.8555, -107744.9141, 8.72135544, -69.9982
136, 39329.8164, -107895.3047, 8.70776463, -69.9723
137, 39234.7344, -108026.5547, 8.70088387, -70.0392
138, 39238.7539, -108073.7422, 8.69742393, -70.0454
139, 39130.9023, -108117.5859, 8.69708633, -70.1033
140, 39047.9922, -108123.0547, 8.69882965, -70.1431
141, 38948.2539, -108306.1953, 8.68836308, -70.2208
142, 38862.6797, -108284.9922, 8.69205570, -70.2573
143, 38860.2969, -108273.4766, 8.69293594, -70.2565
144, 38850.1094, -108296.6172, 8.69154930, -70.2652
145, 38916.2773, -108484.3047, 8.67654228, -70.2657
146, 38859.8281, -108357.7266, 8.68695831, -70.2709
147, 38892.9336, -108314.7422, 8.68916798, -70.2481
148, 38915.9844, -108309.9297, 8.68892193, -70.2365
149, 38839.0664, -108214.8359, 8.69765091, -70.2566
150, 38913.0898, -108109.3516, 8.70326900, -70.2041
151, 38936.2109, -108248.6172, 8.69276333, -70.2167
152, 38842.9961, -108133.0078, 8.70337963, -70.2410
153, 38926.0430, -108142.6484, 8.70056534, -70.2036
154, 39048.0039, -108009.0078, 8.70695305, -70.1238
155, 39169.8555, -107791.4609, 8.71932793, -70.0296
156, 39317.7422, -107586.3359, 8.73014450, -69.9250
157, 39463.4805, -107124.9297, 8.75942993, -69.7768
158, 39397.2812, -107288.3828, 8.74942398, -69.8363
159, 39557.5977, -107146.3203, 8.75539303, -69.7362
160, 39626.4727, -107229.8828, 8.74756241, -69.7184
161, 39573.3906, -107274.2266, 8.74578571, -69.7510
162, 39526.7344, -107293.3047, 8.74565125, -69.7763
163, 39527.0273, -107239.4609, 8.74950981, -69.7668
164, 39506.8359, -107339.4141, 8.74286938, -69.7936
165, 39585.2344, -107370.2734, 8.73858643, -69.7621
166, 39443.6055, -107170.9766, 8.75664234, -69.7942
167, 39488.8242, -107062.8047, 8.76323128, -69.7541
168, 39512.2891, -107102.4609, 8.75975227, -69.7499
169, 39537.1562, -106873.6172, 8.77559090, -69.6984
170, 39657.9688, -106799.6953, 8.77769661, -69.6285
171, 39635.2500, -106804.6484, 8.77794743, -69.6401
172, 39608.3516, -106899.8359, 8.77179623, -69.6694
173, 39588.0742, -106916.1328, 8.77116203, -69.6818
174, 39604.6406, -106951.2422, 8.76818752, -69.6801
175, 39539.2578, -107144.3359, 8.75602245, -69.7445
176, 39476.0391, -106976.1953, 8.76981640, -69.7451
177, 39581.1367, -106774.7891, 8.78155613, -69.6604
178, 39865.8984, -106757.0547, 8.77518559, -69.5230
179, 39995.5938, -106149.0703, 8.81569862, -69.3542
180, 40114.9180, -106006.8828, 8.82276630, -69.2725
181, 40134.1289, -106052.9297, 8.81888676, -69.2716
182, 40181.7891, -106199.3984, 8.80693626, -69.2753
183, 40110.1953, -106197.6328, 8.80902863, -69.3088
184, 39979.0000, -106327.7578, 8.80317402, -69.3939
185, 40155.6602, -106347.7422, 8.79690170, -69.3141
186, 40002.5625, -106420.4922, 8.79581070, -69.3992
187, 39981.8047, -106460.7734, 8.79345894, -69.4161
188, 40011.6836, -106421.4453, 8.79549313, -69.3951
189, 39905.6719, -106465.7578, 8.79516697, -69.4529
190, 39864.6992, -106522.3516, 8.79217911, -69.4822
191, 39769.9141, -106685.9297, 8.78290749, -69.5558
192, 39732.8203, -106652.4297, 8.78633022, -69.5674
193, 39588.2383, -106657.2891, 8.78986931, -69.6365
194, 39635.4570, -106751.0547, 8.78181553, -69.6306
195, 39693.2891, -106797.9297, 8.77687645, -69.6116
196, 39545.7891, -106639.7734, 8.79228020, -69.6534
197, 39514.6562, -106893.3672, 8.77476597, -69.7125
198, 39499.4102, -106727.1641, 8.78719330, -69.6906
199, 39460.8867, -106741.4141, 8.78719330, -69.7113
200, 39505.5859, -106687.1641, 8.78992462, -69.6807
201, 39403.0273, -106611.3984, 8.79817200, -69.7160
202, 39505.3398, -106604.0391, 8.79595757, -69.6663
203, 39453.2695, -106692.5703, 8.79093552, -69.7064
204, 39376.8086, -106682.3984, 8.79372215, -69.7407
205, 39404.4922, -106631.8516, 8.79664803, -69.7188
206, 39379.0781, -106830.4766, 8.78293133, -69.7655
207, 39373.1562, -106816.8828, 8.78407383, -69.7659
208, 39399.8945, -106775.4453, 8.78635979, -69.7461
209, 39381.8398, -106788.2734, 8.78591347, -69.7568
210, 39342.8594, -106772.8984, 8.78806782, -69.7726
211, 39376.4961, -106735.9453, 8.78984737, -69.7502
212, 39424.3633, -106737.4453, 8.78845787, -69.7279
213, 39417.5312, -106664.6797, 8.79391670, -69.7184
214, 39395.9688, -106743.6016, 8.78877163, -69.7424
215, 39513.4805, -106682.4766, 8.79005241, -69.6762
216, 39370.7617, -106585.7109, 8.80090427, -69.7267
217, 39377.8828, -106604.9453, 8.79931545, -69.7267
218, 39361.7812, -106667.8203, 8.79518223, -69.7453
219, 39319.1680, -106635.4453, 8.79867363, -69.7598
220, 39353.3359, -106711.2109, 8.79226017, -69.7569
221, 39389.9258, -106646.8672, 8.79594898, -69.7283
222, 39462.1836, -106678.7578, 8.79169846, -69.6998
223, 39404.5430, -106563.5703, 8.80160522, -69.7069
224, 39429.6836, -106570.0078, 8.80046177, -69.6961
225, 39425.2734, -106508.6484, 8.80503941, -69.6875
226, 39452.0391, -106686.8984, 8.79137993, -69.7060
227, 39398.8750, -106564.8047, 8.80166817, -69.7098
228, 39362.2344, -106697.4141, 8.79302311, -69.7503
229, 39282.6133, -106548.3828, 8.80598259, -69.7619
230, 39241.6445, -106468.2578, 8.81291771, -69.7673
231, 39274.4258, -106689.6016, 8.79593849, -69.7904
232, 39265.6680, -106635.1016, 8.80013180, -69.7851
233, 39251.2461, -106581.8359, 8.80439091, -69.7826
234, 39300.2695, -106589.0703, 8.80255032, -69.7607
235, 39248.0664, -106677.4453, 8.79752541, -69.8008
236, 39255.7656, -106658.0078, 8.79873180, -69.7937
237, 39344.1758, -106558.8203, 8.80357170, -69.7346
238, 39235.5352, -106439.9453, 8.81514549, -69.7653
239, 39209.2266, -106427.8516, 8.81673431, -69.7756
240, 39284.0469, -106568.8359, 8.80445671, -69.7648
241, 39239.1992, -106456.9453, 8.81380749, -69.7665
242, 39238.2617, -106549.0234, 8.80712605, -69.7830
243, 39253.6797, -106593.1484, 8.80350208, -69.7834
244, 39160.1055, -106571.7422, 8.80756474, -69.8240
245, 39191.0938, -106591.7734, 8.80527782, -69.8128
246, 39225.5430, -106614.0547, 8.80273533, -69.8004
247, 39163.1484, -106627.4297, 8.80343056, -69.8322
248, 39122.0625, -106532.4609, 8.81144428, -69.8352
249, 39112.0820, -106638.3516, 8.80399990, -69.8583
250, 39077.7930, -106713.9141, 8.79941750, -69.8877
251, 39094.6328, -106695.4922, 8.80030823, -69.8765
252, 39104.3867, -106657.8047, 8.80278873, -69.8653
253, 39049.4141, -106719.9609, 8.79973316, -69.9022
254, 39156.5625, -106902.0547, 8.78366947, -69.8830
255, 39132.6758, -106817.9922, 8.79039764, -69.8797
256, 39103.4961, -106764.8203, 8.79503345, -69.8843
257, 39056.5547, -106837.1953, 8.79102612, -69.9191
258, 39076.5742, -106708.2266, 8.79986382, -69.8873
259, 38957.3555, -106635.7266, 8.80831528, -69.9312
260, 39043.5000, -106887.5391, 8.78771877, -69.9339
261, 38990.5820, -106750.3047, 8.79909039, -69.9353
262, 39055.0859, -106718.7734, 8.79966831, -69.8993
263, 38939.5977, -106873.9297, 8.79145813, -69.9808
264, 38998.9883, -106692.1484, 8.80309868, -69.9212
265, 38959.2500, -106798.4922, 8.79641819, -69.9584
266, 38981.1094, -106817.5859, 8.79445076, -69.9514
267, 38952.0273, -106764.4141, 8.79908848, -69.9560
268, 38957.0000, -106899.9453, 8.78910828, -69.9770
269, 38938.2344, -106853.4141, 8.79298401, -69.9779
270, 38990.5898, -106946.3047, 8.78485775, -69.9691
271, 38952.3789, -106794.0234, 8.79692554, -69.9609
272, 38972.0039, -106816.5703, 8.79476643, -69.9555
273, 38853.8594, -106847.4766, 8.79564762, -70.0168
274, 38696.7578, -106735.2109, 8.80797672, -70.0719
275, 38836.3398, -106806.6797, 8.79907799, -70.0181
276, 38775.9023, -106914.3828, 8.79284191, -70.0652
277, 38782.3594, -106874.4453, 8.79557514, -70.0553
278, 38908.3711, -106936.9453, 8.78770924, -70.0064
279, 38814.6484, -106802.3516, 8.79996681, -70.0276
280, 38987.4102, -106581.9297, 8.81143570, -69.9076
281, 39135.4258, -106428.8828, 8.81864071, -69.8108
282, 39212.8828, -106211.0391, 8.83247662, -69.7360
283, 39386.0664, -106191.3203, 8.82923126, -69.6503
284, 39443.2812, -106155.1953, 8.83032036, -69.6168
285, 39490.0508, -105976.5234, 8.84212112, -69.5631
286, 39412.5547, -105946.1797, 8.84646034, -69.5945
287, 39564.2617, -106072.6016, 8.83306503, -69.5449
288, 39367.4531, -105956.0078, 8.84696960, -69.6177
289, 39466.3555, -106111.7578, 8.83286858, -69.5982
290, 39572.8359, -105922.9766, 8.84378052, -69.5143
291, 39413.7109, -105816.1016, 8.85597897, -69.5710
292, 39372.3438, -105910.6484, 8.85016537, -69.6074
293, 39514.0078, -105924.0547, 8.84531116, -69.5424
294, 39453.9102, -105851.5859, 8.85227203, -69.5581
295, 39437.8672, -105710.6172, 8.86307526, -69.5408
296, 39465.1094, -105781.2891, 8.85713005, -69.5404
297, 39581.4453, -105599.5859, 8.86729622, -69.4527
298, 39559.8828, -105474.7891, 8.87709045, -69.4407
299, 39650.6484, -105445.9609, 8.87670231, -69.3923
300, 39744.4375, -105510.5703, 8.86934090, -69.3593
301, 39723.5078, -105535.8047, 8.86806297, -69.3737
302, 39652.5273, -105427.8828, 8.87798405, -69.3882
303, 39719.1406, -105542.6797, 8.86767864, -69.3771
304, 39681.4766, -105465.6172, 8.87439823, -69.3812
305, 39612.7891, -105527.8984, 8.87171078, -69.4250
306, 39655.7461, -105589.0859, 8.86601734, -69.4155
307, 39607.5469, -105490.7578, 8.87459373, -69.4209
308, 39508.4023, -105615.6328, 8.86812782, -69.4903
309, 39579.8711, -105458.6328, 8.87772846, -69.4283
310, 39293.8711, -104890.6172, 8.92784214, -69.4632
311, 39376.9258, -104895.8672, 8.92512703, -69.4243
312, 39304.1758, -104964.4766, 8.92204380, -69.4715
313, 39382.0820, -105052.8516, 8.91329002, -69.4501
314, 39301.8086, -104833.3516, 8.93189621, -69.4491
315, 39304.0703, -104897.1641, 8.92706776, -69.4595
316, 39264.9922, -104905.7109, 8.92752171, -69.4797
317, 39321.7109, -104697.4766, 8.94149685, -69.4151
318, 39351.3438, -104845.8672, 8.92957401, -69.4276
319, 39356.5234, -104762.8672, 8.93562889, -69.4102
320, 39306.5938, -104788.4297, 8.93511868, -69.4387
321, 39472.3086, -104956.8516, 8.91791248, -69.3897
322, 39298.5820, -104965.6953, 8.92210960, -69.4744
323, 39252.1445, -104940.7109, 8.92526913, -69.4921
324, 39231.5273, -104980.3359, 8.92288780, -69.5091
325, 39142.3594, -104947.0547, 8.92785740, -69.5459
326, 39297.9531, -105056.6172, 8.91535378, -69.4910
327, 39136.5430, -104933.7109, 8.92901516, -69.5463
328, 39172.7148, -105019.4609, 8.92160797, -69.5443
329, 39243.9258, -104983.4609, 8.92230988, -69.5037
330, 39157.4102, -105043.2734, 8.92025757, -69.5558
331, 39171.5000, -104946.5391, 8.92708302, -69.5318
332, 39174.1797, -105039.6172, 8.92006493, -69.5472
333, 39144.7500, -105092.8672, 8.91691303, -69.5708
334, 39173.9258, -105092.4141, 8.91613674, -69.5567
335, 39166.8828, -105006.1016, 8.92276669, -69.5447
336, 39217.9414, -105106.2578, 8.91388321, -69.5381
337, 39132.6719, -104835.1328, 8.93649292, -69.5305
338, 39264.0859, -104981.9922, 8.92185688, -69.4938
339, 39173.6875, -104875.9297, 8.93229771, -69.5181
340, 39109.5547, -104998.0391, 8.92496300, -69.5707
341, 39071.2188, -104915.6797, 8.93218231, -69.5744
342, 39131.4414, -104964.0547, 8.92689133, -69.5541
343, 39129.9570, -105011.1641, 8.92341614, -69.5633
344, 39179.7773, -105038.4453, 8.91999626, -69.5443
345, 39089.6641, -104946.7891, 8.92934418, -69.5711
346, 39120.4609, -105048.3828, 8.92090416, -69.5745
347, 39210.4023, -105058.1172, 8.91767883, -69.5331
348, 39123.8594, -105050.5391, 8.92064857, -69.5732
349, 39173.7031, -105010.4609, 8.92225170, -69.5422
350, 39274.3125, -104988.5547, 8.92108250, -69.4901
351, 39189.7188, -104895.8203, 8.93036270, -69.5140
352, 39226.6055, -104890.7109, 8.92971516, -69.4954
353, 39164.2109, -105047.6484, 8.91974354, -69.5534
354, 39175.3984, -104977.9141, 8.92463303, -69.5356
355, 39168.8164, -105122.7891, 8.91401672, -69.5646
356, 39141.6445, -104970.6172, 8.92611694, -69.5504
357, 39203.6055, -105053.7266, 8.91819477, -69.5356
358, 39049.8672, -104911.5391, 8.93308640, -69.5839
359, 38997.6367, -104940.3672, 8.93238258, -69.6141
360, 39106.8086, -105106.9609, 8.91691494, -69.5914
361, 39057.6523, -105123.4453, 8.91704941, -69.6179
362, 39057.0703, -105012.3359, 8.92535400, -69.5984
363, 38977.2773, -104927.2422, 8.93393040, -69.6215
364, 39089.2500, -105351.1172, 8.89923954, -69.6432
365, 39046.9141, -105155.0547, 8.91499138, -69.6287
366, 38999.8086, -105235.5078, 8.91030025, -69.6655
367, 39025.9648, -105180.0859, 8.91370583, -69.6432
368, 38982.5859, -105209.9297, 8.91268063, -69.6692
369, 38958.6602, -105344.0234, 8.90336037, -69.7044
370, 38904.3672, -105159.3672, 8.91860867, -69.6977
371, 38996.5430, -105397.5078, 8.89834499, -69.6958
372, 38828.3438, -105269.3828, 8.91249943, -69.7536
373, 38871.7695, -105239.6016, 8.91352367, -69.7276
374, 38962.2656, -105360.8516, 8.90201092, -69.7057
375, 38792.8984, -105309.1641, 8.91050816, -69.7776
376, 38964.8906, -105386.7109, 8.90001678, -69.7090
377, 38847.3242, -105344.4453, 8.90638733, -69.7578
378, 38723.9609, -105370.7266, 8.90781212, -69.8215
379, 38681.6523, -105406.1172, 8.90633392, -69.8480
380, 38734.5195, -105406.6016, 8.90485191, -69.8228
381, 38731.8164, -105462.8828, 8.90073872, -69.8340
382, 38665.7734, -105594.2734, 8.89277458, -69.8886
383, 38775.7656, -105559.1953, 8.89238358, -69.8299
384, 38706.1289, -105576.9297, 8.89296436, -69.8663
385, 38682.1484, -105546.8047, 8.89585495, -69.8725
386, 38734.7422, -105614.8984, 8.88936710, -69.8593
387, 38586.4805, -105552.3359, 8.89804649, -69.9192
388, 38559.5430, -105452.4453, 8.90621471, -69.9147
389, 38592.3984, -105580.4297, 8.89579773, -69.9213
390, 38634.6523, -105738.8828, 8.88289070, -69.9288
391, 38567.8633, -105714.7734, 8.88648605, -69.9565
392, 38570.3906, -105740.6953, 8.88449574, -69.9599
393, 38528.4922, -105723.0547, 8.88693714, -69.9768
394, 38532.7422, -105813.2734, 8.88013268, -69.9905
395, 38517.3008, -105851.7734, 8.87769699, -70.0046
396, 38441.5977, -105841.1797, 8.88052082, -70.0389
397, 38461.7617, -105825.1953, 8.88116264, -70.0265
398, 38397.8242, -105870.8984, 8.87949657, -70.0650
399, 38533.8750, -105930.6484, 8.87141323, -70.0104
400, 38303.2148, -105896.4766, 8.88014030, -70.1147
401, 38342.0625, -105956.0391, 8.87468433, -70.1065
402, 38332.2188, -105852.2266, 8.88264370, -70.0932
403, 38293.0039, -105889.7734, 8.88091183, -70.1185
404, 38303.2148, -105896.4766, 8.88014030, -70.1147
405, 38275.8750, -106019.7734, 8.87173653, -70.1491
406, 38250.0625, -105881.0547, 8.88270950, -70.1375
407, 38199.5352, -105920.9141, 8.88110542, -70.1686
408, 38311.4258, -106091.8516, 8.86545467, -70.1446
409, 38183.8164, -106115.3203, 8.86712170, -70.2096
410, 38172.8867, -105991.0703, 8.87661362, -70.1934
411, 38233.7461, -106143.2734, 8.86372471, -70.1905
412, 38120.3789, -106093.0859, 8.87045574, -70.2361
413, 38220.9961, -106095.8828, 8.86756897, -70.1885
414, 38172.5273, -106117.6484, 8.86724949, -70.2154
415, 38121.2500, -106254.8359, 8.85846901, -70.2634
416, 38152.7617, -106221.8359, 8.86007214, -70.2427
417, 38085.4961, -106123.7734, 8.86911106, -70.2581
418, 38081.2969, -106189.3984, 8.86436558, -70.2713
419, 38092.5312, -106402.2109, 8.84835529, -70.3024
420, 37947.1641, -106311.0547, 8.85891914, -70.3563
421, 38092.1094, -106313.8516, 8.85488415, -70.2875
422, 37946.3203, -106393.7266, 8.85283470, -70.3708
423, 37898.6016, -106347.4609, 8.85750771, -70.3857
424, 37903.1992, -106370.1016, 8.85571480, -70.3873
425, 37849.7188, -106280.8047, 8.86372566, -70.3977
426, 37962.4688, -106473.0234, 8.84656048, -70.3765
427, 37967.2422, -106539.9297, 8.84150600, -70.3857
428, 37948.6797, -106419.8047, 8.85084820, -70.3741
429, 37960.0586, -106432.2266, 8.84963226, -70.3707
430, 37829.7656, -106443.9453, 8.85219097, -70.4350
431, 37904.5703, -106449.3984, 8.84982395, -70.4002
432, 37863.7422, -106437.0703, 8.85180664, -70.4176
433, 37882.2031, -106557.1953, 8.84246349, -70.4292
434, 37815.2695, -106547.1484, 8.84495640, -70.4594
435, 37822.0273, -106536.9141, 8.84553337, -70.4545
436, 37859.4570, -106532.3047, 8.84489250, -70.4358
437, 37832.3516, -106587.9297, 8.84150314, -70.4582
438, 37739.3438, -106594.9297, 8.84341812, -70.5038
439, 37722.3438, -106613.0859, 8.84252262, -70.5150
440, 37673.5742, -106634.6953, 8.84220123, -70.5419
441, 37701.9180, -106614.2422, 8.84296989, -70.5249
442, 37631.5977, -106690.3203, 8.83919334, -70.5713
443, 37713.4180, -106789.1016, 8.82979774, -70.5489
444, 37692.9023, -106686.8828, 8.83785248, -70.5415
445, 37580.5156, -106656.2891, 8.84302998, -70.5900
446, 37620.2539, -106766.4141, 8.83388424, -70.5896
447, 37572.5625, -106660.7891, 8.84290409, -70.5946
448, 37595.2500, -106759.6172, 8.83503342, -70.6004
449, 37567.9570, -106844.8047, 8.82947063, -70.6277
450, 37528.1836, -106823.1641, 8.83209133, -70.6431
451, 37528.1523, -106867.5234, 8.82882786, -70.6505
452, 37479.4570, -106726.5859, 8.84046745, -70.6501
453, 37567.8867, -106933.5078, 8.82295322, -70.6426
454, 37539.4922, -106880.0078, 8.82761765, -70.6472
455, 37499.5898, -106976.6484, 8.82154560, -70.6824
456, 37365.2031, -107029.8672, 8.82108974, -70.7554
457, 37431.3086, -106975.3828, 8.82339478, -70.7148
458, 37496.2305, -106930.0078, 8.82505894, -70.6762
459, 37440.4570, -106961.7734, 8.82415962, -70.7081
460, 37377.8125, -106988.9297, 8.82377434, -70.7426
461, 37349.2773, -107024.1172, 8.82192039, -70.7620
462, 37416.3320, -107064.1328, 8.81726170, -70.7367
463, 37406.0781, -107072.0703, 8.81694221, -70.7429
464, 37337.6758, -107100.3828, 8.81661606, -70.7803
465, 37354.4570, -107200.6484, 8.80883408, -70.7889
466, 37321.8984, -107050.2109, 8.82070446, -70.7794
467, 37136.3047, -107068.8516, 8.82407951, -70.8712
468, 37320.5859, -107103.7422, 8.81680679, -70.7890
469, 37235.2383, -107090.9141, 8.81993103, -70.8276
470, 37138.8672, -107006.2891, 8.82861900, -70.8596
471, 37188.1523, -107182.9609, 8.81437206, -70.8653
472, 37227.4922, -107308.5234, 8.80416584, -70.8673
473, 37185.3125, -107304.8984, 8.80550289, -70.8868
474, 37277.9766, -107233.4609, 8.80838013, -70.8308
475, 37183.7188, -107403.0234, 8.79835987, -70.9038
476, 37206.8320, -107339.2109, 8.80244350, -70.8822
477, 37112.1328, -107339.8828, 8.80479527, -70.9275
478, 37117.8555, -107338.7891, 8.80473042, -70.9246
479, 37056.4219, -107312.2109, 8.80823517, -70.9495
480, 37128.8789, -107410.7422, 8.79918289, -70.9312
481, 36990.8359, -107401.9141, 8.80331707, -70.9955
482, 37050.0898, -107417.1172, 8.80070782, -70.9698
483, 37031.6523, -107444.3984, 8.79917622, -70.9830
484, 37089.4766, -107513.2734, 8.79267979, -70.9668
485, 36958.9648, -107390.2891, 8.80497360, -71.0088
486, 37109.7773, -107556.8203, 8.78898716, -70.9643
487, 36834.2734, -107435.0078, 8.80483532, -71.0756
488, 36931.1992, -107446.0078, 8.80158997, -71.0312
489, 36952.7422, -107465.5703, 8.79961395, -71.0241
490, 36985.7266, -107482.9453, 8.79751205, -71.0113
491, 36913.2695, -107553.2266, 8.79419136, -71.0573
492, 36946.1250, -107431.2734, 8.80229282, -71.0217
493, 36905.6836, -107498.3359, 8.79839897, -71.0519
494, 36874.6914, -107522.0859, 8.79743958, -71.0706
495, 36898.7188, -107662.8203, 8.78654671, -71.0821
